post_id,author_id,private,title,content_body,created_at
bbzU5h4Fr9zDac1KrS-_2Q,lNfDW0xtHT-KhS50r8smdw,True,The Saucy Pierogi,1282 Dundas Street W,2020-01-16
VoYF6KnSnnhZ2lI4D9O-KA,Kxtwxz3ytjoMjft9f6P7Zg,False,Orly Grill,10815 Bathurst Street,2020-02-06
kXBcqiKHxAliyiE0PVTAlQ,pfeNQPG38ZItejYcVOALQw,True,Mathnasium Madison West,668 N High Point Rd,2020-01-20
MOKA2TABC6T04tKjzZ1_rw,fFETGY0B-J2IYQgVwkd-ww,False,Helicoptertours Grand Canyon,,2020-01-13
D0oYgsPBdkBYqth5zttEsg,jKMe4jmOcgGSHAnEQnS4lw,False,Big Burrito,9510 W Bell Rd,2020-02-27
1M1A-s6BbnzK3eURw01rZQ,zWqVz-uKJ75mJ-czENFmkg,True,Rincon Catracho,4110 S Maryland Pkwy,2020-01-26
CRun2mwghShi-3fcgVUEGw,UllvNF6HkgDZf0tmuOwaEQ,True,Titou: The French Touch Of Magic,,2020-03-03
TN2UqM_O-YkI8HsTcyJqlA,K96BWvBK8cx5detU2MQ_-A,False,Carolinas Veterinary Medical Hospital,10330 Feld Farm Rd,2020-02-28
hMtrLxSSKe0TDYLcNNgdeg,D3bAHK03rNkAsh0nHgjcJg,False,Piedmont Gold Exchange & Refinery,120 Main St,2020-01-26
ZtSBVRlwD609qLznGpO5OQ,4TE21tXAXQCM8zjkjbbXsg,False,Laurel School,1 Lyman Cir,2020-02-01
q1ALLXr3g_NAlJy8JIb_FQ,dnDdXCEBK1gAus3XOd0yKw,True,Tea at 94,94 Buccleuch Street,2020-01-18
GDiSja9Y9yJSeROIeApyEg,uLKhhtHOOU6onHxECTY0Cw,True,Porta Via,8372 Woodbine Avenue,2020-03-21
rO8q9s_vRkVLCOizBUppVA,e7V5B3xq3rRNxmABwFKqVw,False,Saunalandschaft im Stadionbad,Berliner Platz 1,2020-02-10
r2uPLf7Hg4mAjsCXkzjv2g,HCFWUMbm87N-yIrtTX_Eqw,False,Wagging Tails Pet Resort,2066 E Southern Ave,2020-02-15
_ZKsdEkQ5K_CUSBtahjFAA,fr7TH_EqnmVYa7EOmhXsbw,False,Mimis Cafe,1220 N Dysart Rd,2020-03-07
T6cRR3ktnuCvT77qnZ7shw,d9G00KgmJiNs9M8cxWMSbQ,True,Queen City Cleaners & Laundry,2827 Eastway Dr,2020-01-03
M4vh_kzppP1nsxo7hsaVIA,gQus5gi4SkA2zgjX3CjtKg,True,Golden Nugget Buffet,129 E Fremont St,2020-01-14
2bOEUMiwhQ2VzkdcFhEgMw,C_qx01qFo6CBR5uNcpu0oA,False,McDonald's,9414 Northlake W Dr,2020-03-06
jXRLEnVaPj5ngVT2AYUwSw,srT2Yh6yeu6sg3tIZLpTNg,False,Cox Communication,12221 Plaza Dr,2020-02-25
IjkeQwujB8RDAV3sHXiitA,E7EnmcPJeiaMXO2f4FcyzQ,False,CycleBar McCormick Ranch,7001 North Scottsdale Rd,2020-03-02
AcjO26DmOhqWlfo2s5DUow,96oTlm0oHqxSnDcuJEi5NA,False,Stackers Restaurant,2855 W Cactus Rd,2020-02-12
M6S-YEqE5gcXr3XQqHsspg,Zwki_R9fWEmEcsvcyPhISQ,False,Magic Uphololstery,3401 W Van Buren St,2020-02-07
RJ_YJpvAvCh0v6FQk8me0A,dm3pDhOaVtZ201cyoU7sJQ,False,Crescent Nursery School,186 Morrison Road,2020-01-01
XkWt9d7c55Nxu_unAJKqdg,-zHeluPWnkk56UcZ3E6AWg,True,SUNOUT Solar Blind & Shutter,4508 Del Pappa Ct,2020-01-12
SyjOAgK0mk7bRlGnaxtRcg,BjCKTvVe73GA50-aVdKQ7A,False,Millcrest Park,208 Sedgewick Dr,2020-02-18
dtKWlqu-4ft3rBycIOGchw,Ma9wZ_Lj3kVSKTL-yVoqkg,False,Antioch Kitchen,1150 Sheppard Avenue W,2020-01-15
_mXXi81lm9Hku_US0oRuYw,9_MDitPg-x-aM-UJEiVgaw,False,FedEx Office Print & Ship Center,1640 Sardis Rd N,2020-02-16
eYegkL1OXbP3ud8toyK3_w,n7xh2vr-KeVSQV9PqhH49A,True,Chamomile Sanctuary,4 Alva Street,2020-04-06
bncRNcQbyU4-LMwts5WlEw,lZVrNxlu6aVxu7V5h67EPg,True,California Sandwiches,435 Yonge Street,2020-02-14
6Pbrq60mA56WQU7SENbG0g,i8H9PKOBqrEIgnc9hjbA9Q,True,Brooks Sandwich House,2710 N Brevard St,2020-04-01
IXUwuNjy707wJNW2U4sRVg,RkEd2r0YcEVSsaiO-ZD-OQ,False,Alessia's Ristorante Italiano,5251 E Brown Rd,2020-04-01
NggjyMjgUWHBEKjAeaz7bg,8MZdfj19g6k6iTOkxfFAbA,True,Buccleuch Place,Buccleuch Pl,2020-02-19
Aj0cXUFPVR5R-EaLWtkDMg,N4_CbtNx6RbVjvLACREPqA,False,Sidelines Tavern & Grill,2980 S Alma School Rd,2020-02-05
-QWRK_ZnoU4g4FPEaZxqUw,8yn8j7wBnCnEqLKBBncMag,True,Bastix Souvenirs,88 Rue Notre-Dame Ouest,2020-02-18
fin8bCrfZ7aCB1pGesvDmw,MqSBGrhqBTGznJWO6_ZxQw,True,Theodore 1922,374 Bloor Street W,2020-02-01
