post_id,author_id,private,title,content_body,created_at
jKrlc4xQIvfzDZ8eNfqxwg,1D0UDea53qPZygQBy2OFUA,True,Mandarin Bar,3752 Las Vegas Blvd S,2020-01-09
WDpBUEgbFZ6hrViInkVAig,S8vJIkvuupr-pCNRfhrLng,False,Pearl View Guest House,Seaview Terrace 2,2020-03-23
F8okm6bnvmAlvCG-rubSJg,h_M2MVH_TngG5xBhmgEoaA,False,Accurate Automotive,350 E Basic Rd,2020-03-20
3KzzG6dw5aN9eIo3cGHaSA,By3x3HSlsSWDtlne2SQdMw,False,Steak 'n Shake,5051 Som Center Rd,2020-03-25
R2YOSUCmsdmdpmvV0L8WxA,vBqjrl8h2c5JeU9doTQOYg,False,Jest 4 Laffs,10220 N Metro Pkwy E,2020-02-25
cXyuQTEVh8NEqFZWerVshw,cWAr6hysztIkmciwuVVpgQ,False,Harmonious Union Events,,2020-03-09
oFwr1It81SObzC3MZ66vqw,UeQQtCOi4ECXlziHaE02vA,True,Mama's Caribbean Grill,1504 Central Ave,2020-03-04
BxeLe8nY6kZ1geKijNncDQ,w6hBqALtuz3E0oi5aG2cnw,False,Mountain Park Community Church,2408 E Pecos Rd,2020-01-24
JweD4oBHn1R5NRvF8lcxKQ,dRmll8dv5EMbVqwssCq9sA,True,Quaff Cafe,668 Queen St W,2020-01-02
yVP5YYFfDxOD-6t_7IQt0Q,grn4BUiNSeEqAf8wQJv-2w,True,Saks,10 Jeffrey Street,2020-02-07
KRepT7386qgG3A-6YBzVmQ,ak4tMFyca4-OdlOaCLEAqw,False,Longo's,9200 Weston Road,2020-03-18
52CTkupw9Zf2HcQ3bdktIg,iaVp13FIWt1jxIJjuQ5Tmg,False,Binkley's Fine Dry Cleaning,3145 E Lincoln Dr,2020-01-27
JnRZbZ7E4VpCh83U56CPMA,6OBFIKC70krNmj9I58JFgA,True,Chop Shop Salad Shop,,2020-02-22
blrovAH_SSlyXYGqsvmY8Q,GetxsuRFv8xl98kZ_LnV6w,False,Beauty Brands,87 Main St,2020-01-18
Qc9BkjauJ79dd2Z7zMyg6w,co7xk5PVnxSC27tQ4M_S2Q,False,Inza Coffee,8658 East Shea Boulevard,2020-03-05
YP172DJ6RjobUg528Fa8Sw,9ZuWEeKNc_CAEDY7CH0X5Q,False,Dick's Bicycle Repair Shop,107 Dover St,2020-04-04
DX6dTm7wcOBy498gGysdAQ,HQHDcdEZObiGPZICCehP8w,False,On Tap Medina,2736 Medina Rd,2020-01-01
wpgYqDf_L427Os8cBNpsbA,dmyZ4TDN18z1-mRRdzY_8A,False,Michael Geesing,Rotebühlstr. 104,2020-04-05
-F_AgxivXAvqOLzE8elnow,yrAX4ikJePO6eSN6_g6buw,True,Wally Dug,32 Northumberland Street,2020-04-05
mPk43gs2O2n06MNR-uDKfg,2cOJ2JmcW0JCZvTCV2olgw,False,Camelback Dermatology & Skin Surgery,4512 N 40th St,2020-01-20
dHI6YDCDuU5X9tS-3y0Bcg,z3eAcXLAGeCe_MDlN6z7YA,True,Hitch,1216 Queen Street E,2020-01-09
nEJAI8LLlYhQTkVrRJXR6A,wQFS1FE_bJh46GWGrq3CUA,False,Tim Hortons,14872 Yonge Street,2020-01-23
opvd8U6pD7UBMi05zvFOTQ,p01SonBMxrZTNl0izWPW3w,True,Curbside Cycle,412 Bloor Street W,2020-03-13
VDvcxFhe3NttPUzftJmHjw,bNPIiVF7npmlucyl1WWUnw,True,Sunprint On The Square,10 W Mifflin St,2020-03-01
XcricTBH9J2_2DpkYVGaCw,3RPORizfUAhI9HS-Nd7RJA,True,This Is London,364 Richmond St,2020-01-06
uEtYoI317lg5ppvyorUYgQ,lwDRTzOx8_qnR8xt05_Law,False,Conrad's Tire Express & Total Car Care,17572 Pearl Rd,2020-01-09
-6SFHn0zEW06XgNCKVgQjg,iVBf4TiFvIJ67T4Hi7s4-Q,True,Sun Shade Window Tinting,2535 S Torreypines Dr,2020-03-13
IWDA6Tp8aFIaIqJJnZF0oA,a6dFeHEq4GJ1huLwPoZbvg,True,Pizza Hut,1407 W 117th St,2020-01-26
8uLC2PoShQ6K5xnTTACddg,jnsRArHE2g5fz67YTxVlfw,False,Westmoreland Affordable Plumbing,41 Cherry Ln,2020-01-02
9-HjDIl4VRmTP23g0elUEw,gY_5PJrnAUOfUw9S8KzmXA,False,Miniaturgolf-Club Eichholz-Sindelfingen e.V.,Obere Vorstadt,2020-02-05
zECBu68I5DZl6Xxya1Dn7w,IXXsrPtuXIzqsM23c_fTcA,False,Arizona Desert Rentals,410 S Nevada Way,2020-03-18
bt0ZUJWmAJhjYmfPCzgRmQ,JXmKj8x0sGpz1Fzs_ibGyw,True,Sol Azteca Fusion Grill,1821 S Park St,2020-02-10
WQ1IKld2kUXOf0Md-p77WQ,gzkZnLveWI93Pi6c0pZtgA,False,Pretty Nails And Spa,525 N Estrella Pkwy,2020-03-10
AAAkN8rNGBOlYCTp390ULg,cvIdlj0IKhqc-kYM7yJUDg,False,Walmart Supercenter,11145 Bryton Town Center Dr,2020-03-16
SH1WIsCq1FJ9SbGEssYO3Q,ITBj6rbKAaV8I2iGk5hfAQ,False,Canada Post Central & West Customer Service,4567 Dixie Rd,2020-01-07
hoLFXFgUY_la0o46ULc-DA,GAsy5vlLQm9VftRI7v8AyA,False,50's on Adams,100 North 1st St,2020-01-01
2CNCcHA9txth664ALX1wvA,1su0xlPNXmA7HM6Nb3qSqA,True,Royal Caribbean,128 S Highland Ave,2020-03-21
Inh4zML74UuNekCzM_JP2w,HSBiuurbSNPrfnwIERYACg,True,Legends Barber Shop,3345 E Patrick Ln,2020-01-15
iphz-5S5ap4B6b-hW5dgzg,p2ucwjxsqFCBPFqas_2Osw,False,O'neil's,8111 Fairview Rd,2020-01-11
WtvDGvduFU-IH1qxrZNcJQ,x-vXN9d8EIHXyiznocaQ8Q,True,Thai Lemongrass,40-41 Bruntsfield Pl,2020-02-09
uI_JANZUD9Wr9jDgqTbaaQ,ohR5lh1mg79KcSc1qJFpGQ,False,K & K Custom Glass,9015 N 8th St,2020-01-10
d3Wz6ENnjMHtRUXfg8idaw,oqNju0BSMCrIEGOYirhpgg,False,Appliance Certified,4133 W Wood Dr,2020-02-05
dC2QzUEgzzIOhBSR90QKcg,0aDX5HKTEEprHIN2nSlPAw,False,Laveen Country Doctor,7207 S 39th Ave,2020-02-03
--9e1ONYQuAa-CB_Rrw7Tw,3E01ehPOxJaTRe7Nzok1MA,True,Delmonico Steakhouse,3355 Las Vegas Blvd S,2020-01-24
0qOA8z_BHgzaPr1ypOy8rw,2Abx0vNfojxkuYE1xcshYw,True,Mojito's Resort Wear,3131 Las Vegas Blvd S,2020-01-07
cCM2b60BomgMixIJVpXaLg,U4P-b4EOnyffBQO72CC5Hg,True,Outlaws Backyard BBQ,9500 S Eastern Ave,2020-02-23
u5U7iPk2D6SPprqlT7yTGQ,smk8r8ttnRO-J73EQMqDfA,False,Filiberto's Mexican Food,1402 E. Chandler Blvd,2020-01-10
FGhsNpkrBzFy-2zrObiYCg,G3INBq_3aUDEqbGVoMhcHw,True,Enchanted Forest Reiki Spiritual Items And More,2280 South Jones Blvd,2020-03-15
Wvj7_MtfViFRXrljkzYXIw,6CP6hEn7YQeEuowKcRnoaA,False,Sheetz,7777 Reynolds Rd,2020-01-12
YgTc6ku9nwu8L9b0-FCXFA,Q5SaBre9XncMzz3A64vp1A,False,Pink Lemon Bake Shop,10220 Yonge Street,2020-03-13
q9Q2Gjf9m8YM2qqIBp3gLw,mbHs-WureRKgXYMKAtt4LA,False,Freeride Bike Co,3143 E Williams Field Rd,2020-02-11
wxls4QWr0ndHn2UJxU-_fQ,C-f_WjmnVWehrLpunkhDoA,True,MJ Christensen Diamonds,10400 S Eastern Ave,2020-02-18
hqyK-q2Xa5-h3-_lSD3oxw,kUVMnp6duIz5Jmk9gB95Qw,True,Li Ren Massage,557 E Sahara Ave,2020-04-06
yFYkNgneB9y6QInhm_YJMw,Lg2R4aBsQnjbgij9H6-R6A,False,Bob's Discount Furniture,2420 E Springs Dr,2020-01-13
nAFwDGNVauzbzH6QCudEBA,zJD6T3F5B8FXwDigJVBxCg,True,Scotline Tours,87 High Street,2020-02-25
bukZAbCoHgCi-IN91r04bQ,PmhN4gqQG9MARuFh4XEorQ,True,Law Office of Leland Lutfy,530 South 7th St,2020-03-28
hF6tlIq3BLy_LHeCVJ1spQ,stIduGln-IhtU-n3BytV5A,False,Blinds To Go,9631 Yonge Street,2020-01-10
eNEgDEtad9xtErB1rCFr4A,8_2lo1CUkuRbEvWij73NRg,True,barre3 - Madison,2560 University Ave,2020-02-07
kuvihcFik55BYDVgJ6hAEA,EMcA_JP0UR8sUl-GeKAX4w,True,Chez le Portugais,4128 Boulevard Saint-Laurent,2020-03-13
3NmjKQJmPH7hcM0pp12DJQ,r0yk6f0fqzK5dl75A9KdUw,False,Hong Kong Cafe West,7475 Mineral Point Rd,2020-01-20
f1PawYN3ZnuLDE3mV9xBVQ,e8xPwDHpbB8M9wrZ1sdFUA,False,Tudi Mechanical Systems,343 Munson Ave,2020-03-03
WS0WI4-MV_Kcg-vcWuZGQQ,qpPeoSp-UEoerenzaDnwdg,True,Subway,5818-C4 Highland Shoppes Dr,2020-03-21
gJZevmkVSH9a1680pnNm7Q,9Ru4wcwSwTnxJ_NPckidLA,False,Jims Super Photo,434 Parliament Street,2020-01-11
gVrOjfdnijDwxivLTHiBAg,zP4CM9ixvWa2W7RIifmTcw,False,Applebee's Neighborhood Grill & Bar,4320 Leavitt Rd,2020-03-18
BSts3pm0UWeSHhxHzkpy9A,IjIfd0tX3p9u2S9-_rZZoQ,False,Camelback Automotive & Alignment,5009 N 22nd Ave,2020-01-10
bPDfUbhr5Jab_fPTNTn9oQ,t_DHtDzYff0O1eV_jYS7aQ,True,Jal Gua Cafe,175 Queen Street E,2020-02-21
AGWBs_-KV67zAyBPwz_n-g,8zSp9Iyx6aNLFksMaRFX3A,False,Shane's Rib Shack,7131 W Ray Rd,2020-01-19
3zFnqC84MxH7CR0u6uUoHg,3v4wdNDmBtFj2wmj-Yet-Q,False,Jurassic Aquatic's & Pets,1413 Golden Gate Blvd,2020-03-14
yZHNVZBiaCHvJXGGBDSeDQ,5b9YIn_DEttLQwpEJikAAA,True,U-Frame-It,7826 Mineral Point Rd,2020-01-28
pNaEm3X3DbakMgZUA2bGfQ,rpC-wIgIhoP4d5xZP_Tdmg,False,Planet Bowl,5555 Eglinton Avenue West,2020-01-20
zi9FBsY8sBpAKffo2ivSKQ,yPLi_dtwzBk92m8Pqmxylw,False,Phoenix Car Inspection,,2020-02-01
4ZCDP9ZqAlz6PHY-GMmhsQ,Wu2bvL6IDzYPGAgcvAGJSw,False,Bags & Rags,16 Easy St,2020-03-20
gGt00WW8sNY2Sop7jYa7Tw,Y9R75GpWh5GHC6skIqtwiQ,True,Bakersfield East Blvd,1301 East Blvd,2020-02-22
1CJjFqnEwnQ0sE7ji8nz7w,LbxaJH45s3-m4hrOSjZrPQ,False,J J Fire and Ice,,2020-02-06
g_coOkjx68R08U1HIurwjQ,PTjStjgvzKO_BSuX0Dw8fw,False,Sardis Marketplace,2328 Crown Centre Dr,2020-04-07
c1XRPrHsrBs7qP_A36ybzg,TbulUkRf04XdF4u7wXwdpw,False,Suburban Elite Transport,,2020-01-13
ycH2xauZBb7yqdp0d_T5Gw,GbjkTZHTnEUlHuOYsed3NA,True,St. Rose Parkway Trail,St Rose Pkwy,2020-02-04
h1xcdc6sPss8vkt8HFJEXA,Y-gg4WBBNQM_k1l-dQW4rQ,True,Lala Bistro,145 Roncesvalles Avenue,2020-04-02
PyaVPA_z2fMcfRKaP212lw,bwrrlxDVfZU8Hu0oueT_mw,False,AAA Peoria Auto Repair,7422 W. Thunderbird Road,2020-02-06
Zut6vm6AZ-xmag12jywQyw,nys_LlDQtLQT7yknIMkpDg,False,Hadley's Fish Restaurant,11 Bridge Street,2020-03-17
yca_LhJ6952AlPwGvEWYFQ,XxfWiIP14jxYf8Sd4CLRNg,True,Yogi's Noodle,2301 Brimley Road,2020-03-06
xJvuz0J3rPdILToxLWhtIg,uxRT4uJLE8lO89F3FPhC0A,True,Sabor Latino,436 Rue Bélanger,2020-01-10
IUr3Z5XGe0wJ9WL9NC9j2Q,vz6RoWB6cr1qQ0qSJv7w_A,False,La Roche,5030 Maingate Drive,2020-04-07
PtK0szSCOciZ0RuImcxiGQ,7236lnZM4mj4fyICslwFGw,True,Wow What a Deal,3100 Dixie Road,2020-01-13
mOECD2v-ukPQ4rWqOwjTUQ,WXxWey2muda4zt3fkK6Xmg,False,Cactus Flower Florists,7077 E Bell Rd,2020-01-05
izpUFeg-4PMpdc7XGWPEQg,URqeftEJOEn6ow6W-DsMYA,False,4 Sons Overhead Garage Door Service,,2020-03-28
5pgJxcGHN5AhcsKIovdDNA,0kwZmTaST2hYXOJArzKZuQ,False,Alley Kat Tattoo & Piercing,8810 N 43rd Ave,2020-03-29
hkYRpUnsRnJX2L6nzBLavQ,VzUFRcKu8fdFYsCEmU7hYg,False,The Martial Arts Training Institute,9306 Beatties Ford Rd,2020-03-16
N__awrsLtQ1fEKb4Wn_z_w,tuLfpxmU8kbjor8Qp_l8Fw,False,Hot Topic,7700 Arrowhead Towne Center,2020-03-01
tVrWTaQ8x3u9TiMthakWkg,Crv0XDkoCEdk0yKI74-ihg,False,elfer bar,Schuckertstr. 3,2020-03-17
oEZx-WB4mAk8VQBIyj9xMQ,Th81k-8CaoBFMNcosODYQA,False,Crowne Plaza Suites Pittsburgh South,164 Fort Couch Rd,2020-04-08
67fzmWD3TbwrGDZ-Xp6VSA,gOsov4Q-FNOqQ1TTGLvCjw,True,Time Warner Cable,4606 Margaret Wallace Rd,2020-02-04
xYh8LoZtayTDjt_S2rl97Q,6cRl6MciJmnpv5j81299Yg,True,Café Sfouf,1250 Ontario Est,2020-03-28
eRQwgSQD1KyCmJk_PAGOXQ,6cN3sxG-x9gpt3KIrpT3Kg,True,Thai Cuisine,601 N Nellis Blvd,2020-01-25
JCnFvoh7lU8PF_Yhh8bgOw,4njNJFDD2vmSx7AnL4mcGA,False,HuHot Mongolian Grill,902 Meijer Dr,2020-03-16
LspzEyFynt4R4SLzCUzypA,Yt9AQXZpwV5GgWs0cAhfEQ,False,Montefiore,1 David Myers Pkwy,2020-02-15
l8HMKBbn0yUqTuTCJGdRZA,vp9--ox04SBKfUFHrxlIDQ,True,UNLV Student Union,4505 S Maryland Pkwy,2020-04-09
QI2MQ2k5H2H7dqL5vbmLLA,zD6avonLWy8CLCxRrPvpkg,True,Brides On A Budget,,2020-01-05
qHfJERhZCrksyHfAj19OjQ,8zhSy_cnS3kCmHQCvVtEqw,False,Kings,580 McClelland Road,2020-01-14
-F6uKOdNYRV3ejbn7MiVNA,uU39Ux_HD3S4FOP-chWn8w,True,Hilton Toronto/Markham Suites Conference Centre & Spa,8500 Warden Avenue,2020-03-03
QzN-RuVaHqVPNUq_ZQJMSQ,yVA9Kuk9IwtHYo5junyYSA,False,Nielsen Diversified,8801 N Central Ave,2020-01-26
19npP5v_AhGvN7Cjd3UcqQ,T2MAK3uv3CoQno-wCHv3Qg,False,Salsitas,4161 Steels Pointe,2020-01-21
fuSHMeC8LzYEbcBzFEd8vg,L-SlNrBTT-usWvtLuJZhvg,False,Dom Mode und Wohnen,Eichstr. 19,2020-01-07
ZjJzuxjpOTAPWTFbaX06ew,nd94tjoJqjD5oLMEpo7iHw,False,Subway,703 Eastwood Dr,2020-04-01
7_9jPeXgMdxhNmNmSpQorw,sq_yzi5CPYGxfvOtDC33YA,True,The Brick,5800 McLaughlin Rd,2020-03-04
pePgcY8sEgga6UlMrGwjqQ,KK_4_p4nVtbRAHJEchGJkg,False,iphixation- Dsky,7611 W Thomas Rd,2020-04-03
zQY27LUBcbiXc3vfpBT0Fg,80M199lg5RFnkvzNDhltig,False,Arizona,4740 E Univ Dr,2020-01-05
_vzNvnj8ob0hAk2QXEv3Mw,PDK6ld4bH502-A40AR22EA,False,Main Event Entertainment,200 Quinn Dr,2020-02-14
SvtJ7fXNQtDsUmEF_I7QcQ,DXsecFQ_2HPClCjVJ7IjlQ,True,Xander 3900,3900 Dalecrest Dr,2020-03-23
7CSU3sfZRTo_7ZtVECx4Iw,tdzscYjAZZyuSbx1FaGPFg,False,Well Hung Garage Door,11721 NW Grand Ave,2020-01-02
yS_ae8BGPrcf2bFVG_hGZw,VpkkndU_tSvyqv67M0FOiA,True,Karmic Yogurt,7315 Filbert St,2020-03-20
fV5x3YLxtP1SttjLQwTh-Q,MnrSKyfLIJTtrtsH5iLmEg,True,Myles Hairdressing,70 Dalry Road,2020-02-23
94GNGMxmruuqRLRhLqllWw,W4sZhXeiHDZ67jYtoMUZ2w,True,Wendy's,8900 W Charleston Blvd,2020-04-06
lkM72Y21bjBqUGaW7iL7tQ,K7wyPuqymrlMIxM9WBqSug,True,Very Fair,17 Milliken Boulevard,2020-01-14
oXiG9bzTWlrTbLiAZ-st5g,r1tvWh24ukx13_AGIaBA7g,True,Magnolia,1167 Front Ave,2020-01-29
CYRv-1m11SiovpyuYuZaBQ,Hk8QodXktVUokyBU-yDYjA,True,Mobil,5556 Boulder Hwy,2020-02-04
DT0mrR5yq51arHvoCstvvg,MufVXzAIRdthd56uXGqP6w,True,Havana Castle Cigars & Accessories,84 Lakeshore Road E,2020-02-07
MUKXiX1N7W3CMs5uz7f9Yw,xO-OrDaCzYQZlKZsnNO6vw,False,A Casino 2 You,,2020-02-13
y1J-Op_J6YHXrNGOtUFbZw,UPx9md2tJu3xOTJqox848g,False,Mr Big's Sports Grill & Tap Room,1-11 W Pike St,2020-03-13
t6tIGwnXWVqNE0rMr-de5A,qSsirouSTmUD0OUbfyLzZQ,False,Incredible Moving Company,,2020-01-18
9iNZ2o5jt-zpdMoAOgd7_g,JsrRo_Gn19IL-52mJWaizQ,False,China Kitchen,4985 E Craig Rd,2020-04-01
SkYuA1vJNvZpyn9TGlmBsw,cIVTVBndJ6bKdWjPmrWoxg,False,Compass Fitness,Barrys Lane,2020-02-03
JpFgOqXEhKI2tyFYgoOkSA,lrADhdE0JhpQmRab-mIVcA,False,Bud's Service Center,133 S Country Club Dr,2020-01-30
c5ZHHbpbFWehMBtRrcEPQA,rIPVnLjX3SIpbtMBEwky-A,False,Homewood Suites by Hilton Madison West,479 Commerce Dr,2020-02-19
t2y-woZwozpLiptRWwEnmw,GwLMBsoc-9ch96OuiZb6jA,False,Oriental Market,5701 Mayfield Rd,2020-01-13
Yy-VnMFMqqjUHk1ogiba0Q,bowoRsJCNXJVOB5AdxcblQ,False,Bollocks Pub & Kitchen,30 Taunton Road E,2020-01-04
mx6UP8GcJCZZ51tExUQnRA,KAxQ4A8F6QzOLtixaiwsMQ,False,Goodwill of Central Arizona,805 E Guadalupe Rd,2020-01-18
3EQBKQaY2VC8alIzPPUfNw,IkHUactExqEypF0x5Zb-LQ,False,Carvel Ice Cream,1140 N Higley Rd,2020-01-15
KUvZy0HcjVuIhKhomFI-LQ,W0403KP82ORsa__R3ojGSw,False,BodyworksByTony,17606 N 59th Ave,2020-02-24
xr86J9_b5G5w5lRr-NvgZw,t_yj5vNhi71z9Xs4vr8gDg,False,MAC's Lash and Skin Studio,7940 Saltsburg Rd,2020-03-20
4l_oyteLOz1YjSKlZRBZ8Q,9xuuZ3DwZn3IkdZARzH-1Q,True,Nail Gallery,235 Dixon Road,2020-01-31
SqmG6e5Nuj4-EGVXCOsqKA,IB-XuLrEyluzTTCU4pu08g,True,O'reilly Auto Parts,8021 N Durango Dr,2020-01-23
5SiHMFPhwuWZ4VaZB13Hzw,_Sia3ncBI7o3sUJtYYcNFw,False,Poutini's House of Poutine,617 King Street W,2020-01-10
X__txEx12Sc97btJc4L_fA,Ouu_qRpf_n861Xo_N3jiPQ,True,Crème,703 College Street,2020-02-08
UmZl3K3RLZq_xFmBOK-Q4w,JL1Kcy7TvkszdQ7vlYXUug,True,Restaurant Zia,1191 Phillips Place,2020-02-06
7FPX1BWoJZ1pVwZ1Cc1_6Q,PD27LaxrsraznwtGGdYdew,False,Soupe @ Nouilles,83 Boul. D'Anjou,2020-03-19
25Ng8P4HhNBPjtv5vRnzcg,Y5coWOOfPk3yxVLmCv8DVQ,False,Atomic Comics,10215 N 28th Drive Suite A1,2020-02-22
SoiXeBUyWZQsBvjBMqkjZQ,X17eFLjbN5pH-QRImyUWfw,True,Shine With Aeroplan,21 Dundas Sq,2020-01-11
brNYDrnZhjZjbef9iXQVQw,VITQEYdJexNSJ2cSyeKX9Q,True,The Healthy Butcher,298 Eglinton Avenue W,2020-03-16
7gIK3en6jVyiColBvlHNPA,x8lmZVsXl-Nw9Mt3JR0BUw,True,Noble Roman's Take-n-Bake Pizza,4190 S Rainbow Blvd,2020-01-21
CQc8yBzGYX7CX3Jb4-qAkQ,iXrlvYNt7haG_uj7ic-OZQ,False,Speedy's A/C & Heating LLC,4526 E Glenhaven Dr,2020-01-15
G_BQKzi728rQp0YnSmdwhA,OcUC2eFhJJK9mG6K4abmXA,True,U-Haul Moving & Storage of Pittsburgh,3000 Liberty Ave,2020-03-29
