user_id,follower_id,followed_at
KtsA89oWfXWKyNtmH4sh7g,vFcW_gM7-NyBv3xUYACTAQ,2020-03-15
KtsA89oWfXWKyNtmH4sh7g,qlC607Cyp0Mj91vDFvkp3Q,2020-03-15
KtsA89oWfXWKyNtmH4sh7g,u3ZPMVVEzneq8x856WksJQ,2020-03-15
KtsA89oWfXWKyNtmH4sh7g,f46vtq8LawHpROHUA_qlYQ,2020-03-15
wL_D3RxJuukFQVXNFjffOg,dfAXL85Ou8D2Bts03VWmMQ,2020-03-05
4fgFU_-cdQAR-PmyQYpJdQ,xrKKckDFQYKGbYYx7FZONQ,2020-01-27
0pli7avAXpRKL0h87c_Vdg,KDewJBJknfWvQyHHFNbfdg,2020-02-27
9nZ7s_FhXVQlfDYOieM27w,96EIgahvOb4ct7FAiNBE7Q,2020-02-11
yg7uGgGwgOomNkcVWYU1Xw,x459culD4Wy_auLcAoQgrw,2020-01-12
yg7uGgGwgOomNkcVWYU1Xw,_4NHePAXLhcloTD04wqpqw,2020-01-12
YLV32AcgLvRLm9QjhHmz-Q,0WC0vgHiZPfhx6zuOyTucg,2020-01-14
YLV32AcgLvRLm9QjhHmz-Q,06o1DmiBoiyxI2q3v2QRbg,2020-01-14
ySRUfovOVpaaLKDTZBulvQ,CMJYQxO3PyqV-jICXQ5RtA,2020-02-18
ySRUfovOVpaaLKDTZBulvQ,BqE21d_vGACZFU2U8dCRSw,2020-02-18
7sKuVybhCV2IKRohurVu8w,JMzTVBd3-54GTl_tnjwndA,2020-01-03
7sKuVybhCV2IKRohurVu8w,tpeOSe5sfF0kJHHwIyriGg,2020-01-03
KeE6Ovo8-e6OZkwlGCo1MQ,cB_m6Z9ZqJdvT5TyPLxJyQ,2020-01-18
KeE6Ovo8-e6OZkwlGCo1MQ,z1QHO_EHOhjwLsaKdF5ByA,2020-01-18
3lbUMO7c6zro86njxrNmCw,MCTmcFSTp4Xewa5UM-mbMA,2020-02-21
3lbUMO7c6zro86njxrNmCw,oMEpAhyxo-2QBxN2mPvn-w,2020-02-21
5-FLMWCenArmg-r9iyTG8Q,oVIpqipQY8qUjJBtcIfWUg,2020-02-10
5-FLMWCenArmg-r9iyTG8Q,gAnB12Yk2eZuoh4EkZTalA,2020-02-10
JSmZaEV2XHtYqLzSKHEP6g,9C6JAC9xQIM-afDDFe3QRw,2020-04-05
X-1F5hyXOlSJALgGiSG7xw,6MM9Yqn7UBM8tmpSHQHAAg,2020-02-16
X-1F5hyXOlSJALgGiSG7xw,Wc5L6iuvSNF5WGBlqIO8nw,2020-02-16
T6ZD-41BIo86-MuYPHzPUA,9AB3-Tw3DBfuEIr0HIXSpg,2020-03-26
rvE1HVrNza7HsuyCjfrPrA,sxi2KbeUHgfshFxHmXEMkA,2020-03-30
vbddiP0dB-Ul4UQfzVDatg,wRPe9VZCERU6HmwP14-Dww,2020-02-04
vbddiP0dB-Ul4UQfzVDatg,9SiMC8YFsAZi1kZ-cyxG6w,2020-02-04
vbddiP0dB-Ul4UQfzVDatg,7YbW6QTYCWXw_pjzmXrixA,2020-02-04
YpswCPotj9XQI66Y166mGA,HXxOeH_qgL7F3PzNOumQuQ,2020-01-28
_ZnQkoHcj1UHQpi5IMaUTg,w434gXejsvjKCNEDdZZOYA,2020-01-18
M9_w3wdv5K0seNb2kASc7w,o_HPnxCDdI2C8yIjpDUImQ,2020-01-12
ArPFY6l-1Icz2HNtOC8KiQ,wU-I0eRJvGUsiwBosBQwKg,2020-01-17
ArPFY6l-1Icz2HNtOC8KiQ,j1mchpHOoid77zpq5ke0mA,2020-01-17
hlO-l_IjrW6eqKHmfhN_IA,UMyhK1fbfPF2ASkSe4AOog,2020-03-09
