user_id,follower_id,followed_at
9GqxXC5TsSziN2SFfTeNNg,Plq-ECmdLbLUrrSlld_Vig,2020-01-10
4ijxvw5KXlEdZYYPlqdegg,HB_BUkiimRoS45W_D-vzJg,2020-03-21
tSFEqUTrGV69f9hS_hNTEg,Q0yyi8u2_FvwTdgCH9qIDw,2020-01-04
Mns3x1nIiBBUckTq_YpPKA,oHwvzTeN8bHmqWJg24c2zA,2020-03-05
udMwbQvwSkbbAIHf8brssQ,IvhyUWkqBqspZFdIwe0KYQ,2020-04-01
udMwbQvwSkbbAIHf8brssQ,_vCoVTeCoVn9Wo-eeGhuBQ,2020-04-01
udMwbQvwSkbbAIHf8brssQ,4Dqi3c1Hybkjbw1xNtDHzg,2020-04-01
sLctwvcV0vY9ISr2GiHu7w,PE___tszROTX2ze0iiwipQ,2020-03-01
Rrmb6UQUR-U3an6wy2h9wA,aGgNm24n_jpgD52nhbJiHw,2020-02-15
Rrmb6UQUR-U3an6wy2h9wA,flW086sAjtHDab-5XJxKoQ,2020-02-15
Rrmb6UQUR-U3an6wy2h9wA,7qY2KOV-9OsvlT2qB6NgDA,2020-02-15
TYmOa8hBcC-44VsXK511CA,FfL5z9rpifI2JPLtAd8gAQ,2020-04-09
TYmOa8hBcC-44VsXK511CA,deL6e_z9xqZTIODKqnvRXQ,2020-04-09
Ba3A6eTD3AZ7ELv3oJGLhQ,M48CShVmkrBmhEZHPqBteA,2020-02-09
Ba3A6eTD3AZ7ELv3oJGLhQ,kKnBdaG5eQPLZ0p8J0kkfg,2020-02-09
-xEFU1aZPHHVYWqIm5VfJA,cBFgmOCBdhYa0xoFEAzp_g,2020-01-12
QxC0LkxvKRGdm-J6KXAlYQ,lSlSSwh20d1Ae9ea5AK8PA,2020-03-25
QxC0LkxvKRGdm-J6KXAlYQ,VuMYNRTJmAL2QW3Xni2G-Q,2020-03-25
k-QHwekUGyjoe9K1t3Yrrw,quKUk7zmJ8qSEH_prr7zIA,2020-01-15
EiIAnrHEeghCf0rXwju1gA,VkSUizrGQKl5IIBIIXCFIQ,2020-03-08
sWQ2nYlO-dZk0ZKhoKKQBg,3FL0z95p6-IjQyoZC7c_FA,2020-03-27
sWQ2nYlO-dZk0ZKhoKKQBg,yLBSvAlVd8DJjrw-X03M2g,2020-03-27
sWQ2nYlO-dZk0ZKhoKKQBg,29DC6GEjj51KrxLTBgj7hg,2020-03-27
hH1MudiBx2XA2ciepDN5uw,St3eXYpj5aZp6DstDff9fQ,2020-03-30
hH1MudiBx2XA2ciepDN5uw,E9WotdbCBpoeID-DHSQh1A,2020-03-30
1uWt3rL2GJiptcflQa35Jg,19LahklDf7ElBBliSHhkcg,2020-03-15
1uWt3rL2GJiptcflQa35Jg,bGP_-xTv77BTsUEwK9tSEw,2020-03-15
1uWt3rL2GJiptcflQa35Jg,fUL2UYdNjlxrXlkaIV428A,2020-03-15
-Aw2aPiJCouj03RC5nrVmA,NhErPncFhoUt9doW1wcf8A,2020-02-08
-Aw2aPiJCouj03RC5nrVmA,T8Hg9GIF0mQa5tvNKmZL7Q,2020-02-08
jubw5gjUu9Wlm2jeQ3zMTw,uVAKrLbEyu-PNDXWuogH0A,2020-02-10
hZRDW7lFIO3ZRMIxLtvtoA,a-Ug_MFryz3utca-NaMkNQ,2020-03-26
vfc5cJiFOCKwox5R6pO0UQ,ArlhyXiW-G77V4-UA-OJmA,2020-03-02
vfc5cJiFOCKwox5R6pO0UQ,MZHSEo2j8TEZ22UTiKk39g,2020-03-02
vfc5cJiFOCKwox5R6pO0UQ,bAgYWYq6EQwGLEiekeI4Ww,2020-03-02
