user_id,follower_id,followed_at
NvK_9TTg0_R6ks6JqstBzQ,y8UyuRrUnyR0fbq7JafNWw,2020-03-02
PFUa5W8yEg-dnW9zmRFhmQ,aPCRCMADWJGBRDsp4TW2GA,2020-04-06
PFUa5W8yEg-dnW9zmRFhmQ,1TAiyDKO2aBnqUSd57qBig,2020-04-06
2Amnn2qwCwib8UX1B89cRw,wTfb2nfzPIyFcYQArdPtuQ,2020-04-03
JYBkoGHCSbeSXZnI3jfuFw,d10xNwPN4MPKr46HPts8NQ,2020-03-16
I26PwWyEUA6-28vMq-2EhA,UPDdboCIj25TtaIYrKTapQ,2020-01-07
BBv8OzOwgIMOpnVoFN6u3w,xkD0dzAHIcqMVxIWMxeKRQ,2020-02-17
BBv8OzOwgIMOpnVoFN6u3w,0r5jn8MudYtLCn-Sjw10Kw,2020-02-17
xfGTlY7fir1PlsbxQHppYA,CumB7UGq5cEdhCTFtwsOCQ,2020-03-05
Uj1060yxxPFn9J0G5B2ddQ,NCw2UDvgZzSSbsAfMjEg2Q,2020-02-19
wVjw6cpODhdDRX0k_bEacw,dgct_9E0M1lm-mo3ElYipg,2020-03-28
nUosLSyh75jk6ABzR5l3_w,CfVWk4WAuz8x0h1Y7uTNIg,2020-03-30
DCO7DyDLQgzGuzIxvOTUCg,UGEeQI_4RBGk22x-KUUKAw,2020-02-26
DCO7DyDLQgzGuzIxvOTUCg,IsupLN3R_plsyaBhfwbteQ,2020-02-26
L2WhSgTtiow8sCajGjLAJw,cPPtMimub1Y3iFzJYQ16XQ,2020-03-10
L2WhSgTtiow8sCajGjLAJw,LCHy_SnCV-JwwGyZtp7zmg,2020-03-10
Pm41YDP-lnmkLBCXqcuyKA,DVEyuqM7NPHHZDfGYxkRag,2020-01-21
OY5wNHeYl6Vu3ecGBx5iTw,f5eZ4TBBDY8uEiA-WdISwA,2020-02-09
-LGdviH1B8JGGcPzN57YbQ,kOKPnJzLMH-JCT5CzoW9yw,2020-01-05
Enq0ZY9Hrgg6O_lRqsRaRA,zLt6yN8HSAeFOI-_0mMUMg,2020-03-05
YlSrwzMqzDlpX2A4CzEarQ,Ase_kJIYuT6yOsqqVPuWUA,2020-01-13
np3fRmQu5GGJ3KkqixQcDw,qTpEpA-xpwpcMOa-gHLwqg,2020-04-03
np3fRmQu5GGJ3KkqixQcDw,l5XIiPfRnG8Tf27Oe8GZ3g,2020-04-03
d_G5MDteW-30LdR-h8Rbtw,uUnZ1AOoNN7Fs7doYooTnQ,2020-03-05
d_G5MDteW-30LdR-h8Rbtw,HhfNSpdHGSGiuyi1anEOCQ,2020-03-05
kVycEOEVJTsvEV1oZdxZKQ,PaCipJMIGAhK2c9bQVkeJw,2020-02-11
fmPdYEu-9PyHXqPXnl6PRg,k9oiJsLJAqu8r-al9w6XQg,2020-03-03
a1G-6GNxJ4tVS9tqs7cKnw,oGWUAUPNwi9NhAaI1Jga2Q,2020-03-09
h99NIwKmwdGaoHCrmbBhiQ,zdK-bM0_5zNsPAfyYuhyYg,2020-03-07
XwZbc5ysdmnt82NiE4RT0g,5BbSMgf4mtFSxZslxHL89Q,2020-03-04
F-tiJ_4eEld4hNPUhb0nqw,EL0KcDVdKdxT6AE-w1nBRw,2020-04-05
F-tiJ_4eEld4hNPUhb0nqw,AD4KxNVxSzBmebfuWRDGpQ,2020-04-05
F-tiJ_4eEld4hNPUhb0nqw,Oq1so04OApsXLnw1Kaz8YQ,2020-04-05
0Yv4GHPhHkc351LgWrvo5Q,kjoHtlUx9cH9PDhP70LF_A,2020-02-08
VcKX2wtzlHtU_Ej9wurSdQ,wjR3wbFfjz2thNlKKZc7aA,2020-02-25
VcKX2wtzlHtU_Ej9wurSdQ,lKVrn4Jdh2Joc7WzpPBhdA,2020-02-25
Ejkf03kObb_rrggZnDsZ4g,lVXdmmTO4PPYztuOxoO73A,2020-03-30
OvmW94QB6qZvVLOIIdJgjg,vUZbcfCFxBRbtxn9E7oGvA,2020-02-12
42tEn0cT2ko9erjdJ0tt4w,eokaECn8W34Q-H2cuizoGg,2020-02-15
42tEn0cT2ko9erjdJ0tt4w,q9Dxf9rMj4NMdYg232TySA,2020-02-15
4xFMnPR2Muk-RX5Zr2D0VA,q4me9DZe385K1YcCRqy5pA,2020-03-15
1i_Ygb-L3lWATRJuUyaAxA,TVVBGIYn6k4GnlH2XlFCrQ,2020-03-19
1i_Ygb-L3lWATRJuUyaAxA,KTgCN7nb-Dmnyma9quy4mw,2020-03-19
1i_Ygb-L3lWATRJuUyaAxA,vKUlUXLVylwdttu7h1_Y5Q,2020-03-19
LAhULlacbTFUA7Q7WODkZA,Hw5riZfnB-B7G79vBTOssA,2020-02-29
LAhULlacbTFUA7Q7WODkZA,VbyBKyEO8ILmadlALHsBzA,2020-02-29
Tp2vHkAO8u_rY0PeK-kZsA,8Y5dsfl7N3ive6gFwBxZ0w,2020-01-27
Tp2vHkAO8u_rY0PeK-kZsA,JXJmL_QcOPapdVQDY_radw,2020-01-27
VF-DW1HPJ1QtPgGjno5jqA,EPBLDry-ObheloH-NuvbvQ,2020-03-29
CupBR4sq6pQxRsy9szkQaA,bX_YZpa5Vj8TO9ZPmw_ByA,2020-04-05
HP4TDTshz5IGNPpiu8WM-w,TWrbJwBX665bdT2ASp951w,2020-03-20
kdLGCFPWc1meyVPOeKPWng,-YAXThScggsREXhutAHkAA,2020-01-31
GdcQ9yOP5ByMmHkTsL5SYw,DdNHHjto4RJeSo1MSYE0DA,2020-03-04
222kqiACWSwnpcxC0AaxFA,vIYi8gs-GLDVuQSAjsBxXQ,2020-02-18
222kqiACWSwnpcxC0AaxFA,D21SWf99FQCdA10Y5Xj2vw,2020-02-18
pRyVP4vKHNst6qbJAV17oQ,aSbnrqpX-CHr8nxHhaCHZw,2020-04-06
pRyVP4vKHNst6qbJAV17oQ,CSn6ZZhOjLxVZZGmVlU_kw,2020-04-06
pRyVP4vKHNst6qbJAV17oQ,PeLGa5vUR8_mcsn-fn42Jg,2020-04-06
pRyVP4vKHNst6qbJAV17oQ,Exa4ztuy4tHCMTn5gamQDQ,2020-04-06
4wliFf1p3k-BU0a7339SCw,HHwexyG653YSUuZB0VpWLQ,2020-03-01
4wliFf1p3k-BU0a7339SCw,CiaANRMq_yUg663UDDgf9w,2020-03-01
4wliFf1p3k-BU0a7339SCw,_P6Law-9HnhQ06BMne28ag,2020-03-01
YgFmGBt_ULUd8jacVYescA,9LfCRgb9aSVRycmuom6gtw,2020-04-07
YgFmGBt_ULUd8jacVYescA,wL5FQoAn5ahl67UdE6kjlA,2020-04-07
YgFmGBt_ULUd8jacVYescA,muv1j84ww0UEQQuORHtLIw,2020-04-07
yMCFXx4L0F-QSszN9bmedQ,35h0MIafTlqySP61MSJNAg,2020-02-21
yMCFXx4L0F-QSszN9bmedQ,H52DM1C3nFYXh0-zAWrRNw,2020-02-21
Haz8DVjrRCFy48a8fC_N1g,TwPlaNvnziaN2wB3lk_9Mw,2020-02-25
Haz8DVjrRCFy48a8fC_N1g,VFhor53ZPCDw6EELQkSHLg,2020-02-25
Haz8DVjrRCFy48a8fC_N1g,YCojkf140pN7s3R2kVM9VQ,2020-02-25
8YJAxMtCrpO0eIqajHV47Q,PnYslSUtDrnPaYjlo5mK_A,2020-01-20
0hVrFk8G_t-j_kcFq-JN3Q,RLPBGMnCw3t9Xi0_j69Rvg,2020-02-29
0hVrFk8G_t-j_kcFq-JN3Q,fUvBHzLHcKVrpUAosFVLhg,2020-02-29
WYhjx_8bCZSPKlGcNIwMXw,sATLBaybW6hDuCgmTtgaow,2020-02-29
aFT4JK5Hs2qVJwW2KyocIw,l-y1tP49FApCnXojuxLT4g,2020-04-09
ChHUu2E2WV13nrUXMxUVRA,zN4LJeTPFqxez9i3ykN5zw,2020-01-24
ChHUu2E2WV13nrUXMxUVRA,7K7qVf27epkPzeeIJseZiQ,2020-01-24
YMS8JjKEIwbjqphv_YMedQ,xXQCpHj0KU_dORHjS4SqaQ,2020-01-29
_YwNIos8ykSTBPbnTB7SBA,aEmfrg7JlwQC4Fr0f3isEQ,2020-03-31
W0yzaKW6hN8HcfSoPeb3xQ,-ToLhFdQkztubd-1dzfIaA,2020-03-09
L6ORlXjjMsxj1E0ibbuceQ,GMWIMUibnQNh7JZGmMFoPg,2020-02-22
L6ORlXjjMsxj1E0ibbuceQ,Ny0vlFSG6s8qr0hWjgUhBA,2020-02-22
V4rQLASvmZfFEHXlCYe3Zw,shYLM4g_3C5LU4Jb7KW0eQ,2020-01-09
