user_id,follower_id,followed_at
HVrCbhZa0myDFHmza13m7g,ucv9kXI8WOYZWYGAT5W7uA,2020-02-18
9pA5raAYpFkhxdgEm4xYKA,q-gfk1Qc50zAYXHfqrRwUw,2020-03-07
UU_CcTcOQpMift4yUNkqdQ,S2fMpooI1l3HvSCDI94j7w,2020-01-29
RjFLg1SO2GMKwh0lIb1wtw,jY40_Phvc8NQM4zg-KAzPg,2020-02-11
9-WDs09SCTDEibyF4zB7Fw,z0yk25zBvZAwibQe9GpjTQ,2020-01-12
9-WDs09SCTDEibyF4zB7Fw,-Zf3vLBaXOoQvop153QHnA,2020-01-12
xuR0tMFO25vmQgGYTmTdmg,8DLOcZRXrV16Ef9jjgMVCw,2020-02-21
-_wZz4PacSi-P7uGmoxRyA,zwCZv5eceLjTD7eGSRDFyA,2020-02-20
cBnTs1JrEYD4fFIP-7Mbrw,PIyw3xsQW1-sjrkYgB3Kvg,2020-01-27
YY923UC5GnX4U1H9eYfIPA,FYjrWTFucU73up_59vFVRg,2020-03-08
R6_jIc_78OpAjRwQ52IyrA,HD28cmtcmEizDIOOfqzeGg,2020-02-11
2OLStQNJ62ZmHQMfW7oMUQ,vB10ORSqNfx9QGjtrge1hA,2020-01-28
p0iXqLi6JZGZjS6D-5E8Kw,T2xmU394FrmN1nwDZEG9Eg,2020-01-26
DHDhinJYbDwdNuGyv8Eq6Q,iYZb23DvKyblsp_ICyDL3A,2020-02-02
eQtNLcimMuWfgN4FrHz5dw,E8agkIkYQMJbVGHB5Vzq6g,2020-01-04
a7Wg1lXp97NvPzgrPefEXw,evZkpaW-zWJjO6s37f57Tg,2020-01-25
a7Wg1lXp97NvPzgrPefEXw,FWs_GQ0rvjzXgJvQVbUqGA,2020-01-25
578g18iCx2Rmcm8Jt7oy7w,xJxtHt9Rvdy75EMvVtcN9g,2020-02-29
xRH9Q2QiUTp_6he1pEYT5A,KV8YcH0JBaynbC1M-RM4PQ,2020-02-17
xRH9Q2QiUTp_6he1pEYT5A,xfuW7VSKyGdpBIseUd26GA,2020-02-17
xRH9Q2QiUTp_6he1pEYT5A,FX6SQ1GhLf2O_J1JnrfjkQ,2020-02-17
Og1mZv9dBe3G57rzsDo-xQ,iWTOM_iZabx5IWzEEu6OYQ,2020-03-31
Og1mZv9dBe3G57rzsDo-xQ,hAy_e_49c9LcOelpJ7Hwhg,2020-03-31
lp3-xituNb8BY_MJSxvh9Q,PW_75-OTzdPzQvNrAkNqBA,2020-04-02
lp3-xituNb8BY_MJSxvh9Q,GvIJqIr7GcbGUUxxrgXg2A,2020-04-02
lp3-xituNb8BY_MJSxvh9Q,SlCchmq2d_QKWbFwc8TEyw,2020-04-02
Fxd5DZ2gouZ8Dd_5UiUSVw,b0zlw7uSE6GKBgIRlcdjvg,2020-04-04
NRIEaVf1sxeqwTHat-zA1A,qXJ8wEr1lKQ98dDhiVsuDg,2020-01-10
3ydV1NIsA8J2lWJtElEnCg,1TannGnL_3UJz-gjh23KfA,2020-04-08
3ydV1NIsA8J2lWJtElEnCg,d2kCLKGT_9Nk3dZ7r6KKjQ,2020-04-08
3ydV1NIsA8J2lWJtElEnCg,kJUCgpTmm4YfxSbkypC4jg,2020-04-08
eUc61QFcXAXxwF4BKi453g,WnCjpHX4Fj6A9ZIiyYq4tA,2020-03-13
eUc61QFcXAXxwF4BKi453g,zUEX7L-x73MoSlIOF-jQNw,2020-03-13
G0EzHgjIoNoIdjhCm5C_gw,TnKGpKBS5zc-5KWEpow86Q,2020-02-10
iSdRK8DEJQ8M7sRpKKKZVA,hq0ZcUbgqLXHzJ-Ojg5B8w,2020-02-01
wiDwDZldbPfE3DDbk1z2Nw,7QVNLrJDkjsDsCtODlPdsw,2020-01-23
sWDvl26fsAQFq8X_IxtSiQ,WJjO0fVk71F4pMTDMWFz-Q,2020-03-17
nDt5pHJVVnh_1xjwPHNwZg,dPaKk0xAXWULO9mh91WO0A,2020-01-30
AZ-TgxDx3uNSYENqu5EblQ,U0SN66ysCd1HYiD1Y4l_IQ,2020-03-16
m1ZcVjfxm4PhondFleWiww,48h_5I2rTa_5lKCin834cw,2020-02-17
kYOvPp0trm0R7aK-1MMudw,z-gk8rn64Gchp7t5u7cU0g,2020-01-27
jsww2p21g0FD8nnQhr_kiw,oFBE_4qqFgBrgP817AsDNA,2020-03-17
CT15gVbKWnOV8jONldq52w,mllyol4rDWTcZKm2eGk5LA,2020-02-13
CT15gVbKWnOV8jONldq52w,otf8_UO8MFJCK68666Bjpg,2020-02-13
CT15gVbKWnOV8jONldq52w,UUsgvH2OV0JDEXf9Sz1adA,2020-02-13
CT15gVbKWnOV8jONldq52w,BNO9pCnfPX2MNsLZvRLNQQ,2020-02-13
qi8eaqG8Rligh4TvCC2jZg,tWVlSt-66fl6bk9_5UzltQ,2020-02-03
qi8eaqG8Rligh4TvCC2jZg,fUZfdjokN3ua1taYKjF48Q,2020-02-03
qi8eaqG8Rligh4TvCC2jZg,yFNZTHUJQLA_YgzkP7oRxQ,2020-02-03
bVixl6rcuuEMGX9UBTOURw,H7-K3TvrcL5PWcSIF_28nQ,2020-02-28
CNiC7YaqoPwhaLPLaHnUAA,0TBR-QRyvCVbSON0k1vqNw,2020-03-16
