user_id,follower_id,followed_at
gZY7QToxCRtdx5m8isSRtw,AftFelF-uWV83h4nKTFawQ,2020-02-26
nG2dxgx5wZNkkTmb4m84fQ,t_ntCi7AXyy8adn4snmJew,2020-03-30
IJ6hQEx8ZyhJz5vS1-GwrQ,4yMQYuk6CJM0ebDtEEI0Gw,2020-01-27
w5EuoYih4-qcLpBYcJ68mA,KeAZHRMFdBBibJBNSaaTUA,2020-02-05
w5EuoYih4-qcLpBYcJ68mA,gAKvczVm81Zzlzc5-Bziww,2020-02-05
bfRSa71Qolj_nT2Sw9iSCA,eTqkngyxFIIoLKm1hq50bg,2020-02-13
hVUuv1zEZOf9XgbsLf8YaQ,GrexTlTuv9UfCQbGA_d_wQ,2020-03-04
hVUuv1zEZOf9XgbsLf8YaQ,qV3E-EVKTBQLwCVnxX_sCA,2020-03-04
M1FVxA4ANen9YuDBcVcguQ,8m-vdsUAmDAfBVAvtI6BOA,2020-02-10
k7SLRHrpL0z0JflJStqi3A,clSMDAwwPacfozaAFzFtAg,2020-02-07
KNRFL9yUZddVzRqwzTGr_A,_LpNvPbeqcdz_2aEjIy4EQ,2020-02-25
3LhoX1AOf0mcCkVlWWajxQ,EzOF8RLzbcsA9EwMYlUfsg,2020-02-23
3LhoX1AOf0mcCkVlWWajxQ,-kuyXi1FKIpsV1CsXGQu4g,2020-02-23
KvwoHHuzDkxOk8zqvurlIw,EXKDLuYoZUKUNNNYA7TlGQ,2020-01-04
KvwoHHuzDkxOk8zqvurlIw,pTNcDnsNvEu9lFZbJmqw_g,2020-01-04
FZthyzqZjl7P8rir6xCH4g,fYKEI385Lvl_eUUTK4nItw,2020-01-22
FZthyzqZjl7P8rir6xCH4g,_4PqEB-VHIevfOpUC7pagA,2020-01-22
FZthyzqZjl7P8rir6xCH4g,on4qo-v4YEgclHM1F_zQZQ,2020-01-22
f8h2EKHzR5rijPN8tOjskQ,oNQzSf_8cjTWkYD_GvEwCg,2020-01-28
f8h2EKHzR5rijPN8tOjskQ,M5yUYQ1N9JfS6SoeeAbezA,2020-01-28
aL7SYbW4LKkKEyQjHrK_Pw,SmITdWNsLjfCRZH7GwZ9tg,2020-02-19
