user_id,follower_id,followed_at
kReI-P9ubik6B_Mr7577Cw,V-csHdCzdzAm6IBRL7-lyA,2020-04-01
BB9Oh7h5mUfiRRwSuJdN-Q,NZJgutFwANfzj7WKa-rs7g,2020-02-25
rdHfno4-15xCufO-KPrm2Q,8S2TjBMBPxCjtSn113oBVw,2020-04-05
rdHfno4-15xCufO-KPrm2Q,k98WAtt599euWgx9k4NtZA,2020-04-05
rdHfno4-15xCufO-KPrm2Q,XDE_IeERew0YIbOkavb5dQ,2020-04-05
qzImKSFw_p_NMAsc7DD1WQ,_mct9Muk3vO-4q_6et4WXw,2020-02-15
qT1q0EmAGzWZmluH-b98OQ,AlNbu2wMeURl-1shZDva3w,2020-02-07
XkTq7nJQrJ0YLqW2wTtLnQ,53PhAFDBjw1tyMtZ-2j3pQ,2020-01-16
XkTq7nJQrJ0YLqW2wTtLnQ,iuUZnXKdjeTnsFaIJapyaw,2020-01-16
Ty-axrDmhe_hff091rCHlA,KqJUdAOtQXjtPbNVDlo8Tw,2020-02-20
AdR12_-wrlZ3w0aGqK2lUg,3iCe2F6gsdpYQTY4gBI4BQ,2020-01-22
p91h4RDDOLnZ9gPky_G0nw,xRNiT_AAAPeuvTmUVrBBSw,2020-03-12
5X7syimE5Z0UPr6WA73qJw,gFqSXjxKTN85iwELuLX1fg,2020-02-04
5X7syimE5Z0UPr6WA73qJw,tTilu3fgu4b0CUBI2F_EXg,2020-02-04
5X7syimE5Z0UPr6WA73qJw,bl7aPCpC00lmYQ3p9uYLWw,2020-02-04
1BJydQiq2_0q3_jsETMklQ,58Ylituu7Bie0m6th5ZgPw,2020-01-18
Gfym0jBo_ZdVzMs5wK6Nrw,hm_JxE95XjsDzE1Q2ufHFw,2020-03-28
Gfym0jBo_ZdVzMs5wK6Nrw,GgnwQgKLHuhS84qfmS8uRQ,2020-03-28
LFQ2YKax3L5-xYJNzk8S0g,q1NZJJQ-7-op3KyTgJ1MwQ,2020-03-14
3wAKlUn0h-uvBuHN-pF1Nw,QeU0DbW6nPmeiYoj2nQx9A,2020-04-06
jQLwyfz2Tnh0jQtKJAirVw,57ErtVd5-Z6u1oI7wFhtxA,2020-02-17
1WljegH9dpI391gGMDQmlA,y4Vb5DvsAQMfurzTFzgpEA,2020-03-22
