user_id,follower_id,followed_at
C2b3O2uJ1j-xvLhZTqpslA,iABXnk_EBVJmvwMAn9T3QA,2020-02-10
U7mLobEKA13olpOvU8MurQ,7SuWEgp0Lbz5ob8ckEX75A,2020-02-18
kTAId6hvZMXidMByjtaU7g,Jok3OLqjl1LZPyywFfuZTw,2020-01-14
9hbihNgYuYT-qulzIeghRA,VvK10aLTquE7C_MIkNY89g,2020-04-03
9hbihNgYuYT-qulzIeghRA,i_cRb1RgMlhMj-M1Hx_hYw,2020-04-03
9hbihNgYuYT-qulzIeghRA,tm_9l0mSzDrYWLGs1dR1ZA,2020-04-03
9hbihNgYuYT-qulzIeghRA,Oxe8DXjBOi6C-cR2w64zOg,2020-04-03
rUyP-n0RDcL5okhZKgNV3Q,n_5gai53n2LBh4YogL9xtA,2020-02-03
rYhNiF5kPnPqTLZ5DnaVuQ,E_t1oIH1YhRV1LFC0-d3ow,2020-02-23
rYhNiF5kPnPqTLZ5DnaVuQ,3ncDBA26WPgaVVxFS3Z3Fg,2020-02-23
RaExTprGvBLaYQWCG1upCw,NDNC8S7KcHhGSPs4m00cIA,2020-03-27
vSu5L0fx1CcXt2bRlhEOXA,jzAT5ROW5JzcX3WnXAxcYw,2020-02-14
VWEuonBFRXfBY3FE6OwbPg,LTi_sOH5lRhHy897X6UT9g,2020-04-08
VWEuonBFRXfBY3FE6OwbPg,VCj__r1jfuZVpnBRrzuTNA,2020-04-08
hd7BOPwUGO-ZF13gGABdoA,8FFaLNMfqlKQbpLctpRFBw,2020-01-15
35w8bUuMbdxTTa7xc04vdA,cygLOHbDSED8Xh-eLPZy-Q,2020-01-22
T-tBHafFqh2_pIuRed-4Nw,M1cMsRL4L7IUr9RILDywEQ,2020-04-03
T-tBHafFqh2_pIuRed-4Nw,VPGt0QML5wk68qV3DPZUvQ,2020-04-03
GI7X5tsRqEi11yNm3n9wXw,9zU7db9UPcUZl2AqgjV5kg,2020-02-03
wj5VgjX-SbVm75lbp26buA,yaEBokk0gZqiVSDfGm9XoQ,2020-04-08
wj5VgjX-SbVm75lbp26buA,mEfYOig9G3KAYswCgNc-gQ,2020-04-08
iZTtgFn4X5ql09L3Jg_KMQ,QAWpVGU4MUoL4wEQirVi0g,2020-03-24
jiqGYGEZ-hJVVnx4lJLIlA,Wp2A3DnAlLuN4ezLHTZJfw,2020-02-27
NxnIbn1PS-KqvYtiWAo1gg,V0D_N_IuZBhYlCpxFM44CQ,2020-03-13
DFpgVB8YEl2ojZRODhRpvw,0zRLjgw0PQUwqiUCOIgShQ,2020-03-30
F7WN-gv_SR-aMgu9mvPDug,dsgCJFtZvPM19JniUitLuQ,2020-01-17
F7WN-gv_SR-aMgu9mvPDug,AvC5XQAElcGAAn_Wr5auEg,2020-01-17
II7IgJeBoFEhtwRw-1ALdg,FR9uqCjK2k1dLiWzweCNxw,2020-04-04
II7IgJeBoFEhtwRw-1ALdg,Ke_xmkCTAH9r5D-MTTNf8w,2020-04-04
wR5OpEaOChZ6-4rF4X3D2g,XhFhuV6X339o5y7rxS6aow,2020-02-25
W519oYfwMtfsjXVjOqFanw,08NzujuJSquyGXFpYAfVzw,2020-04-06
W519oYfwMtfsjXVjOqFanw,kQlcfFzQrZ3Q7-DsTcjpJQ,2020-04-06
iAg-T5tjxAgwlxt4gcxGyA,okCv0Kz3phUxuUE9mzDszw,2020-03-21
dhDFioIydbshgDh27QuWVw,bFODtU7NLC4Xy55NxtHZ6A,2020-03-04
sQXOL0R7W9ZKGs3g5Th4fw,JapsODq2leyIn5JTgjOvkQ,2020-03-11
52GKbo_XfB9mCIHE662vQA,BBdCmK7_zRMAySTK64xxpA,2020-01-24
zQLm4H15G3DWZjRr7UB-uA,HG33HxfDoE34Tz3ageraSw,2020-02-17
JjZLI9mewBkhLlCjMzIgfw,UR8HGjTAwAhUX-f4r04X-w,2020-03-28
lsAwELLWbP5qQQeUzvAD-A,rgd55kXkb6SAVnsMDfJ1nw,2020-03-14
lsAwELLWbP5qQQeUzvAD-A,-lXLSQHPYwqvdd6dP-Od2w,2020-03-14
bR533JRN6WrUdYS2O5og3g,cImvLb3Wvd5EZ8SRjKAPsw,2020-03-24
lxCzy-1ZREQ22Lp0WDQPgA,8Y5UkP0JDftKWhnnOjLOTw,2020-03-22
lxCzy-1ZREQ22Lp0WDQPgA,kxajFGH142TorY6WQ2biig,2020-03-22
4PyVHRL4jngywAK-mu53Eg,HNfkWw9i-GfdlFQeZn2saw,2020-02-06
4PyVHRL4jngywAK-mu53Eg,VVGHeFJFVx9MWSG_vpyJ8w,2020-02-06
s_TUCtkiObSNNkGqpwZOLQ,nW7Tg1S2PK7N8mG2dUJyCQ,2020-01-11
MUPLGrdVFzpKiK1rbbqdOA,JP4QZ8uubvYUIj4JpJTqCg,2020-01-04
x0N0lx-8y6B610EpLFM5Bw,iENsOC9TaD4qjx5MhBpFDA,2020-01-17
x0N0lx-8y6B610EpLFM5Bw,AU-mj_M8NSwh9KRT5UJMHg,2020-01-17
vkkvWZMo4rDHquxQViXmWQ,9yDnlxmLuCkb0jZ-4KZZdw,2020-03-12
JIKkOPalbn18StwmFt87CQ,DasEs_8v-enviBzq-P-T5Q,2020-01-21
BRSeD2FeMR1Xv9B5aYjgNg,ELicsD5Y8wG4mXJlMpNIRQ,2020-01-08
BRSeD2FeMR1Xv9B5aYjgNg,WKfc3P8pkDAekDAzxK_zHA,2020-01-08
XQKWjJTZ-twrePdiOOfIAg,-7bM_DeL2Kj2CuYuVDsLNg,2020-03-19
XQKWjJTZ-twrePdiOOfIAg,H6pJQdIMGBwcbVKnk2ARrw,2020-03-19
54VkoZLbSovLQtarT5PFBQ,ZsQx18zBkF9mIN8Km5Mn_A,2020-03-16
54VkoZLbSovLQtarT5PFBQ,rt3PC7WCgCKsoufmQJELfw,2020-03-16
obIwNSnKYStuZHq2S0UaSA,rD4_CVS5staA5x184j_odg,2020-01-23
obIwNSnKYStuZHq2S0UaSA,i5Rcd5F1Wq-EozzRQ07xZQ,2020-01-23
YBDSyl3of0VHqe9KeHrNiw,UY_Z9dyjwEBOOH7zDZ3YQw,2020-03-17
ypnn6O0fFRDlHrMYOEUDBw,P3gYzJ2UxK5mQlcRhQTq3A,2020-02-07
Xkqq1vYMcsg6RrwwwG9kYw,volKoIOgxaVbKP5zZLdb_g,2020-04-05
JlU0zqEXPwXuzJi5ojAHkg,-ykaG82flX356xMn185_UA,2020-01-24
JlU0zqEXPwXuzJi5ojAHkg,cGok9ycGn_HvZaht9xkyPw,2020-01-24
6uEH50982S5ugfOXA5jQsQ,uQyrjBiA5YhIRGTGpNUHfg,2020-03-25
4qHgSbl22CXQqea7DAoCuw,lXoTRzp_lFyE4KL84pWJUQ,2020-03-24
INZivB3XQzIxyDXsAf4Nwg,JLiknP5IPXccjnu7-jzR7A,2020-03-18
INZivB3XQzIxyDXsAf4Nwg,cnlmVjZsVOlOEzeh5n93iA,2020-03-18
NKtASRcjbA_4DSow6Iv3nw,6wgnSrEC-SHtavok8JgO_A,2020-03-21
gE_hUMeKe5VDFXKzDw9RKg,D0BrRewYcbcyCw8rk2D7RQ,2020-01-08
gE_hUMeKe5VDFXKzDw9RKg,Hu36cvJjUKOE7DrtvOkeNA,2020-01-08
bDJoNpTbgax-3bw_kuMHEQ,6tbXpUIU6upoeqWNDo9k_A,2020-02-18
bDJoNpTbgax-3bw_kuMHEQ,sPbKpor4w91rp5Dw2EhIbw,2020-02-18
PAZkFpXk_mDuIbKI9ztryw,myql3o3x22_ygECb8gVo7A,2020-04-02
ivO7qiEJ6mjXGRPgiFyeNw,QIssYBaARBy_7lv6hT-ATA,2020-02-20
L0GfWrFlG5bNI0Cuv1IyHQ,ht15LYvZ47aH9U8QaGkA8g,2020-01-31
L0GfWrFlG5bNI0Cuv1IyHQ,vLzie9YYGuNUxPu7glHcKw,2020-01-31
L0GfWrFlG5bNI0Cuv1IyHQ,Gdyzk0Bq4CMsp8onOsdsdA,2020-01-31
b-MoVbPQONzurhBOr5Ie5Q,SC9wdjQBeb87nY3KLwCm0w,2020-02-22
sGOgLfo6l9mBKxk9T9Ku3g,66R-1FGOg7SoJLtkSXVfuQ,2020-01-11
ir4pdtHOoGPA3KbuFmingQ,lYp818T-xh8Ss79To5Azhw,2020-02-08
Z4BWowfipqqfevOXfq-_UQ,gLM1eQZNY_Eazb_XtxLMxg,2020-02-03
D9Y2Vsao3RCpyxX__09PXw,lEKe1e9ie9qluiLqdOhJfQ,2020-03-13
D9Y2Vsao3RCpyxX__09PXw,sSyjaOBGwaGjwLxE6LBwXw,2020-03-13
D9Y2Vsao3RCpyxX__09PXw,4rRh5IRdukRvaCHs1Br6mg,2020-03-13
