user_id,follower_id,followed_at
IWQkdTTn9FslPeSiih2l2Q,asG1be1Y-a5767VFgY2f0g,2020-03-04
IWQkdTTn9FslPeSiih2l2Q,UkSw0peY2kcggoPomHeVUg,2020-03-04
sutnkcFwDdX2DSK4yG2WnA,t9Qt0P8q24ai-W3Uz6gVNw,2020-03-09
zrcDKyuZzFEBiGK-gFKGkA,2g88rocADgkxIRl8P3SvQw,2020-01-07
zrcDKyuZzFEBiGK-gFKGkA,D43OWyfzIQjL8feJpYh2SQ,2020-01-07
zrcDKyuZzFEBiGK-gFKGkA,jJDEwznWHQIaT4Z0lIFl5A,2020-01-07
Y84eMG_c1Ww6a6SNDtaklQ,4paWpLov6LjpsNNgE1fhSg,2020-03-05
dHsxPmYWF03PGpq97cSMpQ,84t6jpyclA55TMfMV0X0kA,2020-01-17
6WIzqvCxqDebHEDOPuvhYQ,GmXOSEbXy8JXmvo9hM5WWQ,2020-03-29
Mt--oedDp6y8_CHoyhMI5g,S_iZrmUxlTOE4RyC3IK7jQ,2020-01-13
Mt--oedDp6y8_CHoyhMI5g,HRIlQiw1MaUULcAdO6vV5w,2020-01-13
T010xFnsz2An7U6fM7sH6g,4fs3j8ybtKpM7b2RB_hQHA,2020-01-21
T010xFnsz2An7U6fM7sH6g,GewpS8zzYtFW_8Si3UcPWA,2020-01-21
r68qPDh4019eTcjb-e77iw,hcs9_U5QbQCu3wXXfejdqg,2020-03-23
i056aa0tNf-S-62QmJMYCA,ckOLa5sS3pPBJ0Nsfeo2cg,2020-03-27
Jcw6OZPhB7vNuzCFGsSofQ,91TB-gzcNyxFh46TL0pmnQ,2020-03-14
yfzbz2T03cuBDjr_H1DA-A,nz7FRxwDAOHPUxBWnzCrOw,2020-03-22
yfzbz2T03cuBDjr_H1DA-A,9kSGEaVW0KCNNEVn9JzOgg,2020-03-22
h1EV9C3QLXEocn4VQUhWMA,gJbhANoN7jRXjzjBvGB-PA,2020-02-13
uRV8o0qdmzNr4AVN-3BgDQ,0vdr5CEKi9nmG63GzcNrmA,2020-02-21
uRV8o0qdmzNr4AVN-3BgDQ,Oc135ktFb7HMTeygq3EB1Q,2020-02-21
yKnvm0qz7OhRg8ynor1O_A,zA55-5RstF0djW8X-xXfrg,2020-01-17
yKnvm0qz7OhRg8ynor1O_A,RJrGgtBXkpX2oEHM4hSqXg,2020-01-17
RZjJucehCAIgQcW-fIJIww,chrhlmoDfhgEljMnQldRKQ,2020-01-03
RZjJucehCAIgQcW-fIJIww,NSPO7YGJm71VzcCz2U-CTw,2020-01-03
LW6_ZsiXAc7vmY31yZf7XA,U43dNXEY37VzL64caCnhGg,2020-02-17
12AzaKnyko99WgDYn30u1Q,5HjPIukiMmh3rZf1iqI1cQ,2020-02-18
12AzaKnyko99WgDYn30u1Q,PhUqhfyk3jdaS0Xb619RJQ,2020-02-18
tIhmo3dO8zZcbhWsj-s4UA,1h1DD2hgfgud7V4NCE9mVg,2020-03-03
fdMCy78s-MKea5ToAPXrpA,OKkPoK18KLGEdrYbeg7WrA,2020-01-14
IMvesEHf_l138RsuarGuFg,NCc1Jef9EMNbznQe7hGriA,2020-01-17
IMvesEHf_l138RsuarGuFg,OCzYa2nj8FkeQZjDej3OkA,2020-01-17
x-ZujV3jzRdKBnQ8spreQQ,7kFFIonmDXZdm9Z6m8ENmg,2020-01-09
x-ZujV3jzRdKBnQ8spreQQ,8_usiHimYxAFMvJ5s4NLOw,2020-01-09
Iw5lObI_UXDhA8h1snwfDg,_RMUo7cDKsvAQPysTeoCIQ,2020-02-07
C3npbok15aPEdZDHnibQ8Q,y_02x1CFdPI3S9p69lfUIA,2020-01-15
cHGK0BXNBTtRcpnQmKVQJw,1O638BDK_fWuxgTVJwff-A,2020-02-20
Dj5r6PSbf86tJBi0YARVDQ,NVhsZB5rWELa0e0uJF4e0A,2020-01-19
nxMpYVp4bmf6gTOkMt2EDQ,4CVv63KxvA04eR_7kDX8Bg,2020-02-26
Lcl0ffSuNWPQKwRqca2AQg,GPZzJNfiaBP3xeVRe-bF9w,2020-02-19
HdUkW51tnL_8mk0bkspvrA,DmcTg8QMSjPRhyK_BxIdEA,2020-03-27
FgOejKS_4JNg21OofP2gNg,YgavGxfAdjhkkbwlAY_9ZQ,2020-04-01
HOqcepJ7A7kugfw4YJ00kA,5RLOLqj8f0MMJ5OJVXTeYQ,2020-03-26
5Dz7v94NbI3UfbVLukrtpQ,tpjcKGUYzPGuebzXj4AGfQ,2020-01-12
5Dz7v94NbI3UfbVLukrtpQ,Cm1oxY-7c3lgiLDME21wfA,2020-01-12
5Dz7v94NbI3UfbVLukrtpQ,BGzavA_ddMr-jGmhArv7fg,2020-01-12
EKn1Py0P22ypg2guUpbmHw,b1M1M84HFN8_obj_5RBWeA,2020-01-17
eRgn09LQqpezRLIq_B9IEA,VMCX30fPAajkjCFZZNr5MA,2020-03-19
eRgn09LQqpezRLIq_B9IEA,e8Sb6rtowM5eMywEpPYh8A,2020-03-19
eRgn09LQqpezRLIq_B9IEA,BJKfx7ccPTWVYjE25T-tpw,2020-03-19
