post_id,hashtag_id
PYIcgyyZJrCxL6KoRpr31g,13
PYIcgyyZJrCxL6KoRpr31g,12
PYIcgyyZJrCxL6KoRpr31g,73
_YerZzosnwAs6R6p1FNkUQ,13
_YerZzosnwAs6R6p1FNkUQ,80
OnBpjHz0xcnfAFfRSLuRkw,60
OnBpjHz0xcnfAFfRSLuRkw,23
OnBpjHz0xcnfAFfRSLuRkw,22
OnBpjHz0xcnfAFfRSLuRkw,279
EIFW8Cz9S7-jWWdnZrH3pg,79
EIFW8Cz9S7-jWWdnZrH3pg,7
EIFW8Cz9S7-jWWdnZrH3pg,13
EIFW8Cz9S7-jWWdnZrH3pg,150
Wf4lvQFPpO81odON5Lfvrw,90
Wf4lvQFPpO81odON5Lfvrw,595
Wf4lvQFPpO81odON5Lfvrw,567
Wf4lvQFPpO81odON5Lfvrw,596
TbQAsJ2FyiiRE5ZTGjFiwQ,6
TbQAsJ2FyiiRE5ZTGjFiwQ,231
r0dszrXz4bsSQODV4ruW-w,136
r0dszrXz4bsSQODV4ruW-w,60
r0dszrXz4bsSQODV4ruW-w,328
r0dszrXz4bsSQODV4ruW-w,269
r0dszrXz4bsSQODV4ruW-w,89
r0dszrXz4bsSQODV4ruW-w,414
r0dszrXz4bsSQODV4ruW-w,85
r0dszrXz4bsSQODV4ruW-w,22
Zkw7LIIKJWHsdxkqU5VwXQ,291
Zkw7LIIKJWHsdxkqU5VwXQ,13
NoK0nLnZgvkkrCToUuRaQQ,240
NoK0nLnZgvkkrCToUuRaQQ,265
NoK0nLnZgvkkrCToUuRaQQ,37
NoK0nLnZgvkkrCToUuRaQQ,541
NoK0nLnZgvkkrCToUuRaQQ,6
NoK0nLnZgvkkrCToUuRaQQ,172
c7p5c56UbFoRTRNey8SOBA,64
c7p5c56UbFoRTRNey8SOBA,65
uYYXLcDNQhgUIQcfauaKrw,13
uYYXLcDNQhgUIQcfauaKrw,20
uYYXLcDNQhgUIQcfauaKrw,10
ndGZnJL8rD3evQipYUJbgA,16
ndGZnJL8rD3evQipYUJbgA,17
ndGZnJL8rD3evQipYUJbgA,82
ndGZnJL8rD3evQipYUJbgA,15
a43y8NlbETk2yNyenLJ-Ag,12
a43y8NlbETk2yNyenLJ-Ag,13
a43y8NlbETk2yNyenLJ-Ag,73
tNUEKYfbwL0VBU-yfWQrUA,80
tNUEKYfbwL0VBU-yfWQrUA,13
h5csTpDRI7_oo1RUOeHOtQ,265
h5csTpDRI7_oo1RUOeHOtQ,6
h5csTpDRI7_oo1RUOeHOtQ,58
h5csTpDRI7_oo1RUOeHOtQ,81
J3jQbueIhG3-4TIPWDVvRA,77
J3jQbueIhG3-4TIPWDVvRA,64
J3jQbueIhG3-4TIPWDVvRA,98
J3jQbueIhG3-4TIPWDVvRA,47
J3jQbueIhG3-4TIPWDVvRA,118
J3jQbueIhG3-4TIPWDVvRA,207
CNqamsI8SBb5vSPDIlxUIQ,35
CNqamsI8SBb5vSPDIlxUIQ,34
CNqamsI8SBb5vSPDIlxUIQ,33
CNqamsI8SBb5vSPDIlxUIQ,18
CNqamsI8SBb5vSPDIlxUIQ,129
-GdhJT4mmu7_QYm6DRA_YQ,37
-GdhJT4mmu7_QYm6DRA_YQ,97
-GdhJT4mmu7_QYm6DRA_YQ,229
-GdhJT4mmu7_QYm6DRA_YQ,94
1SlvPOQ39vZa9vyeOTiAUA,13
1SlvPOQ39vZa9vyeOTiAUA,50
v1vcs-uSAQcjTFsHxS1dug,13
v1vcs-uSAQcjTFsHxS1dug,80
ZUvdiRbne9e8zqaLRtfgGA,13
ZUvdiRbne9e8zqaLRtfgGA,101
ZUvdiRbne9e8zqaLRtfgGA,14
ZUvdiRbne9e8zqaLRtfgGA,139
fCJrZIzz85_8Uhf072QVnA,9
fCJrZIzz85_8Uhf072QVnA,11
fCJrZIzz85_8Uhf072QVnA,12
fCJrZIzz85_8Uhf072QVnA,7
fCJrZIzz85_8Uhf072QVnA,13
fCJrZIzz85_8Uhf072QVnA,8
fCJrZIzz85_8Uhf072QVnA,276
4R5P-H4bfPjkocOY1W5SZA,13
4R5P-H4bfPjkocOY1W5SZA,70
4R5P-H4bfPjkocOY1W5SZA,107
B-Xud89SnMAv68ng90BG4g,48
B-Xud89SnMAv68ng90BG4g,125
B-Xud89SnMAv68ng90BG4g,8
B-Xud89SnMAv68ng90BG4g,68
B-Xud89SnMAv68ng90BG4g,860
B-Xud89SnMAv68ng90BG4g,9
