post_id,comment,created_at,author_id
DnePvvh3fzo0oH8GB2ChUQ,Newly opened post office centre now on 2nd floor!,2009-09-10,JnPIjvC0cmooNDfsa9BmXg,
_Gv5HPQBM3fzI9bOUYFYuw,Service is brusque but menu looks amazing: F&C, daily meat specials and wings!,2010-02-16,JnPIjvC0cmooNDfsa9BmXg,
2Wff1lKhXu56Rdsf0omDGA,Free wi-fi - quite reliable too!,2009-12-12,JnPIjvC0cmooNDfsa9BmXg,
wMr1NZCfOp8rgDe6gUHoQg,A paid writer review on the door speaks to the lack of pretension but the servers are quite snooty lately.,2009-10-04,JnPIjvC0cmooNDfsa9BmXg,
snw9iNNLpFYZeHotW00uVA,Closed until July for renos (Madeline's too),2010-05-20,JnPIjvC0cmooNDfsa9BmXg,
tWdp26XQEJqJGnRmFVJQxA,Entrance on Ontario Street (not King)!,2010-01-17,JnPIjvC0cmooNDfsa9BmXg,
tWdp26XQEJqJGnRmFVJQxA,Enter via Ontario Street, between Adelaide & King. Both of the house poodles at the entrance are friendly!,2010-01-12,JnPIjvC0cmooNDfsa9BmXg,
Pthcdg09sHQ9M9Tj5P9gfQ,Check out lovers' corner by the fireplace - the loveseats are perfect for couples!,2010-01-16,JnPIjvC0cmooNDfsa9BmXg,
Pthcdg09sHQ9M9Tj5P9gfQ,Full kitchen menu till 2am,2009-09-16,JnPIjvC0cmooNDfsa9BmXg,
ZUf-zw_tS6uhoRy3UBXv5g,free boxes for moving! come get 'em!,2009-07-30,JnPIjvC0cmooNDfsa9BmXg,
_g2OKStHyXBjYr_j2DvP-Q,Five flavours of hot chocolate available - $3.25 incl tax for a medium.,2009-12-05,JnPIjvC0cmooNDfsa9BmXg,
mwOMR59Do9seYfEieaWuUg,One of the worst venues to get to by public transit. Just cab it.,2009-10-03,JnPIjvC0cmooNDfsa9BmXg,
NFfSY_XGa5jQTk19-2l01g,really tiny store - not much in terms of,2009-12-15,JnPIjvC0cmooNDfsa9BmXg,
NFfSY_XGa5jQTk19-2l01g,Really tiny store. Not much wine,2009-12-15,JnPIjvC0cmooNDfsa9BmXg,
