post_id,comment,created_at,author_id
tbMAjldMYhvDUS2gG5Fdxw,Do they send out mailer coupons anymore??,2016-09-04,4d13xAX2jp2EbGF8I9eZZw,
tbMAjldMYhvDUS2gG5Fdxw,Guy said 2 for 1 coupon can be used on to go orders.,2016-10-16,4d13xAX2jp2EbGF8I9eZZw,
tbMAjldMYhvDUS2gG5Fdxw,That American idol winner Jordan Sparks comes here.,2017-05-15,4d13xAX2jp2EbGF8I9eZZw,
AizadfGLjYt169C2Jnj45A,n November 27, 2013, the Arizona Attorney General filed a Consent Judgment against ... Gilbert Fletcher's Tire and Auto Service violated the Arizona Consumer Fraud Act by performing and charging for unnecessary repairs to the State's undercover vehicle, charging for parts that were not replaced, and performing some services prior to receiving consent..,2016-08-24,4d13xAX2jp2EbGF8I9eZZw,
AizadfGLjYt169C2Jnj45A,... ...pay the State $20,000 in civil penalties, $8, 265.63 in costs, attorney's fees, and restitution. In addition, Fletcher's Tire and Auto Service, as a whole, agreed to voluntarily implement a secret shopping program at each location to monitor and prevent deceptive practices and report the results periodically to the Attorney General's Office. ,2016-08-24,4d13xAX2jp2EbGF8I9eZZw,
vUhxuFgKCZn6cTZePbhd6g,Starbucks customer says she was bullied... CHARLOTTE, NC (FOX 46) - On a day when lawmakers from both sides of the aisle in Washington are asking Americans to unite, a loyal Starbucks customer says she was targeted for supporting Donald Trump. Starbucks said they are making sure this incident won't happen again.,2017-06-16,4d13xAX2jp2EbGF8I9eZZw,
CNXAVovX19R5GUNVO4_GzA,Free offers and deals with Android app.,2016-03-05,4d13xAX2jp2EbGF8I9eZZw,
CNXAVovX19R5GUNVO4_GzA,The African American young manager there is not friendly at all, and will act s if you're taking money out of his pocket if you use a coupon or but a special offer, or use the app. If he makes an error, he'll blame the customer.,2016-04-13,4d13xAX2jp2EbGF8I9eZZw,
CNXAVovX19R5GUNVO4_GzA,If you like non carbonated, flat soda, get a pop there today.,2016-10-16,4d13xAX2jp2EbGF8I9eZZw,
aLIJSHJfLQuFu3CamjOS2Q,Groupon. Great food, great service. Love the seafood soup. And the shrimp ceviche!,2014-05-03,4d13xAX2jp2EbGF8I9eZZw,
MtxfrJwF-OTvJGyWV1PfzQ,Broken website. Menu link also broken.,2016-08-09,4d13xAX2jp2EbGF8I9eZZw,
MtxfrJwF-OTvJGyWV1PfzQ,Fairly good ratings on Maricopa county food health inspection ratings. Violations however included raw food kept above safe temperature of 41°F, thawing raw food at room temperature, using old food from previous day.,2016-08-09,4d13xAX2jp2EbGF8I9eZZw,
cxlxJpw_vTzw7bXJq6Dbsg,Got the slow roast 16oz rib cut at another location. And it was so perfect. Juicy, tender, tasty! Hoping it's just as great here!!!,2016-08-13,4d13xAX2jp2EbGF8I9eZZw,
ktcMeKIoDA0Dk11Wcpx9xg,Coastal Trio was pretty good. Give it a try. Yum. $9.19 with tax.,2013-10-01,4d13xAX2jp2EbGF8I9eZZw,
Bs8AvNO3xWoURWpqiGd_4w,Curb side pickup not ready when they quoted it'd be ready.,2012-07-02,4d13xAX2jp2EbGF8I9eZZw,
Bs8AvNO3xWoURWpqiGd_4w,I've ordered and been very pleased with the sea bass entree in the past. However, today the fish is a thin, small serving that is overcooked. And it looks like it could be regular cod due to how thin the fillet is. I do not consider what I received today as a $19 entree. It is substandard and ...,2013-02-01,4d13xAX2jp2EbGF8I9eZZw,
Bs8AvNO3xWoURWpqiGd_4w,... should not have passed the sous chef. I'm disappointed very much with today's quality. Two stars out of five today.,2013-02-01,4d13xAX2jp2EbGF8I9eZZw,
Bs8AvNO3xWoURWpqiGd_4w,Lasagna is frozen or pre made and refrigerated. You should ask if it's microwaved and\/or heated from frozen.,2016-02-15,4d13xAX2jp2EbGF8I9eZZw,
Bs8AvNO3xWoURWpqiGd_4w,I miss Jordan's great customer service at the take out.,2017-09-19,4d13xAX2jp2EbGF8I9eZZw,
Bs8AvNO3xWoURWpqiGd_4w,It's like they are fine with their low yelp average rating, as it's been there for 10+ years.,2017-10-19,4d13xAX2jp2EbGF8I9eZZw,
qdUCIK49pCS7BfDEClpdhQ,Slowest and worst management here of all McDonald's I've visited.,2017-02-06,4d13xAX2jp2EbGF8I9eZZw,
A6upLxml9nNaVT_V3oIUkg,They've forgotten condiments requested on several orders to go recently. Used to be high quality service.,2017-02-24,4d13xAX2jp2EbGF8I9eZZw,
IespLu0QdmfmujunHYxVMg,closed. replaced by yogurt place.,2011-07-14,4d13xAX2jp2EbGF8I9eZZw,
LDPi-cFpRR5xhKn4jyWvHg,Great,2014-06-13,4d13xAX2jp2EbGF8I9eZZw,
R7mbP3t1GfiVuYsgLRQtVg,ttps:\/\/twitter.com\/StefaniaFOX10\/status\/876201118455316480,2017-06-17,4d13xAX2jp2EbGF8I9eZZw,
0Nif1dcSQPDTipU-FEKC8g,Blocks and congests 67th avenue on church days, month of December.,2014-08-07,4d13xAX2jp2EbGF8I9eZZw,
-hq09PjRpGcx4XXhrqh5xw,Tip of 18% automatically added for large parties. Not sure if you legally have to pay that if it's marked gratuity.,2016-02-27,4d13xAX2jp2EbGF8I9eZZw,
p9v9Sl2g_ibaajWvO0NjkQ,Mediterranean scallops are not worth it. Smaller than quarters in diameter, overcooked, rubbery, not much flavor, not at all worth $16.95. Child Amateur level cooking at best.,2014-07-30,4d13xAX2jp2EbGF8I9eZZw,
udrIB4tIAtZQOGAiukQ2Rg,BofA rewards cc gives $2.50 back!!,2016-03-31,4d13xAX2jp2EbGF8I9eZZw,
UddEGVfbnmXxK6t2mXyicQ,Airplanes, home cooking, great pies, salad bar, yum.,2015-08-19,4d13xAX2jp2EbGF8I9eZZw,
hBilPpw8kU0Q0MokOjOw3w,Tip for people with concerns about dates on food. There is no legal regulation or requirement federally regarding dates on food. Merchants are legally allowed to change them as they desire, sadly. It's buyer beware and know your food freshness appearance, smell, springiness to touch.,2016-05-09,4d13xAX2jp2EbGF8I9eZZw,
5Pd6YEGn-iAcJf9BM484UQ,$14 for 14 dark pieces.,2015-03-10,4d13xAX2jp2EbGF8I9eZZw,
TQxMhEar6--Wj4Du8nRQsw,Permanently closed.,2016-07-01,4d13xAX2jp2EbGF8I9eZZw,
llQfDCKPXBW1-hSb_qUC-g,Not spicy. I like it that way. For super spicy, hot Indian, try the place katty corner from here on the corner with the car wash and Hooters. That place has super spicy food. I can't even eat most of it.,2016-05-19,4d13xAX2jp2EbGF8I9eZZw,
u57NiwOgUMb6CFg-meca-w,Slowest starbucks. ever.,2011-06-18,4d13xAX2jp2EbGF8I9eZZw,
rca1HN4qRsZfmpxmlFWNDQ,Power outrage. Not a good time to get food there for a while due to possible spoilage. 5\/28\/12.,2012-05-28,4d13xAX2jp2EbGF8I9eZZw,
rca1HN4qRsZfmpxmlFWNDQ,Cooked to order side with the large menu is sometimes pre cooked. Tasted okay, buy would prefer made to order.,2012-10-28,4d13xAX2jp2EbGF8I9eZZw,
Yk8WiriuHOkAXufUqGZMyg,Frequent value meal club and email club for deals at this location.,2012-07-03,4d13xAX2jp2EbGF8I9eZZw,
Yk8WiriuHOkAXufUqGZMyg,Cod sandwich once again with two buns!,2012-07-23,4d13xAX2jp2EbGF8I9eZZw,
