post_id,comment,created_at,author_id
jJoPLIhCjkGXy59I4Jl6zw,Enjoy the taco bar next to the Lazy River,2012-03-26,Nh75diBuPgSSBMNoT5IGDA,
H8qpFitIesth86zqR4cwYg,Getting my favorite breakfast pastry for dinner: Jean Philippe blueberry brioche.,2010-11-06,Nh75diBuPgSSBMNoT5IGDA,
3vxIqhm2jCVjkUWtmDvTsw,I love the sweet tea.,2010-12-19,Nh75diBuPgSSBMNoT5IGDA,
4jUj7xHIhdHpTrb0ZXSToA,Love the zuchini bread.,2010-12-19,Nh75diBuPgSSBMNoT5IGDA,
PWGIAIXAoh91nayfIOQMTQ,The cranberry panettone is delicious.,2010-12-03,Nh75diBuPgSSBMNoT5IGDA,
PWGIAIXAoh91nayfIOQMTQ,Peak hours are 11-2, so crowded,2010-12-07,Nh75diBuPgSSBMNoT5IGDA,
4qG3Gh8QyugC1XvoTlmgcQ,Harvest pumpkin banana pancakes are so delicious.,2010-12-01,Nh75diBuPgSSBMNoT5IGDA,
AyEtowSGi9vx0-xFfrgjWw,Flaky crust and buttery filling, the almond croissant is delightful.,2011-02-24,Nh75diBuPgSSBMNoT5IGDA,
_Kd0kQ8RF70hJ1ykLqCRyQ,Mahi tacos FTW,2011-03-18,Nh75diBuPgSSBMNoT5IGDA,
_Kd0kQ8RF70hJ1ykLqCRyQ,Thursday specials are chicken tamales,2012-04-19,Nh75diBuPgSSBMNoT5IGDA,
l1n4MY7a_O2gif573lRWTw,Long lines on Sunday mornings,2011-04-03,Nh75diBuPgSSBMNoT5IGDA,
A5Rkh7UymKm0_Rxm9K2PJw,Chinese garlic noodles are rich and good.,2010-12-23,Nh75diBuPgSSBMNoT5IGDA,
YBLVD61RFdP5H-RGLSIPUw,Ashley O is a great pilates instructor,2010-12-01,Nh75diBuPgSSBMNoT5IGDA,
NFMD_-wFrbfdhTcdHPDCZQ,Good garlic knots,2010-12-07,Nh75diBuPgSSBMNoT5IGDA,
LNGBEEelQx4zbfWnlc66cw,Free beer and wine,2011-03-14,Nh75diBuPgSSBMNoT5IGDA,
YavRvjbLsvh4DYDJPAfJIA,The bean thread noodle soup with chicken, Min Gà, is authentic.,2012-03-27,Nh75diBuPgSSBMNoT5IGDA,
