post_id,comment,created_at,author_id
QdXg79fKbFLEPePPnL02Fw,Everyone is super helpful. Always a pleasure to shop here.,2011-12-30,0D5WAgaOM1M00t3KIEf_Fw,
m5niZy68d2gTtVWz89elfA,Chase it down. Worth it.,2011-02-14,0D5WAgaOM1M00t3KIEf_Fw,
ydcNlRMKs93AQpOhVkSrGQ,It's all good.,2011-02-01,0D5WAgaOM1M00t3KIEf_Fw,
X9ZxpDLM1WlS36C2RwVaUA,Order the fried,2010-12-09,IsnepZ-xAQb42m5TZHWT9A,
X9ZxpDLM1WlS36C2RwVaUA,Order fried bologna sandwich and hush puppies,2010-12-09,IsnepZ-xAQb42m5TZHWT9A,
uW6UHfONAmm8QttPkbMewQ,Always the best.,2010-08-28,IsnepZ-xAQb42m5TZHWT9A,
3T0Erqk1MKtN58764yZMfw,Kaleo's dream come true! Pawn Stars! LOL,2011-08-18,7RgCAjdNn_8l6dIz3iWnVg,
5iSmZO0SrKU6EoXK_1M8Kw,Happy summer & happy recovery to you Kaleo! Visting his fave show Pawn Stars & Hoover Dam.,2011-08-17,7RgCAjdNn_8l6dIz3iWnVg,
7xXaO9deBDh_dd0JQjA-Qg,With Steph! =),2011-08-19,7RgCAjdNn_8l6dIz3iWnVg,
f4kNNLU_0q_2J711jCN7dA,Greek Independence Day. Secret 50% off Entrees, Sandwiches & Salads! Yummmm.,2011-03-25,f5IFcFHro5_fgXDFTs6khg,
-_yEVC3_3M6YOsamYfNFEw,soft serve is free at jason's deli!,2011-03-15,f5IFcFHro5_fgXDFTs6khg,
PSUOncuqfqHulYj_fusthw,Yummy!!!,2011-04-09,BXoRGRdrhSLQmu0n_gS5gw,
JIpkbdQitnD1A5jfyz6xDg,This place is now out of business.,2011-02-25,BXoRGRdrhSLQmu0n_gS5gw,
-SpT8Tyz2R45zSw1AIUimQ,Cupcakes rule!!!,2011-08-20,BXoRGRdrhSLQmu0n_gS5gw,
uW6UHfONAmm8QttPkbMewQ,ONO poke!!,2011-09-17,BXoRGRdrhSLQmu0n_gS5gw,
0JZYzp5Z8tEbVr0N2MaLdw,Go see Brandon from the Make -Up forever counter.. The BEST artist ever! He will make you beautiful!,2011-05-25,RbJef5GbuKMKehkldNt4yA,
wpnLPAnkMEb1NpC3xiD_qg,Upstairs on the second floor,2011-05-19,445Cb9mwatiOZUIv0Gr72A,
5shgJB7a-2_gdnzc0gsOtg,Pretty amazing tapas!,2012-05-16,445Cb9mwatiOZUIv0Gr72A,
xVEtGucSRLk5pxxN0t4i6g,Scotch manhattan and foie gras!,2012-05-16,445Cb9mwatiOZUIv0Gr72A,
