post_id,comment,created_at,author_id
J3FUxMAHfCl-WFo86u5DqA,Great show, I've seen a lot of shows in Vegas.  This is an excellent show, at a good price. Perfect for all ages.,2011-02-14,zkBFQaTaDNU_BwSpY_ggyw
mnU3iGsL55MCWXiWV3AcAQ,Animal Style Fries, best ever!,2011-07-31,zkBFQaTaDNU_BwSpY_ggyw
fwuvm9wWcvFwpQXzcneaDQ,I was forced to go, and was amazed on how funny it was. Very current comedy, he keeps his show up to date. Well worth the price!!,2011-03-26,zkBFQaTaDNU_BwSpY_ggyw
72D99mxvVcg4kOzNjjUWtg,Not the best piano bar. Very mellow, I like the more up beat piano bars. The drinks where good, over priced like everything on the strip.,2011-02-14,zkBFQaTaDNU_BwSpY_ggyw
LtNhEt9TYEFx5HIhwOxfEA,Great gym, everything you need. If you don't have a membership, the only thing there missing is a indoor track.,2011-03-26,zkBFQaTaDNU_BwSpY_ggyw
7gpoPyCWRKF0pySEMjJg8g,VIP Wash!!!,2011-07-17,zkBFQaTaDNU_BwSpY_ggyw
bZnD69OY3a9RIf2-yuu2ug,I like this place..Friday has live music in the afternoon!! Than DJ all night.,2011-06-25,zkBFQaTaDNU_BwSpY_ggyw
eoPg6wP1JpV4rTig8RT0pw,Good golf coarse for the price. Three sets of 9. Stay off raptor, the fairways\/greens are horrible! Ran into the cart girl once, so byob!!!,2011-04-21,zkBFQaTaDNU_BwSpY_ggyw
IU55VgrpLzVKo9sXWbTn3Q,Correction: Just had it today, and no loud music, none at all. I think that was for the open day only. Oh, burgers=amazing!!,2011-04-28,zkBFQaTaDNU_BwSpY_ggyw
RHue-1Radx_n_Cqe6SLPow,David is awesome. Helped with my oven and frig. Totally recommend!,2017-07-07,_BX2JXDdMtfYzcABJ0vZSw
vGLl5xum2u2Qf8_AvzSenw,They have big play area for kids to play. It nice McDonald's staff good too .,2013-10-24,UB5BW6ZKjsWpG9cllHStVA
1TTQ41NqKks69GltQSQNIA,It a cool place to chill with friends,2014-02-04,UB5BW6ZKjsWpG9cllHStVA
1TTQ41NqKks69GltQSQNIA,Cool casino i just don't Campbell I got to play blowing at a one dollar a game why not,2014-02-25,UB5BW6ZKjsWpG9cllHStVA
PIfTnP_ZwhBufxLJAPHs7g,I love coming here it's a clean the employees are nice to you there's always great pets to the dogged or to look at and if you ask the manager you can maybe pedicure or cat,2014-08-18,UB5BW6ZKjsWpG9cllHStVA
vGAJwqvfJLoeHdaM-8eRng,I love to come to this Chili's they have great service it's always nice and quiet busy but yet quiet it's clean food tastes good your food  come out fast. They have little iPad menu things if you don't want a server to serve you as well those a really neat to have games in there,2014-05-28,UB5BW6ZKjsWpG9cllHStVA
XIcq5zKaAkGSN6cIJzBKRQ,Fast food and good busy but worth the wait...,2014-03-04,UB5BW6ZKjsWpG9cllHStVA
zHHNbjg7Glc_fomaBdXPbQ,Love this places they have anything you may need for a  buck,2013-10-14,UB5BW6ZKjsWpG9cllHStVA
gCFf_GFUjgCSVcUe9yrphA,Small but they have good food,2014-01-29,UB5BW6ZKjsWpG9cllHStVA
fZioXnBVf-KAsCFX-P2whg,I love coming to this one. it always clean in said the theater and the employees are very nice here. the food is good and the pop corn is great not burnt and they have showing on Thursday night to watch any new movie that comes out on Friday also the people that come here are nice not rude or mean,2014-07-17,UB5BW6ZKjsWpG9cllHStVA
19lr9xcN3Ud0w0UX7bl6Qw,I love this place it's always nice and clean convenient and their always fast with your order I recommended to everyone to come here and a bonus that open 24 hours a day,2014-05-25,UB5BW6ZKjsWpG9cllHStVA
MTx-Zdl_KcU_z9G832XAjg,Love coming here food comes out fast it clean in said only thing is come before 4:00pm cuz the drive drive throw get really pack,2014-02-28,UB5BW6ZKjsWpG9cllHStVA
HexCnP_tQFgXH6QD9UlJWw,Love coming here for food cheep prices and there not a lot of ppl here.,2014-03-10,UB5BW6ZKjsWpG9cllHStVA
vl1aHp6pvnSmpoRQShWLjg,Love this places,2014-02-24,UB5BW6ZKjsWpG9cllHStVA
g8oxQ1Ji9mr9PMjhEfaWSg,Fun place and good food !,2016-07-16,Fa0uTZ7wPjkQuFSbxpPnHg
DTz6gFeWmdvSEIFGjXpIgQ,Good thin crust pizza and friendly workers!!,2016-07-01,CqlzHtyz2BwW7kjHqsaEug
nz9_UOd2ZVuUhVYqA1FJEQ,Seriously?,2017-02-22,CThosyp84YqqH2myZb4xlg
uCkcwxY8AUiPQxRl8bjo6A,Rick was amazing , went in for a oil change. Good service so far.,2017-06-23,CThosyp84YqqH2myZb4xlg
PbyqDJf815zRn-7p6vYpAQ,The bacon fries are amazing,2015-08-28,CThosyp84YqqH2myZb4xlg
iQrOVQFtcoV0itpyUPVuDQ,Slowest Starbucks ever!!!,2013-10-26,gICxxU59gt0IOIFXCQP71A
iQrOVQFtcoV0itpyUPVuDQ,The baristas are always friendly!,2015-05-30,YU24GT3wA0gst_n7wqG49A
Vbal-AZnu2w6NttIKfdjDg,Love the Eun's addiction!  It is a must!  I get more than 1 at a time!  Lol,2016-06-15,YU24GT3wA0gst_n7wqG49A
Vbal-AZnu2w6NttIKfdjDg,Find out why Eun's addiction is the most popular drink!  It's a MUST!!! Yummy!!!,2016-07-30,YU24GT3wA0gst_n7wqG49A
Vbal-AZnu2w6NttIKfdjDg,Love the Euns addiction!!!,2016-08-16,YU24GT3wA0gst_n7wqG49A
Vbal-AZnu2w6NttIKfdjDg,Love the friendliness and the Eun's addiction drink!!!,2017-04-15,YU24GT3wA0gst_n7wqG49A
iQrOVQFtcoV0itpyUPVuDQ,Always super quick in the drive through,2017-06-09,gQEEGIIlQc6dC13aYlEbmQ
iQrOVQFtcoV0itpyUPVuDQ,If you order on the app for pickup, make sure you check your order- especially if from the front case. Forgot my yogurt.,2017-11-11,lm3UnOSB7cdRAxfhsZAjSg
OActfpEHMEOCdGH5HN6MOw,Wanted to make an appointment as a new client as this is close to my home. Spent 11 minutes on hold and then hung up and called back. I was asked to leave my name and number for a callback. I worked in the industry and these hold times are highly inappropriate. I think I will find another place with a better front staff.,2017-10-28,lm3UnOSB7cdRAxfhsZAjSg
uenrK0IMuky3ChiX2sVvXw,Great place for the kids! The Splash pad and movie nights are also fun.,2016-03-19,lm3UnOSB7cdRAxfhsZAjSg
OtSbxxD-WNzlNQlDGpXFSA,Check your receipt before leaving, calling the 800# is useless as they will direct you to go back into the store for purchase issues.,2016-06-06,lm3UnOSB7cdRAxfhsZAjSg
fT8EJkApASmdhxnaWyxBeg,Fast, wonderful communication over Yelp and the phone. I am so happy to have them out next week. I think people underestimate the work to be done and the cost of fair labor. Our estimate was in line with what I expected. I am embarrassed to do before and after pics but certainly will. :),2017-11-10,lm3UnOSB7cdRAxfhsZAjSg
iQrOVQFtcoV0itpyUPVuDQ,Great service and hot coffee. What else could you ask for?,2017-12-06,gthdAFBTwFeOrPZQKnlvUg
3OtkMJiSW-MzM_gQbMe3eA,Best studio in town.  Everyone is treated like family,2017-08-02,SWdnu73T6RHEsHtKIAwC4Q
j7ueBj03cBuGD5dg46RDsw,Head pharmacist is Stan a really nice man has so much knowledge to help. I look at a more as a friend than a pharmacist. The other pharmacists that got me go there was April she always say good morning to me when I was in Von's.,2013-02-11,8k6EB7sz7v1y36SxshmKhQ
j7ueBj03cBuGD5dg46RDsw,The people  so nice The manager David is the best.,2014-01-21,8k6EB7sz7v1y36SxshmKhQ
j7ueBj03cBuGD5dg46RDsw,Come here all the time. And I love the chicken.,2014-01-21,8k6EB7sz7v1y36SxshmKhQ
zhqurYCKYSCZmIEtus1Mzw,I came to see about my warranty about Jeep Wrangler tires . I  pay 3000.00 for them was told I have nothing  Pick up my tires at Sears big O discount tire.  The service and the people are rude they just want your money !,2013-04-27,8k6EB7sz7v1y36SxshmKhQ
zhqurYCKYSCZmIEtus1Mzw,Just go somewhere else. Service is bad people are rude go somewhere else.,2013-04-27,8k6EB7sz7v1y36SxshmKhQ
