post_id,comment,created_at,author_id
FaHADZARwnY4yvlvpnsfGA,Just landed!,2011-09-16,ZRRB45A4yoj66CVhQrT64w,
FhqoXrpfw5ji_Qoh4GcJMg,Look for Joe in the shoe salon!,2011-08-21,ZRRB45A4yoj66CVhQrT64w,
6pM2YxQH8dQYs07_CH3Z6g,Bonjour mon amour!,2011-09-17,ZRRB45A4yoj66CVhQrT64w,
na4Th5DrNauOv-c43QQFvA,Home for the weekend :),2011-08-19,ZRRB45A4yoj66CVhQrT64w,
eAc9Vd6loOgRQolMXQt6FA,Home for the weekend!,2011-09-16,ZRRB45A4yoj66CVhQrT64w,
H8qpFitIesth86zqR4cwYg,More dessert!,2011-08-19,ZRRB45A4yoj66CVhQrT64w,
H8qpFitIesth86zqR4cwYg,Breakfast by the pool!,2011-08-21,ZRRB45A4yoj66CVhQrT64w,
9edPSkfXKsJmkZYIaOmA7Q,Quick shopping trip!,2011-09-16,ZRRB45A4yoj66CVhQrT64w,
eavP59x5DOpGwVFhxbG4Cg,Hitting the spot!,2011-09-17,ZRRB45A4yoj66CVhQrT64w,
qKY8-WEvvNAhxGI7onZexA,Grub before our flight.,2011-09-18,ZRRB45A4yoj66CVhQrT64w,
zNOfHgMWZtG1vVA3Ca9fCQ,Since we didn't make it back to Paris, France this year.,2011-08-19,ZRRB45A4yoj66CVhQrT64w,
DkYS3arLOhA8si5uUEmHOw,We're hungry!,2011-09-18,ZRRB45A4yoj66CVhQrT64w,
UJ3J2vIJOrxQ9q7M06Wm4Q,Shhh!  We're trying to sleep here!!,2011-09-17,ZRRB45A4yoj66CVhQrT64w,
Zv3VAfR8-9-M-etTuGZU_Q,Coffee & pastries by the pool.,2011-08-20,ZRRB45A4yoj66CVhQrT64w,
ZBrPiysQdu-Yi1gqWGzcmw,Jerry Seinfeld Live!,2011-08-19,ZRRB45A4yoj66CVhQrT64w,
4QZmLAOqhGWYuMSOC40vwQ,Just saying bonjour :),2011-08-19,ZRRB45A4yoj66CVhQrT64w,
MpmFFw0GE_2iRFPdsRpJbA,Let's see how long we can hang tonight...,2011-09-17,ZRRB45A4yoj66CVhQrT64w,
UGiMMw54qYxac0eE_cBbaA,$52 voucher means we get to order more than we could eat!,2011-09-18,ZRRB45A4yoj66CVhQrT64w,
5LNZ67Yw9RD6nf4_UhXOjw,Playing wing woman tonight!,2011-09-16,ZRRB45A4yoj66CVhQrT64w,
K0j_Znzin0jShXVnpvW86A,Tapas for dinner :9,2011-09-16,ZRRB45A4yoj66CVhQrT64w,
FaHADZARwnY4yvlvpnsfGA,Vegas baby!,2011-08-19,plY-YHJtnPPdZhfQnw49mA,
o8MxZKmLhdrRk8EoRX8Sog,High teaing in the hot weather...,2011-07-12,plY-YHJtnPPdZhfQnw49mA,
-kG0N8sBhBotMbu0KVSPaw,It's gonna be a long day!!! Custom is shut down... Forced to fly to lga... But with this pace... I m afraid it's not going to happen... :(::,2011-07-15,plY-YHJtnPPdZhfQnw49mA,
FaHADZARwnY4yvlvpnsfGA,byebye Vegas. :(,2011-08-21,4RUXeyp_Af2C5t9JFyJlBQ,
PjEls_NCOQ0m4tJPvcTY8w,first time :),2011-08-21,4RUXeyp_Af2C5t9JFyJlBQ,
DkYS3arLOhA8si5uUEmHOw,delish sandwiches,2011-08-21,4RUXeyp_Af2C5t9JFyJlBQ,
E74g5nmRJj9LQS1uyKmq8A,Beer pong?,2011-08-20,4RUXeyp_Af2C5t9JFyJlBQ,
FaHADZARwnY4yvlvpnsfGA,Overheard conversation from couple next to me. Girl to guy. How do you spell ""diego"". Guy. Just like ""san Diego"". Fail.,2011-08-21,IZ4zmvOP4zv3ajsBkD9w8Q,
BjH8Xepc10i6OhCDQdX6og,So hungry and no dinner menu,2011-10-27,IZ4zmvOP4zv3ajsBkD9w8Q,
ujHiaprwCQ5ewziu0Vi9rw,Eating for the next 3 hours.  Hoping to gain a few pounds. Dare to dream.,2011-10-29,IZ4zmvOP4zv3ajsBkD9w8Q,
