post_id,comment,created_at,author_id
kTSMcCQry0cW9uPtVqMGYw,Amazing cookies and ice cream! Great selection and a fantastic atmosphere,2017-07-03,280zG0Xha2JEMru989bHHg,
9kaLW5MFSlyC5DDMBPm-Yg,The worst service ever! So freaking pissed off,2012-12-10,Duzp3gtX3GMdN47M9We8CA,
9kaLW5MFSlyC5DDMBPm-Yg,Line always way too long.,2017-01-14,oyX8jREzS_2AM6lZ89elSA,
9kaLW5MFSlyC5DDMBPm-Yg,Customer service is severely lacking at this location. It's rather unfortunate because they have the products I want in stock.,2012-10-20,HxTg2mFLBkrKmnE4tK0wSg,
SOwXfqwUr6NWmbBS0tx_GA,Yum,2012-02-28,HxTg2mFLBkrKmnE4tK0wSg,
pL-QrHxQ0kHBDA1ZyOjGQw,Healthy snacks for my trip.,2012-07-31,HxTg2mFLBkrKmnE4tK0wSg,
22lK-APGWeG1CGQWrw6U5Q,I'm craving some Thai after a long hiatus!,2012-06-18,HxTg2mFLBkrKmnE4tK0wSg,
YZGAUc8CaWWc6ICSfeecoA,Yummy.,2012-03-07,HxTg2mFLBkrKmnE4tK0wSg,
L1xXHYk8b15BlPk6CJFpTg,Getting travel essentials,2012-07-30,HxTg2mFLBkrKmnE4tK0wSg,
B9rCVRDiWv6aQT3tD2AfgQ,Great floral dept,2013-10-08,hgVVpryqZti9Mgju9ZY60Q,
utoTa3Ngv_oSfB5TIMgN_Q,Yum,2013-10-05,hgVVpryqZti9Mgju9ZY60Q,
BHGU6Ke6NrJjJ_QhDVK4tQ,Good price on gas,2013-10-09,hgVVpryqZti9Mgju9ZY60Q,
TWT4Se4IEQ21pm0FSMcbkA,Always friendly help at the counter,2013-11-05,hgVVpryqZti9Mgju9ZY60Q,
OXQV_k1VisjP8EywFlTYuQ,Flowers looked sad and wilted,2013-10-08,hgVVpryqZti9Mgju9ZY60Q,
82mWTnfbGDE1jJ2NDMxfNw,Love this place,2013-10-09,hgVVpryqZti9Mgju9ZY60Q,
rnBffgr3QiXUpKef2YFScg,Slowest service ever...,2015-07-23,hgVVpryqZti9Mgju9ZY60Q,
ml_M-h2g3WeXLhcw_NKOKw,Keep searching, the diamonds somewhere in the rough.,2015-10-17,xbxmmu1HIjnbfpoePTel2g,
0C1ME-oi2GtsHr8xsV9fsA,BYOB (bring your own booze) policy!!!,2015-10-09,xbxmmu1HIjnbfpoePTel2g,
K-uQkfSUTwu5LIwPB4b_vg,The ""green chilaquiles"" is very reminiscence of a soggy plate of nachos.,2015-09-19,xbxmmu1HIjnbfpoePTel2g,
PeAVCjePbJ54UYZ5l4iV7Q,Come early cause they sell out quick.,2015-10-31,xbxmmu1HIjnbfpoePTel2g,
frCxZS7lPhEnQRJ3UY6m7A,If you eat during the day make sure your facing the kitchen not the window, otherwise, you end up blinded the whole time.,2015-09-13,xbxmmu1HIjnbfpoePTel2g,
TMNMyBAk0Mq-2FQtiZ9Gxg,One of the most organized thrift stores I've seen--and they're even going through renovations.,2012-08-07,rMvYP__I29iOkiMXojzRjg,
TMNMyBAk0Mq-2FQtiZ9Gxg,Senior discount day. Pink tags 50% off today,2012-08-07,rMvYP__I29iOkiMXojzRjg,
