post_id,comment,created_at,author_id
UT6L3b7Zll_nvRidijiDSA,Fairly mediocre food and poor service. Would not return.,2013-12-08,CGIIIhDPCBFxEn-Qqu944Q
iIwKW2cBAxjElE8eUzjwqA,Slow service but good for the price,2014-06-16,CGIIIhDPCBFxEn-Qqu944Q
N7yuiiu8jhQ-Fl9Npflreg,Lychee martinis - Delicious!,2014-07-21,qcoXFeuo8-izVUTDMiUQrg
N7yuiiu8jhQ-Fl9Npflreg,Amazinggggg  their Pad Thai is on point!,2014-07-26,ZA7duo9tUFXIIUcXOl0BRQ
N7yuiiu8jhQ-Fl9Npflreg,Tried the lobster salad, basil pork stir fry, drunken noodle w\/seafood...all delish!!,2014-07-27,VYH0Ydrk47-J0HKCUdSXwg
wuQDMDlqM17jQNo0lYQZ7g,Really fast service, food comes out hot & delish! Order the fried pickles! Sweet potato tots, fried chicken & waffles, ahi salad are all awesome!!,2014-07-24,VYH0Ydrk47-J0HKCUdSXwg
N7yuiiu8jhQ-Fl9Npflreg,Great late night place that serves a variety of chinese and thai dishes.,2014-12-24,sfbDDCPmhHTVWvs7Rinbew
N7yuiiu8jhQ-Fl9Npflreg,Loved the ambiance and the food.,2014-12-29,treFdfhi71322yNkYqA-hA
N7yuiiu8jhQ-Fl9Npflreg,Loved the ambiance and the food. Not a lot more to add.,2014-12-31,treFdfhi71322yNkYqA-hA
N7yuiiu8jhQ-Fl9Npflreg,Don't eat the Pho.  Soup had no taste.,2015-08-29,sglzRGcjd3fPreN29s73jw
N7yuiiu8jhQ-Fl9Npflreg,Soft crab fried rice is a must try. Taste so good.,2015-09-28,aOwO7LmFWDNgR_fIesncSQ
N7yuiiu8jhQ-Fl9Npflreg,Well if you like alright CHINESE food that's kinda expensive than go here.,2015-12-30,jigIXcrAt3sj_gYgRC0WZg
N7yuiiu8jhQ-Fl9Npflreg,Amazing menu! Truly legit Thai! So underrated!,2016-01-02,yC0AXG5GtiK4K-03seBJXA
S_bG5WWbtNXhhY9Y0GTcSg,Incredibly rude phone receptionist. Won't even bother.,2017-11-19,yC0AXG5GtiK4K-03seBJXA
N7yuiiu8jhQ-Fl9Npflreg,I thought the food was great, and the price was high and the service was lacking.,2016-02-18,wks_LpW_ibfpR4m8Bq6NpQ
dw2ST-AHUbu2xq0QNfngBA,Nice restaurant bar. Great view from upstairs. Reasonably-priced' good staff...,2016-08-02,wks_LpW_ibfpR4m8Bq6NpQ
N7yuiiu8jhQ-Fl9Npflreg,The chicken satay has 4 pieces- perfect appetizer for 2.,2016-04-26,rEjyU_hL9JuhG8pX7uHYQw
N7yuiiu8jhQ-Fl9Npflreg, would go back but only because it's one of the only nicer restaurants that's open late.,2016-05-30,_UwZg-ztV7gc9u0zsRSHxA
