post_id,comment,created_at,author_id
wTjRn-n2wr6aLkNqFIuAGQ,They have a kids menu but no crayons or paper for coloring. Bring your own if you count on this to keep the kids busy!,2017-01-22,t08QhU5QfOcm2y52VvtjvA,
wTjRn-n2wr6aLkNqFIuAGQ,prices went up & quality of food went down!,2017-02-12,5e1x9d2qhe1rXkSb7W4Zdw,
wTjRn-n2wr6aLkNqFIuAGQ,Love at first sight,2017-03-23,nRy0x4vFUyjdw6wiGN1TPA,
dLc1d1zwd1Teu2QED5TmlA,Best Thai in Pittsburgh. The food alone is worth the trip! Yummmmm,2016-10-31,nRy0x4vFUyjdw6wiGN1TPA,
7z2x16M7IuG8KPfMsyVrKA,The Ribs are like going to Heaven and receiving a hug from Jesus himself.,2016-10-31,nRy0x4vFUyjdw6wiGN1TPA,
gLbr21y4TKeBybeWCmDXtA,Come here for all of your Pittsburgh sports needs from clothes to home decor and more!,2016-09-27,35RyoPGV6El0AaJwNsGCBg,
8VFjKdMN1pJR7Ze3joXIHA,Order ahead and your pick up will be ready when you arrive!,2016-09-27,35RyoPGV6El0AaJwNsGCBg,
x8-MzrVwJCwzqoACL21AJw,Get the knots on the appetizer menu!,2016-09-27,35RyoPGV6El0AaJwNsGCBg,
9CcUyTF8NAkl1bd_eWX7gA,Eat at 1788 Pub on site.  The food is good and reasonably priced. We stopped half way through shopping for dinner and a beer.,2017-01-29,35RyoPGV6El0AaJwNsGCBg,
kolFb44M7k9c0-tZL2D_Cg,Bring cash. They do not accept credit card\/debit card\/checks.,2014-08-23,lo1pzTDqhe5Yt5Q4sgkCjA,
kolFb44M7k9c0-tZL2D_Cg,Make the best Italian calzone,2016-06-03,CR6JnKh9MjU7ThN3irWVlw,
kolFb44M7k9c0-tZL2D_Cg,Average pie, tasted sort of like a frozen pizza,2016-06-16,jByXhU8KOD93ebVEGSOjJg,
hZ79bbzGuiU0ThbasNEALQ,Stay away from this mcd's,2013-03-17,Lw1zu8_NUIPoABmX4Q_TSw,
P3Dy7GF1Sw8RrW1Dd9ZVjA,Great place to eat, every thing they make is terrific.,2014-10-11,Uh-HJP7VNzQMxGaiTWSh8g,
P3Dy7GF1Sw8RrW1Dd9ZVjA,In my opinion, some odd the best pizza in Pittsburgh.,2015-11-22,XslHQhmg3-g57kYhrvzRAg,
P3Dy7GF1Sw8RrW1Dd9ZVjA,Great food and Service!!!,2014-08-11,RXmaY3mtI9tbWzMrcxi8Ww,
khSsfe3MUunPsJowDEuFvg,Great food!!! We are repeat customers!!!,2014-11-17,RXmaY3mtI9tbWzMrcxi8Ww,
qoAkBunInpsZS9pEFsai-w,NOTHING beats Betsy Ann Chocolates!,2015-12-18,fom1Ef3GtktCHykaUNnohw,
WSAN2er3DhaZ8ybNStxCbw,Old school awesome!  Very good chipped ham omelet!,2013-06-30,JEfQk9SVGmPGSjNlBkyJaQ,
WSAN2er3DhaZ8ybNStxCbw,Slammer!,2013-04-14,rE81kwpM23A2sVGW18YwLw,
Q-HphDiGP561Iw2AzsPB5A,Cyber Monday.. hah!,2012-11-26,rE81kwpM23A2sVGW18YwLw,
jBKJMUcMuBmHqe5_U7GQ0Q,Get the queso dip - its about $5 but very yummy!,2011-09-12,rE81kwpM23A2sVGW18YwLw,
jBKJMUcMuBmHqe5_U7GQ0Q,Woohoo!,2013-09-07,rE81kwpM23A2sVGW18YwLw,
oVVoLI-nLaPyksxUZgjQHw,Buy one get one free pizzas on Tuesday!,2013-02-26,rE81kwpM23A2sVGW18YwLw,
GJleIK_8wUevJZrNPWbsgQ,My nails look great and the owner was  very accommodating to get me an appointment.,2016-03-16,pUxD4oca3e4lGcn6-H9GcQ,
GJleIK_8wUevJZrNPWbsgQ,They're friendly and do a great job every time.,2017-10-28,_xumbIVF6RYnIUFbSJ3bCg,
uXft-y53ujmlAt0SH-5KYg,They advertise themselves as the best breakfast in the city... let's put it to the test.,2012-07-07,-AwOXbJYKfT8PLyve_0_Kg,
uXft-y53ujmlAt0SH-5KYg,it's kinda old school,2013-06-16,xzUyx77_jh-FtAflaVgBCA,
5QIICikdjyCqKS6hgkgjiQ,The Red Room is where you will conceive your child.,2016-10-09,qWYEuBZP7av55tewg3PXKg,
Vk8ee8nXG4_x6Q1FtgVaGg,dog friendly,2017-10-07,qWYEuBZP7av55tewg3PXKg,
_FH3osvpPRnMv-K2u6ZM3w,Best sandwich on the northside!,2014-05-28,AoeT2ugtjsHkjOALfz7Bfg,
Mf1tLeJhoab7fN2r7rGB7g,Best mobile italian food in Pittsburgh. 100 percent worth it!,2014-05-28,AoeT2ugtjsHkjOALfz7Bfg,
_FH3osvpPRnMv-K2u6ZM3w,Best Freekin hoagies in the Burgh! Cajun fries are great too mun! Philly beef and shroons can't be beat!,2016-02-04,9pQnFmPqjuNhtNsuDn5llQ,
_FH3osvpPRnMv-K2u6ZM3w,cash only!,2016-02-15,xyoHoT8K8TGkPG8-RQGgng,
_FH3osvpPRnMv-K2u6ZM3w,Phenomenal!  Amazing food!!,2016-08-13,SvSBLZaAuemi6B-qk1stow,
_FH3osvpPRnMv-K2u6ZM3w,Cash only here !,2016-08-17,f4uczQtVRe9p-zBlGhEseQ,
_FH3osvpPRnMv-K2u6ZM3w,Do yourself a favor and order a New Yorker. F~~k yes peppis. F~~k yes,2017-01-01,bhwnpijKH8--4qd5rxCW1A,
_FH3osvpPRnMv-K2u6ZM3w,So amazingly good. Wish It was open later! Definitely the best in Pittsburgh.,2017-02-27,mjslJGCvl29nd9HQkfC4nw,
9tp082Mk5-Ux3x3YYjlyKg,Excellent meal- had the Prime meat loaf and they know how to make martinis!,2016-07-03,jasC8DZwPSroJVN_XZl8NQ,
9tp082Mk5-Ux3x3YYjlyKg,Walk across the street to hard rock cafe! We did.,2017-08-10,gk9r-wjR1ENoD9soCSNF5A,
vg-r3melXfuPnjMjDp3VOw,Great service  very friendly,2017-07-21,gk9r-wjR1ENoD9soCSNF5A,
bqW0f0RigwpYyz1lbxhHlw,The Weizen and Summer Berry Weisse are great.,2011-08-09,qzxT8LECo3lGlSZbIDUH_A,
usFNFsaaHFxEbnBO4FaFHA,Good pizza for Pittsburgh but compared to other places I have been (NYC, Florence, Rome, etc), it just doesn't compete.,2011-08-09,qzxT8LECo3lGlSZbIDUH_A,
dX9KSdyqBRNYbWzDT2PTkQ,The only long line worth waiting in at Kennywood.,2011-08-12,qzxT8LECo3lGlSZbIDUH_A,
50_876SGpEViJO0p7Qx9zA,Second time through the slowest Drive Thru ever. Not much better the second time.,2016-09-07,qzxT8LECo3lGlSZbIDUH_A,
bqW0f0RigwpYyz1lbxhHlw,half gallons of beer..,2011-09-23,9aA4PIWbfInPh2P20GQwYQ,
LgvarcLVy6h7WiPKMRzz3Q,Just ordered for delivery and it was like pulling teeth; I hope the pizza is good!,2013-02-05,9aA4PIWbfInPh2P20GQwYQ,
fiRbomFAAtfTYOTTtnDUcA,If you were turned off by Caliente before September I suggest giving it another shot... New owners, better food and ridiculous beer selection.,2013-01-12,9aA4PIWbfInPh2P20GQwYQ,
dUqWP5lD4ubaNahijWJ_YQ,Been here a couple times now and the service remains fantastic and the food solid!,2013-08-20,9aA4PIWbfInPh2P20GQwYQ,
FvXZcRB8bocNMDvFUnoWhg,This is real pizza, the way it supposed to be made and taste.,2016-04-02,9aA4PIWbfInPh2P20GQwYQ,
bqW0f0RigwpYyz1lbxhHlw,Happy hour gives you $3 drafts and half price apps. Awesome!,2012-06-07,-dV2GaHNJHhDYbrmu48ZDQ,
mM3o2evEq36fJvkUCe-BWw,Impossible to park here.  Unless you're cabbing, don't waste your time.  No close parking, either.,2015-04-22,-dV2GaHNJHhDYbrmu48ZDQ,
8mVw8onopJRADM6CQTYd1A,Impossible to park here.  Unless you're staying at this hotel, don't waste your time.,2015-04-22,-dV2GaHNJHhDYbrmu48ZDQ,
OeQUmob9q5sbEixK2-Tozw,Don't get the 20oz.....16oz is cheaper per oz.   Pints are only $5...in an airport???  NICE.,2014-05-10,-dV2GaHNJHhDYbrmu48ZDQ,
bqW0f0RigwpYyz1lbxhHlw,Food was great for the price.  Decent atmosphere.,2013-09-20,LKM2K3onkPtnh1wUh7QvIQ,
bqW0f0RigwpYyz1lbxhHlw,Good selection of German styled beers,2013-12-02,ztrFcj-hJfio9qmdqBGUtw,
liPSeXaAfv8jxRGJ717VmQ,Great selection of beers.  I like the concept the brew in keg size batches.  If the beer is popular they pass it off to bog brother Market Garden brewery just down the road. Chicken sliders are delicious..,2013-06-15,ztrFcj-hJfio9qmdqBGUtw,
bqW0f0RigwpYyz1lbxhHlw,Very good beer and service. Food is okay.,2015-07-17,Lsu1SEj6o707IWN7U4NhDQ,
1cEtxHqi2aYNmu949sK6Gg,Wow! 1200 beers in stock. I am loving this Grimbergen Belgian Blonde Ale.,2014-05-09,Lsu1SEj6o707IWN7U4NhDQ,
bqW0f0RigwpYyz1lbxhHlw,Beer is pretty bad and the service is out of control. This place is not very good.,2015-09-11,txUBqthMcKXcsXGE1qxtrA,
6ME3BlVgdtoeq5bWmi9Z1Q,on't,2014-05-24,txUBqthMcKXcsXGE1qxtrA,
6ME3BlVgdtoeq5bWmi9Z1Q,Just don't go. It sucks. Bad,2014-05-24,txUBqthMcKXcsXGE1qxtrA,
bqW0f0RigwpYyz1lbxhHlw,Beers are good, but food are not worth the price.,2015-12-27,RBi-uHUn1Ch20b7YoCW5jA,
bqW0f0RigwpYyz1lbxhHlw,Excellent food and brews! Great service!,2015-12-31,o1SB44T3rnPWPdMY4_rngA,
bqW0f0RigwpYyz1lbxhHlw,bsolutely superb.,2015-12-31,NxcVQ-4RPz9diNO9xCAiiw,
bqW0f0RigwpYyz1lbxhHlw,Awesome bourbon barrel beer!,2016-07-29,ZXbCZHFdn0He2qFdMzDGfw,
LQFmktF43j2NPncKdNd9mg,Awesome beer selection and burgers.,2016-07-29,ZXbCZHFdn0He2qFdMzDGfw,
B9YWDH-_QIg4YCyABwQwQQ,Dont go there,2016-09-10,AhN2YIrHHQCP7tjgNwb8BQ,
nxo1C5te8Aug-Lf5D_0b1A,Great place to witness a gang shooting on a Friday night! Good times!!!!',2015-02-08,3XDgHXyCmieVrmH2MzX5_A,
nxo1C5te8Aug-Lf5D_0b1A,A nice mall, clean and well appointed. Good variety of stores.,2017-06-22,cLEwo5aBul8DQsnCkZaZVg,
yAWSOUNFcfobOT_FRg_7Gg,Get the chocolate peanut butter for dessert.,2011-05-08,cgKiV04sKaNHeO-C8chRrA,
yAWSOUNFcfobOT_FRg_7Gg,Amazing, a lengthy meal but a excellent thorough treatment.,2012-10-16,4Gzv_B96ssWG6OO5V5Bwtg,
