post_id,comment,created_at,author_id
GbSLC3OriOFLmYFQ48NvTA,4G signal now available at this station for WIND customers.,2015-06-29,Hjt2iHagtFFpkrt_pRNwcQ,
fGbP45JCPckM0hA1O_l6Dw,I was just kicked out because they were closed for 20 minutes. Beware that they close for a short period of time, once or twice a week for thorough maintenance.,2013-12-12,Hjt2iHagtFFpkrt_pRNwcQ,
S9Pe1o4-hw01i1G37g1JMg,Don't expect the same standard at this location as the other Swiss Chalets in the city. Serving Coca Cola than Pepsi is the only upside at this location.,2014-01-06,Hjt2iHagtFFpkrt_pRNwcQ,
fTypA1XR070Zz7CJcIXCpA,Now open in midtown Toronto!,2014-03-03,Hjt2iHagtFFpkrt_pRNwcQ,
4IrX-f_4TqmrKhb7egiZag,Red bean pastry is deliciousssss,2013-08-30,lsHNA_fSFMmCRwayX0p6eQ,
-TGwtTiieh_JLml5_VRMQA,Currently under renovation!!,2013-08-27,lsHNA_fSFMmCRwayX0p6eQ,
4t_RBsTtU7hhVYJweh46Uw,Best Chinese food in the area! Bayview kids are luckkyyy,2013-08-25,lsHNA_fSFMmCRwayX0p6eQ,
rjJM4xHdCKJRUpovQ-msAQ,Spider roll is heavenly,2013-08-24,lsHNA_fSFMmCRwayX0p6eQ,
5KL1oii9wm4PGDo5TEMHuA,Pretty new library and it's a fairly quiet too!,2013-08-25,lsHNA_fSFMmCRwayX0p6eQ,
bRntmjztJ4dFDA_LYiEECw,Put down your name and make sure you have somewhere else to go cause you're probably looking at a couple hour wait,2013-08-25,lsHNA_fSFMmCRwayX0p6eQ,
nJIKbDR9dHAa3A5KWrBoGw,Tons of people on a sunday afternoon!,2013-08-25,lsHNA_fSFMmCRwayX0p6eQ,
FtGSYqyFsXMj_A1X01Mdfw,MUCH better than the price chopper that existed before,2013-08-25,lsHNA_fSFMmCRwayX0p6eQ,
4IrX-f_4TqmrKhb7egiZag,Their #51 Szechuan Style Hot and Sour Soup is sprinkled with generic hot pepper powder to a disgusting level,2014-03-31,RwFtgE5LljtFq9_7ALUuew,
4IrX-f_4TqmrKhb7egiZag,I had dinner here did they change chefs??,2014-06-14,GPoQ9slzxVoGP36usgwWJA,
I1pLg_ZjLMcie3g58I_GZA,This place is quiet and calm!! Cheap for a great value of food!!! I love the waitress here very friendly and nice. Their milk tea has a lot of milk, just the way I like it :) I'm having a snack now but their steak kabob is the bomb!!! Next time I will take a photo :),2014-03-17,GPoQ9slzxVoGP36usgwWJA,
I1pLg_ZjLMcie3g58I_GZA,Our favorite place :) I love the people here...,2014-04-01,GPoQ9slzxVoGP36usgwWJA,
I1pLg_ZjLMcie3g58I_GZA,Hk tea house :),2014-04-14,GPoQ9slzxVoGP36usgwWJA,
I1pLg_ZjLMcie3g58I_GZA,Bring cash!,2014-04-18,GPoQ9slzxVoGP36usgwWJA,
I1pLg_ZjLMcie3g58I_GZA,I always love the brisket here... USUALLY tender!,2014-06-28,GPoQ9slzxVoGP36usgwWJA,
x9SL1nCaUYM4JP91UrVkxQ,BYOB free of charge,2014-07-19,GPoQ9slzxVoGP36usgwWJA,
98NaJ8FWzPuoymHfj6IIeA,It gets busy at breakfast!!!,2014-04-19,GPoQ9slzxVoGP36usgwWJA,
l-Zjik0MbpabQPv-nNp9YQ,Nice bakery with lots of dessert!,2014-04-11,GPoQ9slzxVoGP36usgwWJA,
2d9RbgRtHJyTRzY99GBNOQ,Come early or reserve!,2014-04-10,GPoQ9slzxVoGP36usgwWJA,
Q-nziRgGBgPnJA0k90mwpw,Constant line up:(,2014-03-31,GPoQ9slzxVoGP36usgwWJA,
cAni154peOBRMsgVFLVnCg,Take your time to eat and make sure u leave room for dessert!!!,2014-05-16,GPoQ9slzxVoGP36usgwWJA,
3uOxuJUnx72b86-3NKhX0A,This place is decent priced in downtown... Sadly they don't serve sashimi at lunch :(,2014-03-26,GPoQ9slzxVoGP36usgwWJA,
WTuBrN0z2h7xvTaP7eN_XA,Make a reservation! It gets crowded!,2014-04-26,GPoQ9slzxVoGP36usgwWJA,
Q3nButmAU4F-v55S5I3vEw,Nice guys working here,2014-05-08,GPoQ9slzxVoGP36usgwWJA,
oWTn2IzrprsRkPfULtjZtQ,Delicious!,2014-03-17,GPoQ9slzxVoGP36usgwWJA,
wuYKpHyjIfyvMR9YlwHn6Q,Don't bring a jacket! It's warm in there!,2014-05-01,GPoQ9slzxVoGP36usgwWJA,
Vi5TwzEsoo_gaG1cvc1zdw,It gets busy here! Reserve or come early!,2014-04-13,GPoQ9slzxVoGP36usgwWJA,
HP8mkVdLa9F4Amsp2thKhQ,Come early to beat the rush!,2014-04-14,GPoQ9slzxVoGP36usgwWJA,
ZDDzKXN_JXe7694zePRuTQ,Roasted milk tea is always good no matter what the weather is like! CHEERS!,2014-03-19,GPoQ9slzxVoGP36usgwWJA,
ZDDzKXN_JXe7694zePRuTQ,My favorite place to take a break!,2014-03-21,GPoQ9slzxVoGP36usgwWJA,
ZDDzKXN_JXe7694zePRuTQ,Why is it always so busy :(,2014-04-08,GPoQ9slzxVoGP36usgwWJA,
f5O7v_X_jCg2itqacRfxhg,Come at 1130 to beat the crowd,2014-04-09,GPoQ9slzxVoGP36usgwWJA,
JrB6On8q8f1_ICQSCLg47w,We had free fries cause they ran out and we had to wait 4mins!!! Food always taste better free!!!,2014-03-20,GPoQ9slzxVoGP36usgwWJA,
YJ05ntGlszxACOD5zn1YjA,It's soooo good :) cause they ran out of fries and my friend had to wait for a new batch. We got free fries :) food always taste better free!,2014-03-20,GPoQ9slzxVoGP36usgwWJA,
ofw8aDSEg1HoQdmCgvLtaQ,Call a head before coming!,2014-04-16,GPoQ9slzxVoGP36usgwWJA,
qSzICKCd041EdjjGNgMYrQ,Make a reservation :),2014-06-15,GPoQ9slzxVoGP36usgwWJA,
prlIJsg3UEg3DioOZPFhig,Come early to beat the crowd!,2014-07-08,GPoQ9slzxVoGP36usgwWJA,
4IrX-f_4TqmrKhb7egiZag,When I have a large group I book a private room. I think it was around a $300 minimum spend but we always go over so it's not a problem for a large party if you include wine.,2014-11-02,cOhKXszEeOB1YqX_-KiSoA,
