post_id,comment,created_at,author_id
CYRv-1m11SiovpyuYuZaBQ,$3.07 for 87.. on 12\/26,2012-12-26,KGQZvfuthc12iq7p_VzX-w,
CYRv-1m11SiovpyuYuZaBQ,$2.99 for 87,2013-01-03,KGQZvfuthc12iq7p_VzX-w,
CYRv-1m11SiovpyuYuZaBQ,$3.61 for 87 on 3\/24,2013-03-24,KGQZvfuthc12iq7p_VzX-w,
CYRv-1m11SiovpyuYuZaBQ,$3.19 for 87 unleaded!,2012-12-16,KGQZvfuthc12iq7p_VzX-w,
zQPnto54-IgCovKmAjH1jg,Great deals...and some not so great. Friendly staff. VHS tapes are 49cents for those that still have a VCR.,2013-01-12,KGQZvfuthc12iq7p_VzX-w,
NJOviFAmyQN4s2YFyzyn-A,Gas... 87 is $3.29 on 5\/26.,2013-05-26,KGQZvfuthc12iq7p_VzX-w,
LDMCrFlGIFUN6L-FEFgzWg,Yum,2013-01-10,KGQZvfuthc12iq7p_VzX-w,
ZqkUsE88AQx2CHnW6z1eqw,Just like Savers,2013-02-10,KGQZvfuthc12iq7p_VzX-w,
dGuVYsA5DMCm_TjSbX6x7g,Saturday special: $22 for a large 3 topping and a basket of wings.,2014-08-02,KGQZvfuthc12iq7p_VzX-w,
mswelTP1cQiuAps2fSGuBw,Substitute the beef patty for the veggie patty. Just be sure to ask for the patty extra crispy. It does make a difference.,2013-12-08,KGQZvfuthc12iq7p_VzX-w,
zwNC-Ow4eIMan2__bS9-rg,Sunday special is buy 2 tacos get 1 free. You have to remind them while you are at the register.,2013-03-03,KGQZvfuthc12iq7p_VzX-w,
zwNC-Ow4eIMan2__bS9-rg,This place has had consistent HORRIBLE service in the past year. I will never come back.,2016-01-17,KGQZvfuthc12iq7p_VzX-w,
DZwR0EIPKlmC3mMLhTkqcQ,Delicious food and friendly staff,2013-02-09,KGQZvfuthc12iq7p_VzX-w,
DZwR0EIPKlmC3mMLhTkqcQ,They offer wheat pita too!,2013-03-22,KGQZvfuthc12iq7p_VzX-w,
KT0tzZun6ofEZ2Fkbk9SfQ,2.5 mile total loop. A little uphill at first,  but the views at the top are worth the hike.,2013-03-24,KGQZvfuthc12iq7p_VzX-w,
KT0tzZun6ofEZ2Fkbk9SfQ,Great views,2013-03-02,KGQZvfuthc12iq7p_VzX-w,
BmIJ_sPpIpIKsP3vubus8g,Oh no... not open to the public as of 3\/19,2013-03-19,KGQZvfuthc12iq7p_VzX-w,
BY7KbGp2dPDiw-9TjF0Zyw,They close at 8pm on the weekdays!,2013-06-05,KGQZvfuthc12iq7p_VzX-w,
3GEEy7RP6e4bT4LAiWFMFQ,Ryan at the take out window is awesome.,2014-06-03,KGQZvfuthc12iq7p_VzX-w,
UvRW3JBsfu71LK3MA4xgkQ,Vegan cookie peanut butter,2013-12-07,KGQZvfuthc12iq7p_VzX-w,
tNP02RaH2XAMs91fj8d-og,Vegan options,2014-01-13,KGQZvfuthc12iq7p_VzX-w,
tNP02RaH2XAMs91fj8d-og,January special for locals. Get the club card at the Grand.,2014-01-17,KGQZvfuthc12iq7p_VzX-w,
WqzztJCYOYXs9bijyDubHw,1\/2 off sticks thru 6\/6\/14,2014-06-05,KGQZvfuthc12iq7p_VzX-w,
q9wNJpZd1bx22PDpAbwZsA,Theater seating is comfortable and clean,2012-07-09,KGQZvfuthc12iq7p_VzX-w,
G7xS3HiTKHnRhI8cNRGXpA,Sorry earlybirds! They are not open at 6am. Also, the hours are not posted on the door.,2015-06-12,KGQZvfuthc12iq7p_VzX-w,
9fTDeI6mApFX52qYJ8z0mw,Ask for a Dutch Mafia card. Frequent visits have rewards,2015-06-20,KGQZvfuthc12iq7p_VzX-w,
9fTDeI6mApFX52qYJ8z0mw,Do not order the large Dutch Freeze unless you are sharing with 2 others... it is friggin huge!,2015-06-27,KGQZvfuthc12iq7p_VzX-w,
9fTDeI6mApFX52qYJ8z0mw,All the employees are positive and upbeat with high energy. Kelly is my fave, she is so awesome!,2015-07-03,KGQZvfuthc12iq7p_VzX-w,
9fTDeI6mApFX52qYJ8z0mw,David has an awesome attitude! Thank you for taking a meh day and making me smile.  Everyday is a kind day at Dutch Bros.,2015-08-22,KGQZvfuthc12iq7p_VzX-w,
9fTDeI6mApFX52qYJ8z0mw,Open until 2pm on Thanksgiving. They reopen on Friday at 5am.,2015-11-25,KGQZvfuthc12iq7p_VzX-w,
