post_id,comment,created_at,author_id
jH19V2I9fIslnNhDzPmdkA,Great breakfast large portions and friendly waitress. I highly recommend it,2015-08-12,ZcLKXikTHYOnYt5VYRO5sg,
dAa0hB2yrnHzVmsCkN4YvQ,Nice place. Great staff.  A fixture in the township forever,2014-06-20,oaYhjqBbh18ZhU0bpyzSuw,
dAa0hB2yrnHzVmsCkN4YvQ,Happy hour 5-7 Monday - Friday,2016-10-12,ulQ8Nyj7jCUR8M83SUMoRQ,
ESzO3Av0b1_TzKOiqzbQYQ,Parking is a premium, keep circling, you will eventually find a great spot,2017-01-28,ulQ8Nyj7jCUR8M83SUMoRQ,
k7WRPbDd7rztjHcGGkEjlw,Homemade pasta is the best in the area,2017-02-25,ulQ8Nyj7jCUR8M83SUMoRQ,
k7WRPbDd7rztjHcGGkEjlw,Excellent service, staff is dressed professionally, polite, mannered, and well trained,2017-04-08,ulQ8Nyj7jCUR8M83SUMoRQ,
SqW3igh1_Png336VIb5DUA,Come early on Sunday's to avoid the rush,2016-07-03,ulQ8Nyj7jCUR8M83SUMoRQ,
KNpcPGqDORDdvtekXd348w,Love their soup!,2016-01-07,ulQ8Nyj7jCUR8M83SUMoRQ,
KNpcPGqDORDdvtekXd348w,Soups are fantastic!,2016-05-22,ulQ8Nyj7jCUR8M83SUMoRQ,
KNpcPGqDORDdvtekXd348w,Thursday night is $5 burger night,2016-06-09,ulQ8Nyj7jCUR8M83SUMoRQ,
8qNOI6Q1-rJrvWWD5Btz6w,Very good for lunch, bread and soup are excellent,2016-06-01,ulQ8Nyj7jCUR8M83SUMoRQ,
8qNOI6Q1-rJrvWWD5Btz6w,Tuesday spaghetti special  all day $5.59 includes soup or salad and bread,2016-06-14,ulQ8Nyj7jCUR8M83SUMoRQ,
--ujyvoQlwVoBgMYtADiLA,onday $.55 boneless wings,2016-08-22,ulQ8Nyj7jCUR8M83SUMoRQ,
FCUVjQf762no86Uzcbv1Tg,There isn't a bad seat in the house!,2017-01-21,ulQ8Nyj7jCUR8M83SUMoRQ,
Tl_jT2a0bRMac5_YW65GPg,Nice happy hour m-f 5-7pm and th-fr 10pm-12am,2016-06-13,ulQ8Nyj7jCUR8M83SUMoRQ,
Tl_jT2a0bRMac5_YW65GPg,Always have something new on the inter menu, love trying new things here :),2016-06-30,ulQ8Nyj7jCUR8M83SUMoRQ,
c5NHHW0sNm7eaQBwvQJkkw,Brisket sandwich not bad but ask for extra napkins it was quite messy and if you like the taste of bbq ask for extra sauce  on the side...burger a little over cooked...nice restaurant  was very clean,2015-10-28,ulQ8Nyj7jCUR8M83SUMoRQ,
