post_id,comment,created_at,author_id
HYuqGAyy3R-B8CcUTkEfhA,Airplane and old car show today!!!,2012-04-15,UKPkJvtM5ceTng8fG4Wg8A
uOJ87zqbU1MtShCSHDkiyw,A live band on Friday and Saturday nights, with a dance floor!!! Good times :),2012-04-14,UKPkJvtM5ceTng8fG4Wg8A
ld-foUbIqtcYTihGZkGsTw,Trying to get the service dept to fix my car correct this time!,2012-08-27,UKPkJvtM5ceTng8fG4Wg8A
ld-foUbIqtcYTihGZkGsTw,Not the smooth experience that I was looking for! Especially with this being my 2nd time here for the same thing and having an appointment all set up..... Come on Toyota!!!! Might need to look elsewhere for my next new car,2012-08-27,UKPkJvtM5ceTng8fG4Wg8A
NF0H-HFJOK6R8fkhYkFuzw,Blue cheese mushroom filet!!!!,2012-03-08,UKPkJvtM5ceTng8fG4Wg8A
NF0H-HFJOK6R8fkhYkFuzw,Great steak and excellent service by Emily!!,2012-07-21,UKPkJvtM5ceTng8fG4Wg8A
EXaQtXXbXLycMlC0hkP44g,Beautiful nail salon,2013-02-18,UKPkJvtM5ceTng8fG4Wg8A
OZVjQy15DdNsSW3bRAL4mw,Word to the wise! Not a good location for birthday parties!,2014-03-08,UKPkJvtM5ceTng8fG4Wg8A
Zt4ljpwfmBufatNM1zPNcQ,Smoked ham and cheese pasta!!! Sooo yummy,2012-04-14,UKPkJvtM5ceTng8fG4Wg8A
OYVDyiGB09LAB13jXPlayg,Needing a quick pedicure. This will do for now,2012-08-08,UKPkJvtM5ceTng8fG4Wg8A
4eyj3mRhOW03MQYeCP2jLw,Great Vitamin selection here!!,2012-04-15,UKPkJvtM5ceTng8fG4Wg8A
gQnCTgwNFHfB40c8NoGAlw,They have yummy gluten free lemon muffins!!!,2017-07-22,UKPkJvtM5ceTng8fG4Wg8A
Ln9fVEDjGdxmynkws2jICg,How fun is this place!!! Love the food! First time here!!,2012-05-19,UKPkJvtM5ceTng8fG4Wg8A
48MyCW_AGs722pUr-ULreA,Salted Carmel hot chocolate!!!! Yumm,2012-03-05,UKPkJvtM5ceTng8fG4Wg8A
PfVcs4A2sjy3mMJqFFzvIA,Tuesday is Mexican buffet night!! So good!,2012-04-17,UKPkJvtM5ceTng8fG4Wg8A
PfVcs4A2sjy3mMJqFFzvIA,I love this Restraunt! Beautiful surroundings and delicious food!!! You can't ask for more!!!,2012-05-02,UKPkJvtM5ceTng8fG4Wg8A
ByZcAtm7-QuSCplgXK9PtQ,I miss Costco Home Store!,2013-07-08,UKPkJvtM5ceTng8fG4Wg8A
h7EShY2aJJYVa35GL_f62Q,Pretty good food. More of a bar then a Restraunt but it's not bad!,2012-04-23,UKPkJvtM5ceTng8fG4Wg8A
0dbEthYMUMCk9WzVGGZ9zg,They are closed down now...,2014-03-13,UKPkJvtM5ceTng8fG4Wg8A
hW415oE-XnvZSf-EqViKWw,The Super hero sub is yummy!!!!!,2013-01-30,UKPkJvtM5ceTng8fG4Wg8A
7Ny2GHLw8xl_kXfhfrvh5w,Not to pleased with the service at all!,2012-05-06,UKPkJvtM5ceTng8fG4Wg8A
TA57efJ1C0acoCx5mtLnJg,There Mac n cheese is fantastic!!,2013-01-07,UKPkJvtM5ceTng8fG4Wg8A
qnn9E-e9orYf_wK37yLTYw,Great food and service!,2015-08-01,UKPkJvtM5ceTng8fG4Wg8A
GlwOGCjSzts7AnbK9gqmng,Food is ok... Nothing special at all.... Kinda disappointing.,2014-06-27,UKPkJvtM5ceTng8fG4Wg8A
rtKB12BkQVb3x1e4diTIeA,Not bad! Just a little pricy.  At least alot of the food is Organic.,2014-06-12,UKPkJvtM5ceTng8fG4Wg8A
bjhaEF0JeDGwOg6Ko3opwg,I'm not to impressed that you can't even get water cups with your meal....,2014-09-20,UKPkJvtM5ceTng8fG4Wg8A
5ZBaDWQD5nAw0j1XwOvf3w,Terrible customer service at this location. Very rude. Will not be back.,2017-06-03,UKPkJvtM5ceTng8fG4Wg8A
