post_id,comment,created_at,author_id
7MMhQfuDtRHWtouYFVvxkQ,Really closed Mondays...,2012-04-23,Epu165O9lGjvY6QTJpDp9g,
7MMhQfuDtRHWtouYFVvxkQ,Closed.. Can't pay rent,2012-07-15,Epu165O9lGjvY6QTJpDp9g,
3ajqOW9A7VhResA08I7RTg,Trust me...go somewhere else,2012-06-03,Epu165O9lGjvY6QTJpDp9g,
3ajqOW9A7VhResA08I7RTg,Still sucks,2012-06-04,Epu165O9lGjvY6QTJpDp9g,
3ajqOW9A7VhResA08I7RTg,Very pasty biscuits & gravy. You can taste the corn starch,2012-08-12,Epu165O9lGjvY6QTJpDp9g,
zEaGcSVPDQipnRdEZp-F6g,They need to learn how to spell Miller LITE,2013-06-29,Epu165O9lGjvY6QTJpDp9g,
4s_kb5VXnx96fEJLZ_AkIQ,There should be some false in advertising. The pics don't even come close to the food they serve,2012-09-16,Epu165O9lGjvY6QTJpDp9g,
rRipevyN-e02yOxI_Afoxw,Nice park. Sit anywhere,2013-03-03,Epu165O9lGjvY6QTJpDp9g,
rRipevyN-e02yOxI_Afoxw,Nice park, $8 sit anywhere. Come support our Rebels, 16 oz beers $6,2013-04-21,Epu165O9lGjvY6QTJpDp9g,
VlnOGlkwsWaWqyzDxvMMMA,Yaaaaae booooy,2012-04-20,Epu165O9lGjvY6QTJpDp9g,
fWetLvfQXqpZcBQLHldUhA,Nice place & cheaper than the Golden Nugget,2013-03-15,Epu165O9lGjvY6QTJpDp9g,
bRR4gsjHv0F_RnRGjQBqlg,Very good lemon Italian ice & the vanilla custard is sooooo creamy,2012-07-09,Epu165O9lGjvY6QTJpDp9g,
2PgyKR_A92izBnf2JRVA6w,They serve Ellis Island micro beers,,2012-08-18,Epu165O9lGjvY6QTJpDp9g,
SGPjYRy6x7R5ZlGa_nrskg,Anyplace is better than the overpriced Blue Martini.,2012-05-21,Epu165O9lGjvY6QTJpDp9g,
IOEGLxXwCNiq4P-U359D7Q,Gonna try it, review to come. Got the Philly & a cheese pizza. Trust me I can't wait for this.  Holy shit is the Philly gooooooood,2012-09-12,Epu165O9lGjvY6QTJpDp9g,
aq5dfc469jZ0-xhIYLgCNw,Gonna try the food again...first time was a strike out,2012-08-17,Epu165O9lGjvY6QTJpDp9g,
zzzaIBwimxVej4tY6qFOUQ,$6.99 for 5 fingers, fries, slaw, toast, sauce & coke,2012-11-19,Epu165O9lGjvY6QTJpDp9g,
IMLrj2klosTFvPRLv56cng,Top 3 men's restrooms in town,2013-04-28,Epu165O9lGjvY6QTJpDp9g,
uhb7nSskHRm5RFbGkGlGwQ,Bring a coat, it's always cold in here,2013-02-24,Epu165O9lGjvY6QTJpDp9g,
uhb7nSskHRm5RFbGkGlGwQ,Good breakfast, it just seems to take a little long,2013-03-31,Epu165O9lGjvY6QTJpDp9g,
uhb7nSskHRm5RFbGkGlGwQ,If you don't even try anything else. You have to try the the fresh OJ,2013-06-02,Epu165O9lGjvY6QTJpDp9g,
uhb7nSskHRm5RFbGkGlGwQ,The menu read Hash Browns but they give u crappy deep fried potato chunks,2014-02-16,Epu165O9lGjvY6QTJpDp9g,
TA1dpJpodkG2NR7JJLIicQ,Not a good happy hour yet but I'm working on them,2013-04-18,Epu165O9lGjvY6QTJpDp9g,
TA1dpJpodkG2NR7JJLIicQ,New happy hour,2013-04-29,Epu165O9lGjvY6QTJpDp9g,
TA1dpJpodkG2NR7JJLIicQ,New HH,2013-05-21,Epu165O9lGjvY6QTJpDp9g,
TA1dpJpodkG2NR7JJLIicQ,Nice open air seating,2013-05-30,Epu165O9lGjvY6QTJpDp9g,
g9iIBuh-g4ld3w3kUWLMqw,In the top 3 pizzas in town,2013-03-16,Epu165O9lGjvY6QTJpDp9g,
78XbdLi5e42XDxgnxuYacg,Wow, you gotta have the side salad that comes with your meal...it's great,2013-03-10,Epu165O9lGjvY6QTJpDp9g,
78XbdLi5e42XDxgnxuYacg,They changed there house salad dressing,2013-05-26,Epu165O9lGjvY6QTJpDp9g,
vl1aHp6pvnSmpoRQShWLjg,Beer flight $6.99,2013-09-09,Epu165O9lGjvY6QTJpDp9g,
R_LcZEX_Ua4JnC3CFg_ZmQ,Super size Jenga,2016-01-05,Epu165O9lGjvY6QTJpDp9g,
UTXNr62dGSK-tet8OeXUcQ,NO happy hour at this location,2014-04-28,Epu165O9lGjvY6QTJpDp9g,
HhVmDybpU7L50Kb5A0jXTg,This place is listed as African??,2014-05-25,Epu165O9lGjvY6QTJpDp9g,
g6l78EOVGYzMmnTSGj8TcA,They only will comp a drink if your playing $2.50 a push.....I think not,2016-06-14,Epu165O9lGjvY6QTJpDp9g,
nO2mE8gLNxi1Fsm6bZsn-g,Staff spends a lot of time BSing with each other.  Just kinda a very basic bar food,2015-01-10,Epu165O9lGjvY6QTJpDp9g,
nO2mE8gLNxi1Fsm6bZsn-g,Club music,2015-01-12,Epu165O9lGjvY6QTJpDp9g,
nO2mE8gLNxi1Fsm6bZsn-g,Bring a phone charger because this place will drain your battery,2015-09-24,Epu165O9lGjvY6QTJpDp9g,
nO2mE8gLNxi1Fsm6bZsn-g,Club music,2015-01-10,Epu165O9lGjvY6QTJpDp9g,
YGpJ2WgQzaywcWMi4HCoEw,Do a good thing...donate,2012-02-09,Epu165O9lGjvY6QTJpDp9g,
0IpwKPDV25gub5CRxzC1FA,Great place,2016-10-19,W9GgDjos2jUobcSGUMKp0A,
HOarFvVeMrdrikfjf7-uGQ,Bring your car here. Fast service and great prices. Excellent.,2015-01-03,NTuvVb-ZwQ_rFn6W9Krm7A,
0jtRI7hVMpQHpUVtUy4ITw,Great green chili Verde omelet,2011-09-10,NTuvVb-ZwQ_rFn6W9Krm7A,
wuHom3KBiBwgwRP2Z9hC5Q,Gun show,2011-12-11,NTuvVb-ZwQ_rFn6W9Krm7A,
pHJu8tj3sI8eC5aIHLFEfQ,Garlic bread and arrabiata sauce,2011-11-11,NTuvVb-ZwQ_rFn6W9Krm7A,
Qf6EnIzKqhXQg4YNkVAqHQ,Four course feast $15 (coupon in last Sunday newspaper),2012-01-12,NTuvVb-ZwQ_rFn6W9Krm7A,
4RoTEeqB_MNn6yaqZmlZHg,Great assortment of indie films,2014-01-15,NTuvVb-ZwQ_rFn6W9Krm7A,
iQrOVQFtcoV0itpyUPVuDQ,Steven and Dave make a great Christmas blend,2011-11-15,NTuvVb-ZwQ_rFn6W9Krm7A,
-Tb_eUD3LALhoYYUSXQveQ,The best marshalls. Excellent assortment of name brand items.,2014-01-15,NTuvVb-ZwQ_rFn6W9Krm7A,
mnU3iGsL55MCWXiWV3AcAQ,They are open early...thanks goodness,2011-11-01,NTuvVb-ZwQ_rFn6W9Krm7A,
WO1sgbYB6u6VVcvChanp5g,Excellent assortment of kimchi's,2014-01-13,NTuvVb-ZwQ_rFn6W9Krm7A,
3xmfT7l3xNH5LK1dLzfvGw,Streats!! Food truck heaven,2011-09-09,NTuvVb-ZwQ_rFn6W9Krm7A,
4QAgHOm7BE5yZupy0j-NJQ,I love this Starbucks!!!,2011-10-25,NTuvVb-ZwQ_rFn6W9Krm7A,
4QAgHOm7BE5yZupy0j-NJQ,No line. Friendly service. Love this location,2011-10-30,NTuvVb-ZwQ_rFn6W9Krm7A,
gjzQoi1AkRxYRl8-dFGGPQ,$149.99 perfume for $29.99! Sweet,2011-11-08,NTuvVb-ZwQ_rFn6W9Krm7A,
