post_id,comment,created_at,author_id
srehav6yOGv0LvyexqFZXA,Amazing experience!  I highly recommend Charlotte Neuromassage,2017-11-20,F-kJfUrEf8EGdzCAp7i-cg
WDhkSoAJZmssI1RlCq87xQ,Go for the Just Craft soda for some best all natural soda,2017-11-15,ncu5R6dXIgDaObN-0GPtPA
WDhkSoAJZmssI1RlCq87xQ,Food Dudes Salted Caramel Chocolate Chip cookies are one of the best in the whole of T.O.,2017-11-15,ncu5R6dXIgDaObN-0GPtPA
a8_FxEKx4YcJo0DTKj_jUQ,This show is about 90 minutes with no intermission.,2017-11-21,T3TxHHWRJ2hnTwlLeHu1VQ
zYDAMT8UjETKRSYGXsbL3A,Best authentic chinese food!,2017-11-19,RHzpeGR2NNsj5ASlfxU-7w
390FWEJVavlpg9VNWQxCWQ,Make this your number one go to for a fresh and healthy seafood lunch.  All the accoutrements just pop in your mouth!,2017-01-06,LRki_2GO-IGTh-3IBOBOMg
390FWEJVavlpg9VNWQxCWQ,Best Poke in town! The fish is so fresh.,2017-02-27,y6QTHPOEEEK3l6WQfuT4CQ
390FWEJVavlpg9VNWQxCWQ,Yummy! Friendly & attentive staff! I will be back for another Poke fix!,2017-03-26,Sqe10Up66IxCqCvmt7cYNg
390FWEJVavlpg9VNWQxCWQ,Best poke I've had yet. Awesome staff as well.,2017-03-29,kHQ20VgbTl1W6lBi5kjSkA
390FWEJVavlpg9VNWQxCWQ,This place is absolutely freezing, take your food to go!,2017-06-24,TF9eVTIQm--1VIQcf9CU2w
390FWEJVavlpg9VNWQxCWQ,Excellent food, great options, great service. We really enjoyed our meal!,2017-08-14,u3-BMH8X6D2hRfDBazzwCA
390FWEJVavlpg9VNWQxCWQ,Yummy - I'm from Hawaii and it makes me homesick!,2017-08-19,xWF7gR_wi7Q6RQ1z6M6ylg
390FWEJVavlpg9VNWQxCWQ,Visiting from out of town-fresh fish, nice,2017-08-26,OFfKhFDqRUCnFeFYogc3mw
3p410D9YzcmgyXQWCcCPiA,Absolutely Amazing Food! Great staff, great atmosphere. Do not miss out on this!,2017-11-29,NyTJxiJmXsEMsQq5FeoT-g
mD8bJbumIGOtlXXuvVNuqw,Get the chicken and waffles!!!,2017-11-22,iuKH1uA3raq2IyfHX4xQ4Q
920ApAlhxx8dKO82UCBwJg,Since this Timmy's is at a mall, park in the mall parking lot so that you don't get trapped in Timmy's own parking lot by the drive through traffic.,2017-11-18,hiCEt6RVMW7kc4pnFDjjXQ
920ApAlhxx8dKO82UCBwJg,Always excellent quick service,2016-07-30,hq6afqyjWjzk0tjadyZ56A
mFATxfOnIWJoyGzWERru9Q,detailed my motor looked brand new  great job jimmy,2017-12-10,7-lmd0KpRLrXIijqPQlcJQ
_rHFjWz38oq4-pH3TlInig,These guys were great, simple process, results were fast, next day,2017-11-22,F_uBW3pvkrtWoKxUXyRH-A
_rHFjWz38oq4-pH3TlInig,good services and quick response even for the results..thnx,2017-12-07,G60anS-sGDdNrGn3VaW98Q
twt2i-TrO6fP9fh5yM3h1g,doesnt offer 67 cent hamburgers,2017-08-16,gxk3kV9SbQPyb0sg4VgwLA
twt2i-TrO6fP9fh5yM3h1g,Lmfao he gone,2017-10-16,CRcYxY6h2ouO9fuTL3EcBQ
rmxFplbiudMQYi_j2gCXcA,Look for the room in the back with the pool tables!,2017-12-05,n2AxoYbpa9RTB0d8esGHGw
fOq7DDqqsVm2XOFSL925XA,Beautiful place and the staff was great!!!,2017-11-24,6_9NMvfFcx7GuYwWF62J6g
SDsEevYcyo6Jf7xqpJeosw,Yummy! So good! Worth every calorie!,2017-12-03,56SVm-xqTmR_hVzJ_OZEXg
SDsEevYcyo6Jf7xqpJeosw,Uuyrjthhg,2017-12-04,sMvc6FuoBDPXJa6d-TDgPA
SZD6OTT1cc-ZznfAoyKudw,Bring earplugs and be prepared to wait a longtime for everything.,2017-12-06,0qSSZHCGljgqVNaydD0yZw
_qqIn_vR1_xaETgCmqrNGw,Just don't go! Not worth it even if it were free,2017-12-02,K2pUc-SMzShL2xB72WuQJQ
IlYNJUylnAinXsuytty70Q,no MSG，but very delicious broth，I like it ！The kebab is excellent！,2017-12-05,d_7uKkJg1mfV61ZxG3cAfg
IlYNJUylnAinXsuytty70Q,烧烤味道和国内一样，鹌鹑很赞，高汤很好。,2017-12-03,0HuycpZkW_w42iToVg7mHQ
hO6hZ_1JbcUgU8py6RQUng,Great night for an amazing cause.  All of the food was incredible!,2017-11-30,jmnyJqi8PMn4EmocI3ZROg
mRUVMJkUGxrByzMQ2MuOpA,The best burgers ever!! Servers are nice and the place is clean!!!!,2017-12-06,7F3PS0IJvF5BUlsIMm2iNA
AR0b2PPSBfl8SRUGx-QCmA,Awesome food great live entertainment,2017-12-03,A9WQWLL7mN6cwOklTcbppg
RWwcoU716D8j519RL7paVA,Great new place. Staff was very friendly and helpful. Good stuff,2017-12-05,bQxvo4r6y6HImAJZShR3Eg
aY0ZSpAK7h7-SmP6KVS8oA,Beautiful location, beautiful event, beautiful team!,2017-12-07,eqtEDyqn1kCXwlo2OKdW_Q
