post_id,comment,created_at,author_id
vDQ8W33mMMSvw_kNf5oOEg,The customer service is horrible... They only take basic information and do whatever they want to your dog... Don't bring them here,2015-12-12,aaLhP48B8Ex_K0AAoqe2Tw,
IuSx68tb7iZa-aAeknXp8A,J'aime le!!,2014-06-02,0sWhPrA-hMBvZjzkDL38oA,
f4x1YBxkLrZg652xt2KR5g,Food was great!!!,2017-04-15,EqXooCH8CV3yzATS-mZvaw,
poYsvuOmVDqF4dTnjJ780A,Easy to find close to target... need a little clean up way different than the NORTH location when u get it the smell of coffee is so good and it's really clean! hopefully this location will step up their game a little be clean the store the tables,2016-08-19,EqXooCH8CV3yzATS-mZvaw,
pcA3DcjbkkQERU1dbsiSow,I love the food here... It's a small place easy to find and friendly people(ALEX is awesome) About to try the Baklava! Their food has BIG portion and the price is cheap!,2016-06-27,EqXooCH8CV3yzATS-mZvaw,
5ma1OUQWy_Ds80xUiP7JPQ,Love this place the burger is really good!,2017-05-25,EqXooCH8CV3yzATS-mZvaw,
GmdujALb1Nq2RHGr7jhCaA,The only Thing I hate which is normal already is LONG WAIT! That's it rather than that everything is great the food! The old lady is always nice I think she's the owner,2016-09-25,EqXooCH8CV3yzATS-mZvaw,
hihud--QRriCYZw1zZvW4g,The food is great . BBQ is a nice try. Close to the strip. Recommend.,2015-10-30,b1zBQiGHPDIcwwR5vuO41A,
grlL6zmHBOer9rPycsRhBA,Great service, great food, nice place! The bar upstairs is nice too.,2015-06-14,hygQwF80Wn8ipWQoUQpfsw,
_JUcpJNi3BbVyrXADNrXTg,The service is always great. Michelle was so friendly and helpful.,2017-06-29,66NoSyEa3TjOuv0w7omAmg,
_JUcpJNi3BbVyrXADNrXTg,Not only do they have the best product, but the service is amazing.,2017-07-24,66NoSyEa3TjOuv0w7omAmg,
uOpLtxBHoQS6nZhVML7i0g,Do not come here, they will try to scam you at every stop. Trust me drive elsewhere.,2016-06-19,q52JA81MrpC8DoUY65t-9Q,
2DMxJUDUlHiS7P_GKDPvxw,Don't go there. If you have to, go at morning before 9am. But the way, you will disappointed later on. Just let u know at the beginning.,2014-05-12,vxH_zDmgCocFevvn2M02eA,
eJKnymd0BywNPrJw1IuXVw,A scorpion shot is $20,2017-05-29,PGdzq1DWMtpXsW51cj0ADg,
eh127ASMZstrELE0K0XADw,Place is cute, cozy, and super tiny! The lobster roll is cute and small. Couldn't enjoy it before it was in my tummy.,2017-05-30,PGdzq1DWMtpXsW51cj0ADg,
5xdKUuu4DbJ71KGbwRXfFg,Great ramen. Don't underestimate the spiciness of the broth,2017-08-03,kuq2jioRVx6F1NM9OLufMw,
y4ETe3DkcIjjr_eyeg5U5g,Everything here is amazing! Definitely try the sticky toffee pudding!,2017-07-25,wi0d3o8tU6ahnUllJ3332w,
PbyqDJf815zRn-7p6vYpAQ,tashja is da bestest waitress eva,2017-01-01,P04rhecvmWklyUVO9tzl6A,
We8W2HzEggexC6EnQe8uVg,.,2017-07-20,P04rhecvmWklyUVO9tzl6A,
ywF14Amq9SLX5o8Qnx3hgA,Food is good but service was not.,2017-11-11,JkiG0i01YTssRTz3B4ZLuw,
G_05ZI4Vpl4bxjjZR11jEQ,Beautiful. Love the scenery and if you just need to relax and enjoy life, this is your place.,2012-08-12,z5iPW-RujkENmWqKVcBNug,
ZrtROjmux0QieMkwqlnnTA,Great flavor and cheap prices. HAHAHA!!! Just kidding. But I was serious about the great flavor.,2012-08-11,z5iPW-RujkENmWqKVcBNug,
-uGMZNvGu7gsrOaUMAmf_A,Get the chocolate hazelnut croissant!!,2012-11-25,z5iPW-RujkENmWqKVcBNug,
G_05ZI4Vpl4bxjjZR11jEQ,Vivre a Montréal + aimé les plante = s'acheté 1pass a 45$ pour accès illimité + d'autre bonus,2012-11-06,330e2vryt_yKpcKspCkrYw,
b_cb87bZ4W87RqXxbJeuLg,Beaucoup moins chers, très pratique et varié !,2012-11-02,330e2vryt_yKpcKspCkrYw,
G_05ZI4Vpl4bxjjZR11jEQ,Visit the Chinese Garden the architecture was pretty amazing :-),2014-11-09,NuCYI_Ajnb3HULcHAnDA3w,
G_05ZI4Vpl4bxjjZR11jEQ,Can't miss the Japanese gardens!!,2015-07-29,9bcHErcMNnNUsTVYnNNbKA,
G_05ZI4Vpl4bxjjZR11jEQ,Bring some food,  as the garden is huge and you may spend the whole day wondering!,2015-08-13,fiKR50Wxuu-6YzuotTeRnA,
GHxkBytq6H6piwCJyYnu3g,Take your best camera with you as the panoramic view is amazing!  If you use your Access Montreal card and have your medical card to prove your residency in Quebec, you get the ticket discounted at half!,2015-08-26,fiKR50Wxuu-6YzuotTeRnA,
C8omhqzhieLXtqixxNYQpw,Ideal for cycling, skating and running!,2015-08-13,fiKR50Wxuu-6YzuotTeRnA,
8KSAQCNTdGu7LIL0aRaP2A,Spray the kids with something against mosquito's!,2015-08-13,fiKR50Wxuu-6YzuotTeRnA,
98YzjvO45DRRvqrNv0hhAA,Streetcars are completely unreliable, you can't purchase tokens with debit cards at TTC stations, you can't purchase monthly passes unless it's the start of the month, or weekly passes unless it's the start of the week. This, when in London you can use your debit card paypass to tap on in buses and can buy a weekly or monthly pass at any point. I love Toronto, but as a newbie I am completely confused as to why a 'modern' city like this is so far behind with payment systems.,2014-03-10,4ig9yqJjfwddr3X7YFkD3A,
98YzjvO45DRRvqrNv0hhAA,An organsation run by monkeys virtually all employees are rude (cause they hate there job) highschool drop outs.,2014-09-19,S8CPsROz-px6wb18YC3Bcw,
98YzjvO45DRRvqrNv0hhAA,Total Transit Chaos... I have experienced transit systems across the globe.  Hands down this is the worst. Corrupt organisation, rude employees is almost a criteria for hiring. Drivers sobriety is often questionable, I could go on for days...,2014-09-30,S8CPsROz-px6wb18YC3Bcw,
2tco5mVUfm7IJQG47v5kdA,Skip this store. Shop online.,2016-08-12,q5ns-aoh3106N48x8b2Y9Q,
iwBEcklG1fx_D4MmgqpiwA,Worst customer service EVER!!!,2012-01-29,A6N5cMt9SW2p175-Uca42w,
Sg2l7S_huzkRLmk2NoeuSg,For those traveling on the GO Train, download their GO mobile app to check platform departures and skip waiting beside the tv's!,2015-01-27,LD9cvMuHPI-bV7nhj0Upaw,
zA6gnF5aPBGoOm6uIbKt-A,Good selection of sake!,2015-01-27,LD9cvMuHPI-bV7nhj0Upaw,
Sg2l7S_huzkRLmk2NoeuSg,Don't touch the tracks. Trust me on this one. If you are somewhere where you can actually reach the tracks, you probably shouldn't be there either.,2016-06-27,OFzOf66r8DDOjfXhxLoylQ,
_BnBjRMt5Ba-TAv07r3fyw,Fresh pasta, delicious pizza, cold pints and nice patio.,2011-07-29,7L-mHBbhSVzJwN-kaB53ig,
_BnBjRMt5Ba-TAv07r3fyw,Great service, and nice food.,2014-07-16,DbhVC-PVsN5oZ9USIjDzrA,
_BnBjRMt5Ba-TAv07r3fyw,The meatball appetizer is huge.,2014-07-16,ahDxPzmaQuSOQtQMvZryZw,
_BnBjRMt5Ba-TAv07r3fyw,I really like the place. All dishes are good!!!,2017-08-28,1gDlsh56kSe4qWf981MNLA,
_BnBjRMt5Ba-TAv07r3fyw,Excellent Italian restaurant in a lively part of Montreal. Highly recommended.,2017-09-25,tJZnXf1mafOOEcUNd3yoiA,
T31OpguLpvs6rkS8dZ4UHw,This hasn't been a Hilton for over 2 years,2017-06-24,TVN3qoXU0-sateboutdCZg,
VMblyLXXq-jnxnz4PRWOgQ,On the road,2012-10-21,D5VHN977GB-Wk1esSU9VaA,
4nJWUXQqm8vxubgC_0AcCQ,Juicy Lucy's will explode with juiciness... watch out!,2011-11-12,xExTEFDDNIjXX-oVcKB6Lg,
MS-hfug4QDXqb_Mws3qlzA,I liked the pork, beef and fish tacos!,2013-06-28,xExTEFDDNIjXX-oVcKB6Lg,
hTUtle9Btvw-K_0ne0og_A,The pho broth is very flavourful with good coriander flavour!,2014-01-01,xExTEFDDNIjXX-oVcKB6Lg,
aAYl1-tsvP9Kzs7YESi8Rg,Great smoky flavour... Sausages are a bit spicy!,2013-08-30,xExTEFDDNIjXX-oVcKB6Lg,
pn-RHSyXRsgsBoJ4hNIrgA,Super Friendly & Awesome Place! Owner takes pride in his creation!,2017-02-18,xExTEFDDNIjXX-oVcKB6Lg,
PotiAhtDMYMNsJCzV0oLAw,Know what you're going in there to get and stick to it, because Walmart deals are so good you might walk out with more than you plan on getting. Lol,2014-05-21,NOX1s6dROvRjXWZfg0ZFJA,
