post_id,comment,created_at,author_id
Uo84nFvvrCV0xZN2NzDogA,Can't go wrong with 11 secret herbs and spices. Boom!,2016-04-17,oMEXUtEEZ04MCRo6PPalKw
FGy4UJ1Qri_KruPZiPmWYQ,Cluck cluck that was awesome! Quinoa salad with chicken was mad legit.,2016-04-17,oMEXUtEEZ04MCRo6PPalKw
9jM0wrm_GjJGw-XNdNrzPQ,Had the best time tonight. Felicia was our bartender and absolutely killed it.,2017-05-08,oMEXUtEEZ04MCRo6PPalKw
9jM0wrm_GjJGw-XNdNrzPQ,Had a great time and great cocktails. Definitely recommend.,2017-12-03,oMEXUtEEZ04MCRo6PPalKw
coGEHGuUtnABP7KHgGlmRg,Wow the food as absolutely fantastic!,2017-10-23,JiqOrVPK-Av_c5Nu5-Xqzg
-DnaKAs2oK3rXfrjSvn9ew,This fire I do enjoy. Since its difficult to fine on this part of town,2015-02-13,2jFRx2oa56h59jyHR_n09A
s7keQ0-OQ5Li_IKGKVTarw,Sip on citrus water while getting your pedi!,2014-08-08,4kiJNrkwyHpy1rwohJOrUg
s7keQ0-OQ5Li_IKGKVTarw,Make sure to make an appointment asking for Danny or the other young gentleman as the are the only ones worth seeing.,2015-05-02,JmXApFFpW_DJI3HNsLJLfg
s7keQ0-OQ5Li_IKGKVTarw,Clean and beautiful inside. Wine with Pedi? Yes please!!,2014-05-24,CJ5FdAHHtBAoqroBaCPZjg
UmDW4VOxrdiWcP0RJBFmHQ,6 to 7 hours to have the auto butler service done, this place sucks!,2014-10-01,lxPBBRXTCjgEipR4Vf7_Kw
UmDW4VOxrdiWcP0RJBFmHQ,Don't make an online appointment here because they don't take appointments. It's first come first serve.,2015-06-27,6TQmQJ4Jdjs0RSp73MUFwQ
UmDW4VOxrdiWcP0RJBFmHQ,Awesome experience. In and out in 2.hours with my new Citadel.,2016-04-04,Pxxaptjss0cMhRk9Gz8lhw
UmDW4VOxrdiWcP0RJBFmHQ,Tip: know what you want and what compromises you are willing to make when buying a car. More people would be happy with their car buying experience if they didnt treat it like high-stakes poker,2016-04-05,8cnhnuKuNoqRMusLe4JrcQ
UmDW4VOxrdiWcP0RJBFmHQ,Justin lives there w George and Zach and Baylor drink during office hours,2016-04-28,ODCwHuMRKA50YbTeefK1kQ
UmDW4VOxrdiWcP0RJBFmHQ,The request to email this business was just show. Very disappointing.,2016-05-07,kGszi5mp7U6AizQG22b5Mg
UmDW4VOxrdiWcP0RJBFmHQ,randan W is spot on.,2017-01-17,d_XwdbmbtvR5uzqE39BnQw
UmDW4VOxrdiWcP0RJBFmHQ,I am very happy with my lovely jeep!,2017-06-17,exRFrZlrweEUpKESyITulw
Nb3hAuv8OkpFgSImYdt3Rg,use the app to order and skip the line!,2016-11-05,rfHxWVH9p20JYtsMtYnShQ
fbVFJNbdVPjVq_pCwh8PFQ,This place is pretty sweet! Cool vintage shop up front and cool salon in the back. Ashley did a great job on my hair!,2014-04-27,9ucLbZx_1JsK54sBSnOpVQ
fbVFJNbdVPjVq_pCwh8PFQ,Great place. Go see Deanne she listens and does a good job executing.,2015-04-16,CMPW3HV9m-6kaWiJOamsQg
LWcn5_F8c5iDLvVCootw3A,The Caesar salad and lobster ravioli is to die for! We will definitely be back!!,2015-10-24,khFHPyanChkuMT2WsKI5tQ
LWcn5_F8c5iDLvVCootw3A,Good food horrible service,2017-03-18,JMTEVW0Yq5UTUGek6eZlcw
LWcn5_F8c5iDLvVCootw3A,Great pasta.  Great wings.,2017-04-10,-oE38ACjR51iTlMxMd7XXg
LWcn5_F8c5iDLvVCootw3A,Love this place, and (Trish) is amazing with guests!!,2017-08-18,3mRpOquUwgOj3MiYCavUkg
LWcn5_F8c5iDLvVCootw3A,Great service great wings good family vibe.,2017-09-14,oB4a7mg6psyOuYVPONmlfg
LWcn5_F8c5iDLvVCootw3A,Best wings around!!! And $1 beer night on Wednesdays - can't beat it.,2014-01-26,-Kbod99nBgrwI8CGywvFXQ
oqXHSoOUuYnPj5TJ-9Bx1g, hope he's not do work at this area,2016-07-07,_UcWybxS4qUNUNo09nNGSA
oqXHSoOUuYnPj5TJ-9Bx1g,5 stars for the midnight shift guys! Thanks for all you do!!,2016-12-24,8wfskB14ohWuu012m4IkTg
flEnFkUtW5YVowWbenXsSg,Pricey for average Pakistani food...paid $12 for 12 small gulab jamun..,2016-02-15,6x-aattkS6VfqeA63uz-Ng
5N8R7ALESZ30EoAzVJtabw,Amazing chicken...ODB is my fave,2016-02-15,6x-aattkS6VfqeA63uz-Ng
Q9is4jcGh5FT_1sAKilu6g,PROBABLY THE BEST PLACE EVER ! Everything is gluten free here! I'm in heaven ! The donuts are phenomenal!,2014-06-29,FtAuX5u4gp3_tlUaF7J3MA
Q9is4jcGh5FT_1sAKilu6g,Great bakery.  Go early for best selections,2014-07-03,7G89pC22qsQEgt-XKigZUw
Q9is4jcGh5FT_1sAKilu6g,Everything is gluten free and made from scratch! I have not had a bad meal or item from here!,2014-08-01,MHRQ5K1pL_bPybVRi27wIw
Q9is4jcGh5FT_1sAKilu6g,Make sure and go early if your after pastries because they go quick,2014-09-15,nP3U_Wcg6fU7vG9-LrekHA
Q9is4jcGh5FT_1sAKilu6g,Awesome pastries. Great local restaurant.  A must go. :),2014-10-04,PULRoUJufloPOa35I8ZapA
ogW-9p7lcXQYTPymXy9KXw,Awesome!,2016-02-21,PULRoUJufloPOa35I8ZapA
Q9is4jcGh5FT_1sAKilu6g,Great food great service! Had an omelette and French toast. Wonderful experience!,2014-10-09,HM0iXmmCrwF3YQDQmbNHaQ
Q9is4jcGh5FT_1sAKilu6g,Celiac dream come true!,2014-10-17,P6iS9oTwIxtFwGEf1uItTw
Q9is4jcGh5FT_1sAKilu6g,Best food ever! Save room for dessert!,2014-12-02,Yrv6IQwsfXU607bYgzItGg
Q9is4jcGh5FT_1sAKilu6g,Fabulous biscuits and gravy - enjoyed every bite!,2015-10-29,333VaEWDorer5eyFx50NuQ
Q9is4jcGh5FT_1sAKilu6g,This place is heaven for anyone gluten-intolerant!,2016-03-04,EBZX73UREfOp7oFp2hpmLQ
Q9is4jcGh5FT_1sAKilu6g,Food is AMAZING! Delicious and would have no idea it's gluten free. Unreal,2016-07-20,SJIZ-4jas8srRfOcW7OTDQ
