post_id,comment,created_at,author_id
zFnPRtP7LGvr3sfxvy_dfg,Bring on the Cold Mountain!!!,2011-12-15,QXaRek__Hiw1UuyfzZ6DKQ,
zFnPRtP7LGvr3sfxvy_dfg,Merry Christmas!!!,2011-12-18,QXaRek__Hiw1UuyfzZ6DKQ,
E0TK141YMBP0LBknhVKEqw,Brownie in a blanket... Oh em gee!!!!,2011-11-23,QXaRek__Hiw1UuyfzZ6DKQ,
Daasejc2-RV-MxEKpPjXtA,Spicy teriyaki wings are awesome! And some of the best fries in Charlotte!,2012-04-27,QXaRek__Hiw1UuyfzZ6DKQ,
bMTqFQqYoeANon4iVlatpQ,The spaghetti sauce is amazing :),2012-03-24,QXaRek__Hiw1UuyfzZ6DKQ,
zLAjobZ6B_0tgJsB41FNuQ,Ask for Ellen, she is awesome!,2012-07-03,QXaRek__Hiw1UuyfzZ6DKQ,
8kKTZ0TzLpuPbk8eNGBEGA,Great lunch menu with lots of tasty choices!,2013-05-07,QXaRek__Hiw1UuyfzZ6DKQ,
phsHuoggs0hS-Zc70ni5Bg,Got the new ""shellac"" (sp?) polish... They did a great job!,2011-11-04,QXaRek__Hiw1UuyfzZ6DKQ,
SHFlELFcEcAOJv_fTAKChQ,See the comments under this post for a final determination.. but so far so good!,2011-10-08,QXaRek__Hiw1UuyfzZ6DKQ,
d8lmIZIqmBC9oPM8y1dc7Q,Charro beans are super good!,2012-09-02,QXaRek__Hiw1UuyfzZ6DKQ,
c9K1RoEEmTDoM2DnGot_NQ,Enjoying the Kaleidoscope Ice Show:-),2012-11-14,QXaRek__Hiw1UuyfzZ6DKQ,
XMrLwzmEAsfNpbKRC7vUzQ,Taps on the tables and good food!,2011-07-03,QXaRek__Hiw1UuyfzZ6DKQ,
XMrLwzmEAsfNpbKRC7vUzQ,Way better than the Southpark location!,2011-08-12,QXaRek__Hiw1UuyfzZ6DKQ,
XMrLwzmEAsfNpbKRC7vUzQ,Cottonwood Pumpkin Spice is on draft! Yummy!!!!,2011-09-14,QXaRek__Hiw1UuyfzZ6DKQ,
XMrLwzmEAsfNpbKRC7vUzQ,Cold Mountain Ale by Highlands.. Mmmmmm!!,2011-11-07,QXaRek__Hiw1UuyfzZ6DKQ,
1FlIbmN4aNJuXsGK0shnfQ,The house dressing is absolute perfection, and zucchini fries and fried chicken are the best in town!,2012-10-03,QXaRek__Hiw1UuyfzZ6DKQ,
bXbCGFk3ZjLcTdQQB-xPyQ,The bread and dip is awesome!,2013-07-20,QXaRek__Hiw1UuyfzZ6DKQ,
61Gcb01LdGskyOidVSAmWg,Good,2012-07-06,V_tKCEpP_3qqW1HxZIGoFg,
T2tEMLpTeSMxLKpxwFdS3g,Great,2017-01-31,V_tKCEpP_3qqW1HxZIGoFg,
WxtjFPaPK1WGBHGQhq2bBA,Great burgers,2017-01-31,V_tKCEpP_3qqW1HxZIGoFg,
9dqdzRzjSfbnMvjUGqWBAw,Friendly and good food,2017-01-31,V_tKCEpP_3qqW1HxZIGoFg,
6Ef2Ovnj-DLsXzUQyG2b7w,Nice atmosphere and good beer and wine in old Huntersville,2016-10-22,V_tKCEpP_3qqW1HxZIGoFg,
62O27qrgr_yl--a3DwiW3Q,Great place for brunch. Nice neighborhood,2017-01-31,V_tKCEpP_3qqW1HxZIGoFg,
rHD9SpreD8BJ0YVY9yuc1g,Awesome,2014-10-06,V_tKCEpP_3qqW1HxZIGoFg,
Fc-CATJZ0rD2pVfcGdPL6Q,Not sure what is going on in this location but their produce is not fresh.,2016-05-02,V_tKCEpP_3qqW1HxZIGoFg,
Nx_08EV_upf87T566h_Pvw,Brewing my favs Costa Rica and Mahogany!,2011-05-03,lex6dMPYthREV3iR9BasSg,
Nx_08EV_upf87T566h_Pvw,BOU Breakfast is coming!!!,2011-06-07,lex6dMPYthREV3iR9BasSg,
Nx_08EV_upf87T566h_Pvw,caribou now has breakfast sandwiches!,2011-08-04,lex6dMPYthREV3iR9BasSg,
nLmgrCtMOkenVoJm2n8O4g,long day!,2012-05-23,lex6dMPYthREV3iR9BasSg,
yQab5dxZzgBLTEHCw9V7_w,Picking up Dale,2012-05-23,lex6dMPYthREV3iR9BasSg,
10tJuB_YkVQWuk4PtoI7iA,Sarma NOM NOM NOM!,2011-05-07,lex6dMPYthREV3iR9BasSg,
WIfPa0J6cvQ45DlPnW8pKQ,horrible!,2011-07-07,lex6dMPYthREV3iR9BasSg,
Rx6PF3O6Q8pJz8dLMJZfKQ,Rude staff, incorrect ordering, and a disregard for cleanliness.,2016-08-14,lex6dMPYthREV3iR9BasSg,
RbMo9QIPDWP7nAAolS7IFA,Great food, cute bubbly server!,2011-05-05,lex6dMPYthREV3iR9BasSg,
1WtUgLhdBdQ39aBvEUbsnw,Service seems a little overwhelmed sometimes, this place is amazing I just don't know of they know it yet to staff it properly,2011-05-03,lex6dMPYthREV3iR9BasSg,
Nx_08EV_upf87T566h_Pvw,My favorite place for Vanilla mocha prepared with skimmed milk!,2013-03-12,tsg7XY_BFaqoP4Y6R5Ui4Q,
Nx_08EV_upf87T566h_Pvw,No more Roobios lemonade,2011-01-25,Ba-HWPwRy0xFa0DMwUZyYw,
yQab5dxZzgBLTEHCw9V7_w,US Airways luggage pickup at zone B,2011-01-23,Ba-HWPwRy0xFa0DMwUZyYw,
NJtFVBf66FUT0eNf_TdqoA,Come early and communicate w them. Prompt pleasant  service-this Gal couldn't ask for more!,2013-06-04,9sVPTvob7602kf50ETTC_w,
yAwo0xYilxcOd4nxLo20DQ,Apparently the hours of operation posted on the door are just a suggestion bc this is the second time they are not open when they are to be.,2012-01-12,9sVPTvob7602kf50ETTC_w,
P9xoO-WxaazIMQI7grYUwg,Awesome-amazing-you won't be disappointed!,2013-10-12,9sVPTvob7602kf50ETTC_w,
6iJ8yrsueJ8QH3HceGstxw,Great service, smiles all around, great menu!,2011-07-08,9sVPTvob7602kf50ETTC_w,
