post_id,comment,created_at,author_id
JRUPe8_nRv5en42S4tOx7A,Almost forgot my free $10 was expiring. Cant let that happen,2012-11-13,RPyN_nOqI57g6vyZZ6jISg
F8FHXQBpMu1erLSTwUxYeQ,Gonna see hangover 3. Woohoo,2013-05-24,RPyN_nOqI57g6vyZZ6jISg
F8FHXQBpMu1erLSTwUxYeQ,Seeing despicable me 2 with tim,2013-07-04,RPyN_nOqI57g6vyZZ6jISg
RkXZ4Gx6SHmSMe_R9c1Dcw,Ok 1 down caramel to go. Come on Walmart be my hero,2012-11-15,RPyN_nOqI57g6vyZZ6jISg
F70couxLlxWDRZNIVHoIRA,Front n rear brakes getting done. Prices not bad n people r very nice,2013-07-13,RPyN_nOqI57g6vyZZ6jISg
RutjZZAMrGldOI2GSpAT1A,World market u saved me. Now home to start cake n get to work typing.,2012-11-15,RPyN_nOqI57g6vyZZ6jISg
2Zeh89IUg7T4dUFjRfqtdg,First time here. Had an Italian sub with cucumber n tomato salad. Food is awesome. Can't wait to come back n try something else.,2012-08-09,RPyN_nOqI57g6vyZZ6jISg
2Zeh89IUg7T4dUFjRfqtdg,Got a pizza tonight. LNG it is delicious!!!! As usual they have good food. Love them,2012-11-15,RPyN_nOqI57g6vyZZ6jISg
ncXQtqJT5Gk1QztwTrBrgw,Bagels aren't bad. They have sit down. I wouldn't recommend it. Very slow svc. Was ready to go about 10 minutes ago,2012-09-22,RPyN_nOqI57g6vyZZ6jISg
_ZwDLtBopUHb6F2mIPFUJg,I am drinking a drink called a delicious root beer float. Omg is it yummy. They only let u drink 2 of their specialty drinks.,2012-11-17,RPyN_nOqI57g6vyZZ6jISg
hogj2UzWdiTgj8wnUQ0hTw,Had the country potato pancake Benedict for breakfast. That was awesome. Miss eating potato pancakes. I also like that they give u a pot of coffee so u don't have to wait for a refill. Can't wait to try the pie next time. Meal too big had to get a box for leftovers,2012-09-02,RPyN_nOqI57g6vyZZ6jISg
px0VdZdyTaclveb1LfV6rA,Saw possession. Very odd movie. Kind of slow. Wouldn't buy it to add to my collection. Was ok,2012-09-02,RPyN_nOqI57g6vyZZ6jISg
V7nossAF0dFj_mSPYj6SSQ,So we r sitting outside. Got a beer. 15 min later waiter finally comes n we order app. Wanted to order lunch n he has to go back to get a pen. Umm..... Am I missing something??,2013-04-21,RPyN_nOqI57g6vyZZ6jISg
wjRFf_lTn5WyP-s6Ce2amg,Home sweet home. Woohoo,2013-04-07,RPyN_nOqI57g6vyZZ6jISg
BjzVSvTuRlna5AjtpwoZyA,Another buy one get one free. I love being on email lists lol. Heathbar blizzard, banana n choc ice cream. Heaven,2012-11-02,RPyN_nOqI57g6vyZZ6jISg
oVuvM9YLTSiA40fZRmnrIA,Tiramisu n Roche together....pure heaven,2012-09-24,RPyN_nOqI57g6vyZZ6jISg
