post_id,comment,created_at,author_id
vugrV0cSoUGfS1Ef_mF7nQ,Sarah is 21!!!!!,2011-06-17,1WpKr4f0WzHghvK4sQuuwQ
vugrV0cSoUGfS1Ef_mF7nQ,Catchin up on old times with my boy Steve,2011-08-08,1WpKr4f0WzHghvK4sQuuwQ
UpnKwbOmB1Navg3WareTZA,Yummmmmm. Lunch on Fitz!,2011-04-21,1WpKr4f0WzHghvK4sQuuwQ
WLblFINiPI18_o1OdDsnVg,Business lunches rock at cafe rio,2011-11-18,1WpKr4f0WzHghvK4sQuuwQ
WLblFINiPI18_o1OdDsnVg,Free meal! :),2012-01-28,1WpKr4f0WzHghvK4sQuuwQ
vstifTjwsVFXc1aprX9_iQ,Nevermind...i was craving that sweet tea,2011-10-14,1WpKr4f0WzHghvK4sQuuwQ
_pBXtjN43eqMV0XZTz7nmw,And so the fun begins....steve aoki bitches,2011-12-02,1WpKr4f0WzHghvK4sQuuwQ
_pBXtjN43eqMV0XZTz7nmw,dada life,2012-02-11,1WpKr4f0WzHghvK4sQuuwQ
s86MNfRISPT9thjTS1Gnmw,Day 2,2011-10-11,1WpKr4f0WzHghvK4sQuuwQ
zhqurYCKYSCZmIEtus1Mzw,Let the car shopping begin,2011-10-05,1WpKr4f0WzHghvK4sQuuwQ
AmJ0GFlYCAap-vGYxv-OJQ,SNF,2011-10-09,1WpKr4f0WzHghvK4sQuuwQ
mZI_wVrLOjz4M-QIC9n-jA,BBY 289 thanksgiving,2011-11-24,1WpKr4f0WzHghvK4sQuuwQ
nUpKKVwG2WctMOXux19vew,Try the asian zing or jammin' jalapeno,2011-10-03,4wmXSbGTxDftCX4TBVSbzQ
YWvIJ9MKQ7Hn_bLWLKKJig,A liter of water is only $.99. Cheapest on the strip,2013-02-13,4wmXSbGTxDftCX4TBVSbzQ
w4yq1IRk0DHQE995giqjGg,2 for $25 italian dinner for 2.,2013-01-16,4wmXSbGTxDftCX4TBVSbzQ
egpDg61SdYbKWvCpPM7Nbg,Get the Kaui Pie- coffee ice cream with coconut, macadamia nut, chocolate swirl.,2011-09-12,4wmXSbGTxDftCX4TBVSbzQ
egpDg61SdYbKWvCpPM7Nbg,My niece loves getting the rainbow sherbert and adding mochi pieces from the jerking store next door.,2012-12-01,4wmXSbGTxDftCX4TBVSbzQ
qLd0WthsUXToaCULaBIGow,Baby sale!,2011-09-21,4wmXSbGTxDftCX4TBVSbzQ
qLd0WthsUXToaCULaBIGow,Baby sale, buy one get one 75% on top of that. I got two baby coats for $25,2011-09-22,4wmXSbGTxDftCX4TBVSbzQ
qLd0WthsUXToaCULaBIGow,30% off all clearance and $12 frost free vest.,2011-10-08,4wmXSbGTxDftCX4TBVSbzQ
S-0QfksFDtwJhHUa8pg5ow,obile ordering was a joke.,2016-10-01,4wmXSbGTxDftCX4TBVSbzQ
5LNZ67Yw9RD6nf4_UhXOjw,Ice skating!!!!,2013-12-22,4wmXSbGTxDftCX4TBVSbzQ
YD3lvnhO9sEmWLWozh3w_A,Lemon pepper!,2011-10-08,4wmXSbGTxDftCX4TBVSbzQ
iRR1eGhc4epX4KOFudRD8g,Owner is amazing and goes out of his way for you.,2013-01-20,4wmXSbGTxDftCX4TBVSbzQ
3BCsAgo_1i4xMuTyLKMLRQ,Outside looked like a normal office space but the interior is pretty sick,2013-10-26,4wmXSbGTxDftCX4TBVSbzQ
5b4Ictz1oOdMSl922nzLVw,Deposit your change at the inside at,2014-06-21,4wmXSbGTxDftCX4TBVSbzQ
QJatAcxYgK1Zp9BRZMAx7g,This isn't in n' out, so stop comparing the two.,2015-01-21,4wmXSbGTxDftCX4TBVSbzQ
nUpKKVwG2WctMOXux19vew,chicken nachos... were horrible....can i get some chicken with these chicken nachos!?,2011-10-09,yCfgnFtmOQijmRzTP3adzw
FIs33y1BVzzcfrDDHh8O5g,spicy seafood soup,2011-09-16,yCfgnFtmOQijmRzTP3adzw
G9-OvE0PBQtDZmnGEB3HEQ,Spinach Florentine bagel is amazing,2016-07-24,yCfgnFtmOQijmRzTP3adzw
s19MqjZcquoj4h5-8m5C5w,skip it,2016-06-11,yCfgnFtmOQijmRzTP3adzw
jgtEoeE2uoA27J_UvbE20g,Bad service. But whadaya expect its next to beauty bar,2011-09-08,yCfgnFtmOQijmRzTP3adzw
ebTvBxSStI9Vf5Tpux_X3Q,Movie Date with...myself.,2011-12-01,yCfgnFtmOQijmRzTP3adzw
aNe8ofTYrealxqv7VtFTuw,Best Mich Ultra on tap. Good for graveyard zombies,2011-10-01,yCfgnFtmOQijmRzTP3adzw
T_ing_JlCPFYYae6c3QB9g,The owner is amazing!!! I love their selection,2016-02-24,yCfgnFtmOQijmRzTP3adzw
ZFyJ83LJkkO1dP82kzXKNg,Always clean, great service and freshly cooked food.,2015-07-26,yCfgnFtmOQijmRzTP3adzw
QdXg79fKbFLEPePPnL02Fw,good take out food,2011-09-21,yCfgnFtmOQijmRzTP3adzw
5LNZ67Yw9RD6nf4_UhXOjw,Cosmonaut,2011-11-10,yCfgnFtmOQijmRzTP3adzw
nUpKKVwG2WctMOXux19vew,Where black men fear to tread...,2012-02-27,jv-nCzQcO2CPVFe_li1wLQ
nUpKKVwG2WctMOXux19vew,Explosion of my ass.,2012-03-27,jv-nCzQcO2CPVFe_li1wLQ
N8ArHOgRDI8wOJIOZaEHyg,Good place to feed.,2012-05-22,jv-nCzQcO2CPVFe_li1wLQ
hEsLl030Ncw10VKCD6g-dg,Cheap breakfast,2012-03-04,jv-nCzQcO2CPVFe_li1wLQ
ymwUAvCK7Qmf3IX58XqLGw,My girl decided to feed me,2012-05-29,jv-nCzQcO2CPVFe_li1wLQ
r4ZWXDKCX1K4_ZrZJZpkUA,Good to feed girlfriends here.,2012-02-28,jv-nCzQcO2CPVFe_li1wLQ
K8MWIwCrS5w-Dbi9UHOlhw,Bowling,2012-02-27,jv-nCzQcO2CPVFe_li1wLQ
pLZ9oZM8c6MNbRlg06lBPg,I would avoid getting work done here if you have too.. People are rude, routine things take forever, you'll be lied to constantly about how much time is left.,2016-06-09,jv-nCzQcO2CPVFe_li1wLQ
tcfL9_Qe-12eX4rdmK_6XA,Happy hour long island ice tea,2012-03-07,jv-nCzQcO2CPVFe_li1wLQ
