post_id,comment,created_at,author_id
Te8ubqIn8aH2uplVhvMntw,y fav is  its realllyyy yummmyyyy,2016-12-26,fIghg_1J3fbFhqf4RpYFGg,
Te8ubqIn8aH2uplVhvMntw,The Tiramisu Gelato is the best I've ever had. Unforgettable! The wine has a distinct flavor that just ups the ante on this gelato.,2010-05-30,ZzVFUtp5CF1M6zQ1O9S-Ug,
Wxxvi3LZbHNIDwJ-ZimtnA,The best rooms in Vegas. Go during non-peak times with rooms starting at $129\/night.,2010-05-30,ZzVFUtp5CF1M6zQ1O9S-Ug,
BEplfZTUzYwApjMUaOA12w,It's really good, but not quite as great as Dos Caminos at Palazzo,2010-04-22,t61Dadc87cLaRIIrVfVJqQ,
BEplfZTUzYwApjMUaOA12w,The guacamole is outstanding!,2010-04-19,t61Dadc87cLaRIIrVfVJqQ,
NvKNe9DnQavC9GstglcBJQ,Great breakfast buffet.,2010-04-22,t61Dadc87cLaRIIrVfVJqQ,
G87KAQTAikwh8sQA2BW3fA,You really have to try the Press POG. It's amazing!,2016-08-30,t61Dadc87cLaRIIrVfVJqQ,
BEplfZTUzYwApjMUaOA12w,Happy Hour 3 to 7.  $3 wells!  $6 appetizers.  On the strip!,2011-01-18,LLgTAp0F5HkgJjlIFwDSRw,
Wxxvi3LZbHNIDwJ-ZimtnA,Sign up for their Grazie card online to receive a $15 credit for slots or tables.,2011-01-18,LLgTAp0F5HkgJjlIFwDSRw,
Wxxvi3LZbHNIDwJ-ZimtnA,I found Star Wars Droid Hunter slot machines by the roulette wheels.  These are the droids I was looking for! #Venetian,2011-01-18,LLgTAp0F5HkgJjlIFwDSRw,
XXW_OFaYQkkGOGniujZFHg,The Fireside Lounge is where it's at.  Go for a cocktail, stay for the people watching.  And the firepit.,2011-01-18,LLgTAp0F5HkgJjlIFwDSRw,
VyjyHoBg3KC5BSFRlD0ZPQ,This place manages to stay relevant despite its long time presence on the strip.  No trip to Vegas is complete w\/out visiting Caesars.,2011-01-18,LLgTAp0F5HkgJjlIFwDSRw,
