post_id,comment,created_at,author_id
OThAF-lt6d7jY-pB1ajWPg,Best boneless wings in town!! Been looking for a year for a good wing place,2013-10-09,tI0Lrtr9UJuM3kUTa6M6-Q
OThAF-lt6d7jY-pB1ajWPg,At the Crowne Plaza hotel 5 miles away but they don't deliver here.,2015-02-06,EwHmL65SIthed5j_2d9w3g
CS2oAjAiFrJiG2HUtKJUHQ,I'm not sure who took my order over the phone but he was spectacular!,2015-02-06,EwHmL65SIthed5j_2d9w3g
OThAF-lt6d7jY-pB1ajWPg,We love having dinner there....best sauce in the area!,2016-09-30,64lb3N95RmOtcX0rUk1bnw
OThAF-lt6d7jY-pB1ajWPg,This place is in a little strip mall that doesn't indicate the true gem that lies within. Fantastic food, family owned (read: support small business), large servings = leftovers yum! They will be opening a second location in Ohio City next Spring. Yay for them!,2016-10-22,gI22X1rJuoqn2B3Wha2pzQ
D6uFfVTVR4gPr83z2xxJ9g,Seriously the best pies ever. I come back to Cleveland just for the cherry pie!,2015-11-25,QmCcMgvyJf6FtOHMerVYMA
W8apgXmOxESpoL_EeogC5w,The ramen was fantastic. Great service and a wonderful find!,2015-01-20,xz9Wt7yAqYvlJenx31zgZA
W8apgXmOxESpoL_EeogC5w,Tori Miso Ramen,2015-02-04,r4WevX_HQyqj38y3_BuLCA
6g2EQgi1QiXcp9TvbyG-Ig,Been on hold for an hour.  And this isn't the first time I have called.,2016-03-16,r4WevX_HQyqj38y3_BuLCA
CzCAKGjSGt75ZhNqScRagQ,I love this location! Now I don't have to drive to the other side of town.,2015-11-15,r4WevX_HQyqj38y3_BuLCA
em3TpGN9BAA85u2lXewDiQ,I was very impressed with the decor. It reminded me of some great sushi places in Los Angeles where I'm from. I was a little nervous to try the sushi since it was on a Sunday, but it was delicious! The yellowtail and tuna melted in my mouth. I'll definitely be coming back again!,2013-02-17,OGeEJt6WGFAcXf6j3utW-Q
em3TpGN9BAA85u2lXewDiQ,Wife told me I had to try this place. All I can say is WOW! Food was fresh, plentiful and delicious !   The wait staff was cheerful & welcoming, I recommend !,2013-03-17,1_rtLh8wSRR-Gpugpf72Gw
em3TpGN9BAA85u2lXewDiQ,Spicy tuna roll was good,2013-05-19,rdVjmz8Dwa-k_pewpYp0Cw
em3TpGN9BAA85u2lXewDiQ,Call ahead for large parties...,2013-09-11,c1zbnThI9IsyitagLrvtFA
em3TpGN9BAA85u2lXewDiQ,Great spot for a date night,2014-08-03,jqVNOmIxbSzMiQFKJf51kA
em3TpGN9BAA85u2lXewDiQ,Great meal - house fried rice and Mongolian beef - yum!!,2015-12-06,lMbJO75sNcpxg2JleppEkg
em3TpGN9BAA85u2lXewDiQ,Always excellent order anything on the menu and will love it , I promise,2016-03-19,JiqQnE-CldkQl-q6WMZSVw
em3TpGN9BAA85u2lXewDiQ,Takeout process is worthless.  They don't have enough employees on the weekend.,2016-06-04,rb4NLNEXblDAYUbJdiE2Mw
em3TpGN9BAA85u2lXewDiQ,Love this place too!!! I'm waiting on that 88 Sanitation Score to improve before we return.,2017-06-15,dIIPdD2TW_PZb-U396e1LQ
qqIgj3vpc54Bab5xWfwONA,Pita Sampler #2,2017-01-23,dIIPdD2TW_PZb-U396e1LQ
