post_id,comment,created_at,author_id
5TX8o0vsxFsu9_QPhoeI4A,Time to find out just how fast this car is,2012-04-21,yr0geT6Lk9XUpzGxLJNg1g
Wxxvi3LZbHNIDwJ-ZimtnA,Finally made it. Need food and a nap the outsy,2012-04-20,yr0geT6Lk9XUpzGxLJNg1g
DfgZlNgKwBvCpA_0alumXw,1 Oak.  Karazy.,2011-12-31,yr0geT6Lk9XUpzGxLJNg1g
ujHiaprwCQ5ewziu0Vi9rw,Stuffing my face.,2011-12-31,yr0geT6Lk9XUpzGxLJNg1g
2weQS-RnoOBhb1KsHKyoSQ,One of the best buffets out here. Not just the food also service,2012-04-22,yr0geT6Lk9XUpzGxLJNg1g
nO0UrzXWSzWkghUGL7fxuw,Good stuff,2012-08-14,yr0geT6Lk9XUpzGxLJNg1g
7fxebHYUwIF6CakxSr70iQ,Dinner time,2012-04-20,yr0geT6Lk9XUpzGxLJNg1g
TNgqPThc9_MwgSIdsZIUjQ,Strip steak with garlic mashed potatoes,2012-08-13,yr0geT6Lk9XUpzGxLJNg1g
Tc511yME8axDPq2J6woxkg,Wow!!  Pretty darn good.  Who would have known.,2012-08-15,yr0geT6Lk9XUpzGxLJNg1g
CsXyVmPftQwvOxsHwKw66w,Need Reese's,2012-08-14,yr0geT6Lk9XUpzGxLJNg1g
eC0iLr5RxpZPmJ6NGSqijA,Excellent food and service.,2013-10-07,sUgB_rYDmhrIPh05Ferr_g
eC0iLr5RxpZPmJ6NGSqijA,Let your server help you decide what to eat. He brought me the most delicious things.,2013-11-30,vGzmcZrvwCZVLdpTgWpw_Q
uoUa8ugZLrly0bA268IqEg,Good coffee, good food!,2014-08-08,vGzmcZrvwCZVLdpTgWpw_Q
HO2knNxcc_8lFtgGxN8q2A,The falafel burger was delicious!,2013-06-11,vGzmcZrvwCZVLdpTgWpw_Q
FMMNajth88mWX76QVp6N9Q,Bad food. Bad samosas, bad naan, bad muttar paneer. The paneer tikki masala was a little better. Not nearly worth the money. Go somewhere else.,2012-12-17,vGzmcZrvwCZVLdpTgWpw_Q
Twcjx4ofM9GWwXN6LVGSzw,The soup, lentil, was awesome and my friend really liked here steak. However, the best part was our deserts! I got dark chocolate and cherry custard and my friend got the Carmel apple. Both were amazing. Also they have really good teas- I got the oolong tea.,2013-11-13,vGzmcZrvwCZVLdpTgWpw_Q
eC0iLr5RxpZPmJ6NGSqijA,Get the Omakase!,2015-01-08,YvfGGucT-RBz4xs9BRZUKA
3b14ebd1k9y7VJbp5hC0gg,Sit at the bar! And ask for Kevin #wine,2014-12-31,YvfGGucT-RBz4xs9BRZUKA
eC0iLr5RxpZPmJ6NGSqijA,Good food but not blow your mind good. And waaaayyy overpriced.,2017-09-29,4GXOyGao_96BI4WiuQvYRQ
X88w0XrUSIKue9Vuwtqs_g,Almost everything here is delicious!,2016-06-08,4GXOyGao_96BI4WiuQvYRQ
X88w0XrUSIKue9Vuwtqs_g,Everything we tried here was delicious!,2016-06-16,4GXOyGao_96BI4WiuQvYRQ
USninqjSauwQQ2T_FlkIMw,Excellent food. Good selection of cocktails.,2017-02-24,4GXOyGao_96BI4WiuQvYRQ
eC0iLr5RxpZPmJ6NGSqijA,Best sushi in Pittsburgh. Hands down. Omakase: do it.,2010-10-08,85uM-cor3VXCUyVFEe0YNg
j4jsgp-e315s11ehJfRzAA,Renovated & better than ever. The wine list is on an iPad! Check out the new wine wall too,2010-10-09,85uM-cor3VXCUyVFEe0YNg
L95ppCbcWAt4LUWrCiEvPg,Just saw Mario Lemieux's wine locker. It's near Casey Hampton and Franco Harris too.,2010-11-27,85uM-cor3VXCUyVFEe0YNg
JJi7c7uiTzCqeWNTsldgXQ,USA Roll is one of my favorite of all time, anywhere.,2012-12-28,85uM-cor3VXCUyVFEe0YNg
cqPrr2uDMLP9_cPbIiOSrA,Meh...had to wait for five minutes for the people to finish having a conversation with their friends,2013-04-26,1J_3WTMHgis4L09PpaQcSA
Dx0AI6r2DYkiQVKt6wQapQ,This Giant Eagle never has everything I want,2011-11-28,1J_3WTMHgis4L09PpaQcSA
RxNPIAim-2fIw43IilR62g,Seeing Avengers,2012-05-03,1J_3WTMHgis4L09PpaQcSA
v_tQJOnyJTK7x-gIzA095Q,The best damn Karaoke night ever....,2011-11-08,1J_3WTMHgis4L09PpaQcSA
2UCXCbv7qaO3d8FfQd4Ing,The third best Pizza in Squirrel Hill,2011-11-08,1J_3WTMHgis4L09PpaQcSA
vKGEEQzlgzBVI-JKxnBn1Q,Had the Yinzer Burger....it was good..service could be better,2012-10-09,1J_3WTMHgis4L09PpaQcSA
vKGEEQzlgzBVI-JKxnBn1Q,Much better service this time!!  And karaoke night to boot!,2012-12-28,1J_3WTMHgis4L09PpaQcSA
t5DQeB3dORfNwx9otGUrSA,I don't see what the big deal about Midget Monday is....plus drinks are over priced,2011-12-26,1J_3WTMHgis4L09PpaQcSA
