post_id,comment,created_at,author_id
w-kAAKasRVMePzORGOJ8HA,CenturyLink Free Day until 4pm!!!,2013-08-17,p9uYvJEcGFU4ihqQAfFh2w,
2sdU3Fq3Wv2XQycJoJQArg,Perfect day for a Halo-Halo!,2013-07-06,p9uYvJEcGFU4ihqQAfFh2w,
5shgJB7a-2_gdnzc0gsOtg,30-40 min wait now,2012-03-03,p9uYvJEcGFU4ihqQAfFh2w,
8K3CRM4COa0SSBEvli0fJQ,Wednesday special - 25% off from 5-9 PM :-)))),2013-06-19,p9uYvJEcGFU4ihqQAfFh2w,
4a0Z2DnnuOjXVbTdyf9t8Q,This place is huge!!! Prices are good too!  Nice variety! Something for everyone and what is great is that each booth is numbered making it easy to go back and locate your treasure!,2013-07-27,p9uYvJEcGFU4ihqQAfFh2w,
Sovgwq-E-n6wLqNh3X_rXg,Getting our Groupon on!  What a deal!  Delicious carnitas!,2012-08-20,p9uYvJEcGFU4ihqQAfFh2w,
seFUTd_T1bm7YNslLrsEog,Don't feed the ducks...I found out a little late -- oops!!!!  But this is a great place to walk and enjoy the views of the water.,2014-03-23,p9uYvJEcGFU4ihqQAfFh2w,
Wxxvi3LZbHNIDwJ-ZimtnA,Going 'tourist'...,2014-01-01,p9uYvJEcGFU4ihqQAfFh2w,
ko1v9-BdTqZQWmx4DIHWaw,Make sure you're there before 6pm!  I rushed to make it to the Show and was literally 2 min late.  We weren't even aware that doors close at a certain time.  They would not let me in---even though my son and husband were already inside.  So I am missing a show with my 3-year old son :(,2012-07-28,p9uYvJEcGFU4ihqQAfFh2w,
DC7IRSzdW-B3fkGgxFlmrA,It's TBall season!!!,2014-04-22,p9uYvJEcGFU4ihqQAfFh2w,
Z1Wuve_Dcer3rjml0eNVZA,no line at 1pm...quick, in and out service.,2011-09-03,p9uYvJEcGFU4ihqQAfFh2w,
4dXINKRDfcRt-30R9WX-vg,Beefalo burgers....kettle corn and more :))),2013-06-26,p9uYvJEcGFU4ihqQAfFh2w,
6HdzmAatFoB8UDep4n9QIw,Always a great experience....,2013-11-03,p9uYvJEcGFU4ihqQAfFh2w,
4qG3Gh8QyugC1XvoTlmgcQ,Busy today but got a seat for two quickly :),2013-07-27,p9uYvJEcGFU4ihqQAfFh2w,
sUXs9ATmb423TcxgtMalzQ,Lunch special :-),2013-07-17,p9uYvJEcGFU4ihqQAfFh2w,
sUXs9ATmb423TcxgtMalzQ,Lunch special is the way to go!,2013-08-05,p9uYvJEcGFU4ihqQAfFh2w,
sUXs9ATmb423TcxgtMalzQ,Team lunch :). Lunch specials are the way to go!,2013-11-20,p9uYvJEcGFU4ihqQAfFh2w,
65GMvjjrsvyR9pxxAys7qg,Fun place to bring your kids too - it's like a free natural history museum!,2014-03-30,p9uYvJEcGFU4ihqQAfFh2w,
ZtsnwjxjzMUI6tDZNrJUeA,$5.95-8.95 for breakfast specials...,2014-05-18,p9uYvJEcGFU4ihqQAfFh2w,
oj5k-I0YSbuc5tDInt2isQ,I love you, Joe :),2012-08-31,p9uYvJEcGFU4ihqQAfFh2w,
VdmHT-RrwYo8TF1YVfEfZg,Free weekends for locals!,2014-01-18,p9uYvJEcGFU4ihqQAfFh2w,
gy-HBIeJGlQHs4RRYDLuHw,Santa will be here at 6pm....he's on a cookie and milk break :),2012-12-19,p9uYvJEcGFU4ihqQAfFh2w,
sv694ZNBZfoC18OL5eRVuw,Haunted Harvest going on right now....it's busy but so far lines are bearable....,2013-10-20,p9uYvJEcGFU4ihqQAfFh2w,
yGCrsq0AYI8WN7goMVLHJA,Holy cow!  Look at all the fun import beers :). Am trying Hitachino Nest beer....I picked it because of the cute Owl on the bottle!!!  Come for cheap eats that are quite tasty!!  Tacos for $1.75-$2.25!!!,2012-07-06,p9uYvJEcGFU4ihqQAfFh2w,
uI-dbKk_9cUen7pi3-16Sg,Little bit of a wait ....Friday night :),2012-10-05,p9uYvJEcGFU4ihqQAfFh2w,
kxYiZnd7Y-3ibdwnMFuTzw,These guys and gals hustle!!!,2014-07-01,p9uYvJEcGFU4ihqQAfFh2w,
JWDiG0nSsM7GQ9QFRTxU9w,They have everything and things you didn't know you needed or wanted :-),2014-04-16,p9uYvJEcGFU4ihqQAfFh2w,
WpI5MZC3XzlTpcUOKXzCbA,Great view!!!,2013-03-19,p9uYvJEcGFU4ihqQAfFh2w,
rTLwehnV46JcOuE1FGgsnw,Only $5 for a car wash if you come before 8? AM...and a free cup of coffee!  Can't beat that !!!!,2013-08-01,p9uYvJEcGFU4ihqQAfFh2w,
W9YgQFWP1PkhYq7NtGLMXA,Home Depot kids workshops are the best!,2014-06-07,p9uYvJEcGFU4ihqQAfFh2w,
kk3nsVOeVyN8tojFHEu6NA,Pizza slice for $1!!!,2013-10-09,p9uYvJEcGFU4ihqQAfFh2w,
yLiaMaJFq03JxXPk4puloQ,Holy cow they're fast and super upbeat and friendly!  How refreshing especially at 7:30 in the morning!!!  Yay McD's!!!!,2012-06-21,p9uYvJEcGFU4ihqQAfFh2w,
4oxLboB6UEcBxRwEjMrXag,Water feature is on and they have the best green grassy open area---perfect for rolling down the hill :)---oops...today not so green.  But usually it is super plush :),2013-09-22,p9uYvJEcGFU4ihqQAfFh2w,
