"You need to try their Cajun fries!!","2017-09-10","0","JrB6On8q8f1_ICQSCLg47w","Du-5cOij8dvzFKPFtWPklQ"
"Best boneless wings in town!! Been looking for a year for a good wing place","2013-10-09","0","OThAF-lt6d7jY-pB1ajWPg","tI0Lrtr9UJuM3kUTa6M6-Q"
"At the Crowne Plaza hotel 5 miles away but they don't deliver here.","2015-02-06","0","OThAF-lt6d7jY-pB1ajWPg","EwHmL65SIthed5j_2d9w3g"
"I'm not sure who took my order over the phone but he was spectacular!","2015-02-06","0","CS2oAjAiFrJiG2HUtKJUHQ","EwHmL65SIthed5j_2d9w3g"
"We love having dinner there....best sauce in the area!","2016-09-30","0","OThAF-lt6d7jY-pB1ajWPg","64lb3N95RmOtcX0rUk1bnw"
"This place is in a little strip mall that doesn't indicate the true gem that lies within. Fantastic food, family owned (read: support small business), large servings = leftovers yum! They will be opening a second location in Ohio City next Spring. Yay for them!","2016-10-22","0","OThAF-lt6d7jY-pB1ajWPg","gI22X1rJuoqn2B3Wha2pzQ"
"Awesome small business, great staff and service!","2016-05-10","0","m5KjKyk_ab0LZSRgOmN57g","0E3ZQSe9riXDFde2QH0fpA"
"Seriously the best pies ever. I come back to Cleveland just for the cherry pie!","2015-11-25","0","D6uFfVTVR4gPr83z2xxJ9g","QmCcMgvyJf6FtOHMerVYMA"
"Very good omlets and the hash browns are worth the extra 89 cents.","2013-10-27","0","Ipkl7KtlqxCe8bMMkwHwPQ","LGptucb7wZApvaPN-SxImw"
"Try the jalapeño bacon, it is amazing!","2014-02-04","0","Ipkl7KtlqxCe8bMMkwHwPQ","xz9Wt7yAqYvlJenx31zgZA"
"Pumpkin bread, pumpkin bread, pumpkin bread.","2017-02-19","0","Ipkl7KtlqxCe8bMMkwHwPQ","xz9Wt7yAqYvlJenx31zgZA"
"The ramen was fantastic. Great service and a wonderful find!","2015-01-20","0","W8apgXmOxESpoL_EeogC5w","xz9Wt7yAqYvlJenx31zgZA"
"There is a restaurant.com voucher available ;)","2014-04-12","0","Ipkl7KtlqxCe8bMMkwHwPQ","T-CzN3YM90AWpvqGAFCJWw"
"It's ok. And may come for take out again","2014-06-11","0","Ipkl7KtlqxCe8bMMkwHwPQ","l4sXjOk5qKR4B-DSTMfvvw"
"Awesome diner food.  Friendly service.  Great place to unwind","2014-07-06","0","Ipkl7KtlqxCe8bMMkwHwPQ","pPcSYgQI17sr-n6vfQa5OQ"
"So many choices on what to nosh on....","2014-03-29","0","Y-3UVcgmi9H9t808pUBawQ","pPcSYgQI17sr-n6vfQa5OQ"
"Very good!!","2014-12-18","0","Ipkl7KtlqxCe8bMMkwHwPQ","j35veuUeGuwr2meFQGvbww"
"Good food.  Good prices.  Nice staff and good service","2014-12-27","0","Ipkl7KtlqxCe8bMMkwHwPQ","1nPzUVMJB1DzqELcdSp8JQ"
"Haven't had a bad meal yet. Love their omelets,  and spuds.  Great prices also","2015-08-30","0","Ipkl7KtlqxCe8bMMkwHwPQ","IgFK-OKW5EeuW74SPHCCBw"
"Everything you expect in a diner. Good service, solid food and clean.","2016-12-29","0","Ipkl7KtlqxCe8bMMkwHwPQ","yxypQM1PPH-6L9RMv45v0A"
"Great place to eat. Local family owned restaurant been coming here 10 years.","2017-01-29","0","Ipkl7KtlqxCe8bMMkwHwPQ","8WsZ9BT1sQp1isfP9DbPww"
"Best biscuits and gravy!!","2017-03-21","0","Ipkl7KtlqxCe8bMMkwHwPQ","r4WevX_HQyqj38y3_BuLCA"
"Tori Miso Ramen","2015-02-04","0","W8apgXmOxESpoL_EeogC5w","r4WevX_HQyqj38y3_BuLCA"
"Been on hold for an hour.  And this isn't the first time I have called.","2016-03-16","0","6g2EQgi1QiXcp9TvbyG-Ig","r4WevX_HQyqj38y3_BuLCA"
"I love this location! Now I don't have to drive to the other side of town.","2015-11-15","0","CzCAKGjSGt75ZhNqScRagQ","r4WevX_HQyqj38y3_BuLCA"
"Another great breakfast here!!!  Fast, friendly and yummy","2017-05-29","0","Ipkl7KtlqxCe8bMMkwHwPQ","MSwTLxLxA5W-EQi6rUvuTg"
"Not on my recommended list","2017-06-11","0","Ipkl7KtlqxCe8bMMkwHwPQ","DiYvn7x5C_z27IcpEf3HAw"
"Good service good food","2017-08-17","0","Ipkl7KtlqxCe8bMMkwHwPQ","5l_rsZRPkEG3x81Y1-4KKQ"
"Extremely good, even better prices","2017-12-03","0","Ipkl7KtlqxCe8bMMkwHwPQ","LZ0LlfkaSFBUB9gzgs4oyA"
"I was traveling and desperately needed some lunch. Stopped at Blimpies and was very pleased. Great food and service. Tons of choices, fresh bread, toppings galore.","2014-05-21","0","5X7TQsA3iDbBc8yy2YkCnA","ReFxlpeFLzqXrnMQyC2kHg"
"Service was wonderful and eegees a big hit at our event.  Thank you!!","2016-07-16","0","5X7TQsA3iDbBc8yy2YkCnA","mgiZvxDWh7UZNIRrbnInRw"
"Refreshing. Great ice. Great customer service. Sugar free option.","2016-04-17","0","2pAqjEUJXOacP94xQ-i0mw","mgiZvxDWh7UZNIRrbnInRw"
"I was very impressed with the decor. It reminded me of some great sushi places in Los Angeles where I'm from. I was a little nervous to try the sushi since it was on a Sunday, but it was delicious! The yellowtail and tuna melted in my mouth. I'll definitely be coming back again!","2013-02-17","0","em3TpGN9BAA85u2lXewDiQ","OGeEJt6WGFAcXf6j3utW-Q"
"Wife told me I had to try this place. All I can say is WOW! Food was fresh, plentiful and delicious !   The wait staff was cheerful & welcoming, I recommend !","2013-03-17","1","em3TpGN9BAA85u2lXewDiQ","1_rtLh8wSRR-Gpugpf72Gw"
"Spicy tuna roll was good","2013-05-19","0","em3TpGN9BAA85u2lXewDiQ","rdVjmz8Dwa-k_pewpYp0Cw"
"Call ahead for large parties...","2013-09-11","0","em3TpGN9BAA85u2lXewDiQ","c1zbnThI9IsyitagLrvtFA"
"Great spot for a date night","2014-08-03","0","em3TpGN9BAA85u2lXewDiQ","jqVNOmIxbSzMiQFKJf51kA"
"Great meal - house fried rice and Mongolian beef - yum!!","2015-12-06","0","em3TpGN9BAA85u2lXewDiQ","lMbJO75sNcpxg2JleppEkg"
"Always excellent order anything on the menu and will love it , I promise","2016-03-19","0","em3TpGN9BAA85u2lXewDiQ","JiqQnE-CldkQl-q6WMZSVw"
"Takeout process is worthless.  They don't have enough employees on the weekend.","2016-06-04","0","em3TpGN9BAA85u2lXewDiQ","rb4NLNEXblDAYUbJdiE2Mw"
"Love this place too!!! I'm waiting on that 88 Sanitation Score to improve before we return.","2017-06-15","0","em3TpGN9BAA85u2lXewDiQ","dIIPdD2TW_PZb-U396e1LQ"
"Pita Sampler #2","2017-01-23","0","qqIgj3vpc54Bab5xWfwONA","dIIPdD2TW_PZb-U396e1LQ"
"Great food lovely place !!!","2017-08-11","0","em3TpGN9BAA85u2lXewDiQ","YaonLs1Hnwcegex3y27mWg"
"Great place. I like their pizza and gelato","2017-10-07","0","99j5vhhtFJIefXDLsmA29Q","YaonLs1Hnwcegex3y27mWg"
"Good food. Great value. Cool atmosphere","2016-05-10","0","_7nELtYw3n2DzMN8252lhQ","L97UQMT7FX0CC9QQ7R_Hxg"
"Great pizza. Quick and convenient delivery! Great service","2017-02-05","0","Uda-CqNfow8Gh4rgtdhJZg","L97UQMT7FX0CC9QQ7R_Hxg"
"Had reservations for 6:45 but was told there was an additional 20 min wait. At 7:15 we were told it was another 20 minutes. The food is no way worth that kind of wait.","2013-01-05","0","MFvJC0IiJwRcRCEXwlWUfg","wVuk_CxHLFwtjdrQbSdjOA"
"Great service... Fantastic food!","2013-05-10","0","MFvJC0IiJwRcRCEXwlWUfg","Q7r_Tdr1LsgHE1EuEy6_Jg"
"They do have normal ketchup if you ask","2014-09-12","0","MFvJC0IiJwRcRCEXwlWUfg","rMnZektNukNd3NlyyokCww"
"Linguini was amazing!!","2015-04-29","0","MFvJC0IiJwRcRCEXwlWUfg","XpXI3KuBNS_aMpQMCbo1Cw"
"Love the food love the service, in a great location look forward to going back.","2017-01-26","0","MFvJC0IiJwRcRCEXwlWUfg","q7pDk8Nq18O5aNXenG7PKg"
"Love","2017-04-27","0","MFvJC0IiJwRcRCEXwlWUfg","UruENBhF02OQqScz9S1z4g"
"Delicious food!","2016-08-07","0","orMyWvonOj55yswWf-k72Q","UruENBhF02OQqScz9S1z4g"
"I love the ambiance and the food is delicious.","2017-05-23","0","MFvJC0IiJwRcRCEXwlWUfg","daX8x_5-Y6rJBfvxWR1omg"
"Ordered the tavern double burger with tots. Licked the plate clean. Good food.","2017-09-20","0","MFvJC0IiJwRcRCEXwlWUfg","kREOBkbIbnsoTqxwQYODBw"
"Another great haircut!","2014-03-01","0","VqvOOXwK8dVYdjNd7MJ6Tg","4zDstgjxWNGA-Mlsgh-0uA"
"One of my favorite lunch spots.","2013-05-31","0","sdYkVaTy7EJwUkO8Ie_qPg","-tAXa6cHTZizX42tcF0hpA"
"A great new dining option in Elizabeth!  Menu is large with lots to come back and explore...","2013-07-03","0","DyOzNIeXUksPNLXYHnB-oQ","-tAXa6cHTZizX42tcF0hpA"
"Great food, great service, really cool decor.  Love this place!!","2013-06-14","0","sdYkVaTy7EJwUkO8Ie_qPg","GQgiwr456HZudVnvQUV5Zg"
"Amazing.","2013-06-20","0","sdYkVaTy7EJwUkO8Ie_qPg","d2iFf6T13CP2wF5ZvwyxBA"
"Delicious.","2013-08-14","0","sdYkVaTy7EJwUkO8Ie_qPg","RcVM9IJXtToEmMCeKiWu4Q"
"Phenomenal food and excellent service !","2013-10-09","0","sdYkVaTy7EJwUkO8Ie_qPg","c6o4OLTHbUEMecT54E4z_Q"
"Just awesome! Killer food at cheap prices. Go there now!!!","2013-10-18","0","sdYkVaTy7EJwUkO8Ie_qPg","u0tTS0c1qgx9tuMWavfIbQ"
"Food was great! First time and loved it. Definitely will be back!","2013-12-19","0","sdYkVaTy7EJwUkO8Ie_qPg","fEpGooV1MPAW0IJW3Er-9Q"
"So much good.","2014-02-25","0","sdYkVaTy7EJwUkO8Ie_qPg","0X-6sGdxPmZzvC1T-60dCg"
"Yummi yummi in my tummi","2014-03-08","0","sdYkVaTy7EJwUkO8Ie_qPg","iGxhC62v_7zfcVOdihI-FQ"
"This is great food! Fresh and Hearty! The seasoning is perfect! Great Atmosphere!","2014-03-16","0","sdYkVaTy7EJwUkO8Ie_qPg","v-ItUm2VuBLMPDRWNmatBA"
"Amazing!!!  The avocado with quinoa?!?!  Yes.","2014-03-28","0","sdYkVaTy7EJwUkO8Ie_qPg","rXulUOpbF2MBPzoqnkFzHA"
"They are environmentally friendly which is a plus for me!","2014-03-31","0","sdYkVaTy7EJwUkO8Ie_qPg","czSjMkFqxFOv0dxUjCD7Rg"
"Love everything","2014-04-19","0","sdYkVaTy7EJwUkO8Ie_qPg","_pQ3xqSdxSiWlb4v-iuDLg"
"Excellent meal! Excellent service! Will be back again!","2014-04-23","0","sdYkVaTy7EJwUkO8Ie_qPg","V-BOqWvWq-dYDqFn5M3tew"
"This place is always quick and delicious. You won't disappointed!","2014-05-27","0","sdYkVaTy7EJwUkO8Ie_qPg","-JJY8lZdo6adeuoE5Kt3_w"
"Arroz chaufa with chicken is my favorite!","2014-07-29","0","sdYkVaTy7EJwUkO8Ie_qPg","9yh8Qv8MR2ajONGavj6FdQ"
